sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	reef
150710	RRAP_ECT01_2021_Ahya_PAPE_245	RRAP_ECT01_2021_Ahya_PAPE_245_R1.fastq.gz	9919959da5483255439e808f823ac123bfe0a3b9b16c612aa33ac054045e11fe	RRAP_ECT01_2021_Ahya_PAPE_245_R2.fastq.gz	6de05cb0416adf5cc99f320e9a4b759c3fc738e84a518af4895002ce03b41227	713	20220607_laffy	24213	17718	709	15171	577	2547	132	0	0	14356	14	0	0	166	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-18.55781601	146.5041929	20210412	2.8	Pelorus East
150475	RRAP_ECT01_2021_Ahya_MART_150	RRAP_ECT01_2021_Ahya_MART_150_R1.fastq.gz	a47ae4b5099f19e864fa192ceb31cddef27731f3a929d41b9ed7c4d33dd02f9b	RRAP_ECT01_2021_Ahya_MART_150_R2.fastq.gz	a53ec60eada8ad581f8fba5a3b962b1b30b516dc5290a38f4869b0605db2c670	713	20220607_laffy	47419	36469	1395	32150	1191	4314	203	5	1	29719	14	0	0	162	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.77975328	145.3594316	20210327	2.4	Martin Reef
150709	RRAP_ECT01_2021_Ahya_PAPE_244	RRAP_ECT01_2021_Ahya_PAPE_244_R1.fastq.gz	521e9aaa47808789dce8afc6c0e9978278b41eae47d8662ed32c213aa994ed14	RRAP_ECT01_2021_Ahya_PAPE_244_R2.fastq.gz	4f761820798571e41e83e037a2286eb07e32a4741a5f02b86241d0e62cdd5b8a	713	20220607_laffy	24002	16957	771	15470	690	1487	81	0	0	14294	19	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-18.55782397	146.504138	20210412	1.7	Pelorus East
150685	RRAP_ECT01_2021_Ahya_PAPE_221	RRAP_ECT01_2021_Ahya_PAPE_221_R1.fastq.gz	7d54af4d08074cf20a8b9b162597bcba0bd92d1ab1a326277f41837ca9df5b7e	RRAP_ECT01_2021_Ahya_PAPE_221_R2.fastq.gz	d68cf4f8693de66baaae0079d688a318ce68eed029da6a158b4b83b954c10c18	713	20220607_laffy	40548	30936	1279	28607	1172	2329	107	0	0	26585	15	0	0	254	0	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	NoData	NoData	-18.55852051	146.4840013	20210412	3.8	Pelorus East
150461	RRAP_ECT01_2021_Ahya_MART_136	RRAP_ECT01_2021_Ahya_MART_136_R1.fastq.gz	c0adfb1ec4431e2c09b5387b41ac95145f1e2c3e71513826d4da4ad7e684c9d9	RRAP_ECT01_2021_Ahya_MART_136_R2.fastq.gz	36c7ca513ebdf73eeb5ba607508fb351c84a404fea4ad4896edc2bc65c118a88	713	20220607_laffy	10664	7368	334	6333	282	1035	52	0	0	5885	17	0	0	61	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.7799231	145.3588682	20210327	2.6	Martin Reef
150713	RRAP_ECT01_2021_Ahya_PAPE_248	RRAP_ECT01_2021_Ahya_PAPE_248_R1.fastq.gz	8b796c44c61603e7a8ef380ae77e7b324748aa1e24ac6b4687d981415a512657	RRAP_ECT01_2021_Ahya_PAPE_248_R2.fastq.gz	2f7a4a946d44c947927fa70c5857be59accd0080af9ac3fa40add7d69481c0f9	713	20220607_laffy	21746	15580	714	14733	670	847	44	0	0	13614	16	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-18.55780478	146.5041123	20210412	2.2	Pelorus East
150703	RRAP_ECT01_2021_Ahya_PAPE_238	RRAP_ECT01_2021_Ahya_PAPE_238_R1.fastq.gz	e458fbda3e36c737b187a7d747d535216a8951863990342eed6e6825c371dbf8	RRAP_ECT01_2021_Ahya_PAPE_238_R2.fastq.gz	138b6e8f84320896b2bd28a47443e3622d4d921fdd43dcf9885fc12e6c3f738c	713	20220607_laffy	25852	19604	816	16705	679	2895	136	4	1	15658	16	0	0	164	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-18.55795565	146.5027621	20210412	3.1	Pelorus East
150437	RRAP_ECT01_2021_Ahya_MACK_279	RRAP_ECT01_2021_Ahya_MACK_279_R1.fastq.gz	71e73e0b1a299d152e0b449af294f9f5acfce753bad01ef745e8433944be8bdc	RRAP_ECT01_2021_Ahya_MACK_279_R2.fastq.gz	c69f112f54bde837a1ec207e2f02439672d60020974251442fe574ace8cb2434	713	20220607_laffy	65823	51428	1667	44200	1331	7228	336	0	0	40886	15	0	0	228	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.03817233	145.6518975	20210416	1.9	Mackay Reef
150458	RRAP_ECT01_2021_Ahya_MART_133	RRAP_ECT01_2021_Ahya_MART_133_R1.fastq.gz	87bc93a1ef749ce6ace5e16eaa5579a7c16980eab1f76e385020a08a4505a1a7	RRAP_ECT01_2021_Ahya_MART_133_R2.fastq.gz	a8d7d68d4dbeb7e07894e74f778ee9f3b77bd67225bcdd4c3ecc467fecf32f03	713	20220607_laffy	11072	7204	322	6247	270	957	52	0	0	5868	18	0	0	144	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.77995889	145.3587718	20210327	3.4	Martin Reef
150696	RRAP_ECT01_2021_Ahya_PAPE_232	RRAP_ECT01_2021_Ahya_PAPE_232_R1.fastq.gz	81e5c06f2c62d0c4e356b7ec266d52cae2afd52df5f614438c55de1e870de39f	RRAP_ECT01_2021_Ahya_PAPE_232_R2.fastq.gz	058936afd7ea557b37d6ae620c27ff17ea730330ab0c3537b83155f1d6e14e15	713	20220607_laffy	14098	9908	436	8752	377	1147	58	9	1	8078	17	0	0	42	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-18.55819152	146.5029568	20210412	4.1	Pelorus East
150311	RRAP_ECT01_2021_Ahya_ECAY_52	RRAP_ECT01_2021_Ahya_ECAY_52_R1.fastq.gz	0a6265a7412755463de577a61ecbd031d3e264b2758b98250d08ba87251efe9a	RRAP_ECT01_2021_Ahya_ECAY_52_R2.fastq.gz	b68586eca031c8a5c2f007b10985f6810ee6b2a30cd576905004aa49573d3860	713	20220607_laffy	48424	38047	1220	37243	1188	804	32	0	0	33827	17	0	0	175	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-21.4713337	152.5650215	20210122	~2.5-3.5	East Cay
150469	RRAP_ECT01_2021_Ahya_MART_144	RRAP_ECT01_2021_Ahya_MART_144_R1.fastq.gz	5ad075cd6137072e8277ed187de723cda43e7bf6730536111acb1406d68b237e	RRAP_ECT01_2021_Ahya_MART_144_R2.fastq.gz	b7f480227929faec001bcdd1b34d0c959e097e40d526e7f9b6903b38f66fedf5	713	20220607_laffy	21641	15943	654	13903	554	2037	99	3	1	13180	19	0	0	292	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.77987382	145.3592046	20210327	2.4	Martin Reef
150465	RRAP_ECT01_2021_Ahya_MART_140	RRAP_ECT01_2021_Ahya_MART_140_R1.fastq.gz	8493d7566090bec863bd8ab437fe2ff6d249a565ab6755b40cfce4e291b1500d	RRAP_ECT01_2021_Ahya_MART_140_R2.fastq.gz	67f6ea41b8ceda84b27d21dadbf3bf6ff220f03a5e5a2fac100503aa16b27ce8	713	20220607_laffy	46319	35197	1408	30915	1183	4282	225	0	0	28810	20	0	0	348	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.78012754	145.3593483	20210327	4.4	Martin Reef
150715	RRAP_ECT01_2021_Ahya_PAPE_250	RRAP_ECT01_2021_Ahya_PAPE_250_R1.fastq.gz	29734ff21ac57b9f4137ac0b72e8e0c8ed6ddceb33bc768c3b8eede4d42d859b	RRAP_ECT01_2021_Ahya_PAPE_250_R2.fastq.gz	26991f556269719253b8785deaba8db2f45f828f627deac880b0278bd9c4c148	713	20220607_laffy	14149	9812	437	8422	379	1390	58	0	0	7976	18	0	0	138	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-18.55775004	146.5042456	20210412	2.7	Pelorus East
150695	RRAP_ECT01_2021_Ahya_PAPE_231	RRAP_ECT01_2021_Ahya_PAPE_231_R1.fastq.gz	e0e4547fd9df27989c006b7b14b0c8ec79f72bbb83bd09728e2518c37e76241a	RRAP_ECT01_2021_Ahya_PAPE_231_R2.fastq.gz	36e7be941c14e2a33084bbbe6505f53e8aa4c134088e71526e2d35c2f834f6cb	713	20220607_laffy	24243	17517	732	16097	665	1417	66	3	1	15210	18	0	0	70	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-18.55819705	146.5029658	20210412	4.1	Pelorus East
150705	RRAP_ECT01_2021_Ahya_PAPE_240	RRAP_ECT01_2021_Ahya_PAPE_240_R1.fastq.gz	dd5f0ec6aac9434b02f07de01c885bf448659db7cfefc9718ba054d72f63dab8	RRAP_ECT01_2021_Ahya_PAPE_240_R2.fastq.gz	2a26019954f523101f9946711dc4de85670f0c60999fef94f07a65ee94f47762	713	20220607_laffy	28138	21672	855	19575	764	2097	91	0	0	18369	19	0	0	79	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-18.55783436	146.5041688	20210412	2.3	Pelorus East
150470	RRAP_ECT01_2021_Ahya_MART_145	RRAP_ECT01_2021_Ahya_MART_145_R1.fastq.gz	c3940d8e2fbb0c70c678b8a996edbec7024d9fd063ecb4f20e9429a490ff67bc	RRAP_ECT01_2021_Ahya_MART_145_R2.fastq.gz	87a0c1932408240540e273b9e734297f15a01c9809a5c55c53b027e2af897712	713	20220607_laffy	44763	34453	1310	30591	1121	3835	187	27	2	27980	15	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.77980886	145.3591423	20210327	2.4	Martin Reef
150692	RRAP_ECT01_2021_Ahya_PAPE_228	RRAP_ECT01_2021_Ahya_PAPE_228_R1.fastq.gz	f835589a4973c7736355aad66a045495e115a59a81b9f962af925c8bf7a5c154	RRAP_ECT01_2021_Ahya_PAPE_228_R2.fastq.gz	03d5232096699a3ed9a4e4874be3b298b125b94598b2a954f7314b07d1dc7c58	713	20220607_laffy	24347	18946	583	17169	511	1747	69	30	3	15833	15	0	0	333	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-18.56363095	146.4999024	20210412	3.1	Pelorus East
150442	RRAP_ECT01_2021_Ahya_MACK_284	RRAP_ECT01_2021_Ahya_MACK_284_R1.fastq.gz	abeef50a8dbf7842beabf1afa04825fe3ed08697a466540a9b2c23b9c505aa90	RRAP_ECT01_2021_Ahya_MACK_284_R2.fastq.gz	ca1c64c3ecaeb50b9a239f746b3aad8815066e2bc3e9504f572f24ba8ea5c8fb	713	20220607_laffy	19540	14348	579	13097	521	1251	58	0	0	12147	17	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.0383491	145.6520631	20210416	1.5	Mackay Reef
150698	RRAP_ECT01_2021_Ahya_PAPE_234	RRAP_ECT01_2021_Ahya_PAPE_234_R1.fastq.gz	fb49cadd1983e1ad47c3d1d394785d3591919a85a20fb82768b329a6a5c97578	RRAP_ECT01_2021_Ahya_PAPE_234_R2.fastq.gz	a6ab2fee522da96c2f4d19d9e4ad5412edf1d38c73036b4e7e27303552b67fec	713	20220607_laffy	15736	11188	495	9609	420	1579	75	0	0	9043	26	38	0	133	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-18.55820015	146.5029816	20210412	3.4	Pelorus East
150443	RRAP_ECT01_2021_Ahya_MACK_285	RRAP_ECT01_2021_Ahya_MACK_285_R1.fastq.gz	d1031f18df7bc6992dd73b14f1e24a84cacb93e7cd41a99c2bac95276aea0dd6	RRAP_ECT01_2021_Ahya_MACK_285_R2.fastq.gz	07b7e4278df6f9a3b09e35dd842ba87c18ac280b1b7cf03d165377ce323078ce	713	20220607_laffy	18045	12960	567	10932	475	2028	92	0	0	10285	19	0	0	207	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.03824089	145.6520632	20210416	1.3	Mackay Reef
150577	RRAP_ECT01_2021_Ahya_NDIR_85	RRAP_ECT01_2021_Ahya_NDIR_85_R1.fastq.gz	af1a6e87bfb05b05ad7dc7ed9fa6fe7d24f31fd43ea3ebb54fdfddff272ed779	RRAP_ECT01_2021_Ahya_NDIR_85_R2.fastq.gz	02c9ea27bba0331829ab3c757775af81ebf8b484c36839e73b8c0750423ba77a	713	20220607_laffy	9853	6558	300	5715	254	843	46	0	0	5369	19	0	0	36	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.74225734	145.5116133	20210323	1	North Direction Island Reef
150336	RRAP_ECT01_2021_Ahya_FITZ_362	RRAP_ECT01_2021_Ahya_FITZ_362_R1.fastq.gz	513ac5da1699a72b11d297514257cb0946c84d1a5df4d12a87f81f880bf87c55	RRAP_ECT01_2021_Ahya_FITZ_362_R2.fastq.gz	796dc6f6fdc2dc183067f3bf576a0af3a6e6e9441757d96b8603385978d76582	713	20220607_laffy	10295	7366	285	6728	260	630	24	8	1	6329	19	0	0	54	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.94058697	145.9947788	2021056	4	Fitzroy
150268	RRAP_ECT01_2021_Ahya_21-550_7	RRAP_ECT01_2021_Ahya_21-550_7_R1.fastq.gz	d3d199b36be8ceca0335018aeaa51fe4182658c77d8dde665fe186864afd29c6	RRAP_ECT01_2021_Ahya_21-550_7_R2.fastq.gz	a3046d6963f121c1744e02f43d03b20e45ca26965f244cb3718127491f71b291	713	20220607_laffy	21027	15924	677	15902	674	22	3	0	0	14934	22	0	0	152	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-21.96282235	152.3074738	20210119	3.3	21-550
150762	RRAP_ECT01_2021_Ahya_SYKE_122	RRAP_ECT01_2021_Ahya_SYKE_122_R1.fastq.gz	204bb3bce69289617aaadd6d69618b6a93fcd291549c7abccc3d675e26b7c0df	RRAP_ECT01_2021_Ahya_SYKE_122_R2.fastq.gz	da001465fb619b8715c942ec7cf9af9ef310ad3fd65222c5799e76571f0c04d9	713	20220607_laffy	18848	14219	623	14157	617	62	6	0	0	13178	22	0	0	119	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-23.45547401	152.0317511	20210126	4.2	Sykes
150565	RRAP_ECT01_2021_Ahya_NDIR_73	RRAP_ECT01_2021_Ahya_NDIR_73_R1.fastq.gz	11a236a2c880cf8aa5e1eaca7ebf51dfd6aa61a5c04974874cad9aa0893585b6	RRAP_ECT01_2021_Ahya_NDIR_73_R2.fastq.gz	0988330dc09cb89491062d508391e7ea8a29fae646fe4dca4bc158a9a2e89bca	713	20220607_laffy	28169	22122	671	19476	570	2601	97	45	4	18307	19	0	0	457	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.74239699	145.5121812	20210323	1.4	North Direction Island Reef
150541	RRAP_ECT01_2021_Ahya_NDIR_49	RRAP_ECT01_2021_Ahya_NDIR_49_R1.fastq.gz	3a731bad3a7d434eedc5b6027885009cd9b3d7c127eecf82495a1efc6fba0bab	RRAP_ECT01_2021_Ahya_NDIR_49_R2.fastq.gz	ee49efe7c1c44906ec8bda54e904ed9d9de23fb5f72d29910c4efc24a09e7f5b	713	20220607_laffy	65148	50243	1671	43213	1358	7030	313	0	0	39870	17	0	0	458	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	999	999	20210324	1.9	North Direction Island Reef
150439	RRAP_ECT01_2021_Ahya_MACK_281	RRAP_ECT01_2021_Ahya_MACK_281_R1.fastq.gz	5458ca7c4cc0c37ac177286c1292cd408df05d6beda6bc12ee696e744154e43b	RRAP_ECT01_2021_Ahya_MACK_281_R2.fastq.gz	0b416696e9fdd28a64bd2bc1ff8a8b8b6a8737836ceba7fd2a7db87abd354a9b	713	20220607_laffy	31490	23140	974	21245	898	1895	76	0	0	19382	19	0	0	360	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.03826235	145.6519396	20210416	1.5	Mackay Reef
150235	RRAP_ECT01_2021_Ahya_21-550_12	RRAP_ECT01_2021_Ahya_21-550_12_R1.fastq.gz	63ed0e3ecd1cd39154b6017f4bc425557ad9b89e0393166457c94cf0870bbdc1	RRAP_ECT01_2021_Ahya_21-550_12_R2.fastq.gz	9fce14bb958f68e3af00a530e9671ddbd783b942924146abb8a4170309a93708	713	20220607_laffy	30752	23655	837	22854	799	795	37	6	1	21001	17	0	0	239	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-21.95560763	152.2969331	20210120	1.8	21-550
150446	RRAP_ECT01_2021_Ahya_MACK_288	RRAP_ECT01_2021_Ahya_MACK_288_R1.fastq.gz	3a670efb7b999a9c7a182b3a0b559e5ec6d7f766613fe8586108f9bbaf194029	RRAP_ECT01_2021_Ahya_MACK_288_R2.fastq.gz	af029a367fe6b17d564d4400dc17f35850879d3c6984c1c5c0db6f68c1503e29	713	20220607_laffy	9008	5727	277	4933	235	794	42	0	0	4734	21	0	0	87	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.03817753	145.6521141	20210416	2.2	Mackay Reef
150447	RRAP_ECT01_2021_Ahya_MACK_289	RRAP_ECT01_2021_Ahya_MACK_289_R1.fastq.gz	11a50cc7207be2415f4a4558d83006dec50f3d59b08dc9ab1c06cc6bf0a86cfd	RRAP_ECT01_2021_Ahya_MACK_289_R2.fastq.gz	c1f95a92c910e49137724342dd0099fd224026ea0d2d77080159072e5a9a1ed4	713	20220607_laffy	29654	21153	966	18997	854	2156	112	0	0	17557	19	0	0	125	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.03817912	145.6521183	20210416	1.3	Mackay Reef
150261	RRAP_ECT01_2021_Ahya_21-550_37	RRAP_ECT01_2021_Ahya_21-550_37_R1.fastq.gz	cce0c8b642a62dfe6e487a5cc2a23f837afade2ddab9a5288a61294720eb5386	RRAP_ECT01_2021_Ahya_21-550_37_R2.fastq.gz	c05106cd9056d5906a83f63bfc2091d7fd647cb5ad5adfafbca7cde7970e5aa3	713	20220607_laffy	34037	26384	972	25771	938	613	34	0	0	23929	20	0	0	297	0	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	NoData	NoData	-21.95621942	152.2967232	20210120	1.2	21-550
150699	RRAP_ECT01_2021_Ahya_PAPE_235	RRAP_ECT01_2021_Ahya_PAPE_235_R1.fastq.gz	81f093ab6c80f00482d46c77fbc6d7a860d31cdbf158749759fe3b542f3b318a	RRAP_ECT01_2021_Ahya_PAPE_235_R2.fastq.gz	74b9d5483f76b2308f300601c83d27437cd0ebf4c12fe0d4a644151b6316a54d	713	20220607_laffy	24904	18125	796	16800	745	1325	51	0	0	15594	22	5	0	101	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-18.55817526	146.5030005	20210412	3.6	Pelorus East
150256	RRAP_ECT01_2021_Ahya_21-550_32	RRAP_ECT01_2021_Ahya_21-550_32_R1.fastq.gz	931c71d2a1b2012db1fa7f92b4b9758f8c0ca03b54bed4cc41aa134b895b9134	RRAP_ECT01_2021_Ahya_21-550_32_R2.fastq.gz	a20cd07d52ef0b13f617905e767129637c540572f4e84a872645688bddde7099	713	20220607_laffy	20021	14643	675	14204	648	439	27	0	0	13107	20	0	0	262	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-21.96297968	152.3072604	20210119	1.3	21-550
150576	RRAP_ECT01_2021_Ahya_NDIR_84	RRAP_ECT01_2021_Ahya_NDIR_84_R1.fastq.gz	dbca423c9327ce18c76016bffaadf37cc3d7ba0266d5f73b319ad60292d0bd2b	RRAP_ECT01_2021_Ahya_NDIR_84_R2.fastq.gz	0e1a87daf17b5abae6406fe81002a57f2c10c29c3e713542d8b93c540b17b443	713	20220607_laffy	8581	5580	266	4829	218	751	48	0	0	4546	22	0	0	82	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.74225299	145.5115953	20210323	1	North Direction Island Reef
150347	RRAP_ECT01_2021_Ahya_FITZ_373	RRAP_ECT01_2021_Ahya_FITZ_373_R1.fastq.gz	a2a9a13fbe4cf32930a7dffbb0daedf68cbf5da10c89dd16f5547cdc55c253ce	RRAP_ECT01_2021_Ahya_FITZ_373_R2.fastq.gz	d9079de1c7a777ab58aebecf0d47999f1f401eab77dda31c0d5e13f6b3adedce	713	20220607_laffy	21533	16000	688	15042	645	958	43	0	0	14096	19	0	0	227	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.94319701	145.9916391	2021056	3.7	Fitzroy
150557	RRAP_ECT01_2021_Ahya_NDIR_65	RRAP_ECT01_2021_Ahya_NDIR_65_R1.fastq.gz	58a81d8db2dd938dcc55ecdc6971483c57ea84e1cb52de8ba6216694b256ae6c	RRAP_ECT01_2021_Ahya_NDIR_65_R2.fastq.gz	c8336cdc6714de6d753802e8151e6a13d6e5c2918347a0677c1ec50f4ef72676	713	20220607_laffy	27279	20464	842	17578	711	2886	131	0	0	16173	16	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.74306452	145.5129246	20210322	1.3	North Direction Island Reef
150344	RRAP_ECT01_2021_Ahya_FITZ_370	RRAP_ECT01_2021_Ahya_FITZ_370_R1.fastq.gz	dd0234ae6b9ce00c34fa32c31b6a16133bab69b9d3158d1a65316fa700ea2ccd	RRAP_ECT01_2021_Ahya_FITZ_370_R2.fastq.gz	feec2812c09bfd072889c28da7c0b267b8a0dd7eeedd1cab6ba821d64fe5e7c7	713	20220607_laffy	12975	8942	367	7649	298	1293	69	0	0	7117	19	0	0	73	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.94324613	145.9914126	2021056	2.5	Fitzroy
150335	RRAP_ECT01_2021_Ahya_FITZ_361	RRAP_ECT01_2021_Ahya_FITZ_361_R1.fastq.gz	849fdea0a6f7231a802b1397fe48c3bf4cee4620336785fe0d0684652069d615	RRAP_ECT01_2021_Ahya_FITZ_361_R2.fastq.gz	7af8a3618b9abe7a76009eb1de76c8c46918701f816c69c277311f489071c8d7	713	20220607_laffy	13119	9094	415	8119	365	975	50	0	0	7688	23	0	0	183	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.94063701	145.9948087	2021056	3.2	Fitzroy
150613	RRAP_ECT01_2021_Ahya_NONA_124	RRAP_ECT01_2021_Ahya_NONA_124_R1.fastq.gz	e4077254a9b942368afc756574f39f6436c21d358da8f418ab23452ae0e2dece	RRAP_ECT01_2021_Ahya_NONA_124_R2.fastq.gz	2040b2bbbfdeb2a126e7d55f975f42294c2b4d98214b3bcf82e26e2017db98d7	713	20220607_laffy	10376	7038	327	6710	306	328	21	0	0	6335	20	0	0	175	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.65082461	145.638413	20210325	1.3	No Name reef
150571	RRAP_ECT01_2021_Ahya_NDIR_79	RRAP_ECT01_2021_Ahya_NDIR_79_R1.fastq.gz	12f008620e91ba9d5b97082064579d7d8799dd6ac270052ccb4b61f906695348	RRAP_ECT01_2021_Ahya_NDIR_79_R2.fastq.gz	647367fe667caf7e17cbfc021810156195cafaf9ee33be11b4d3ebafb8e3e0ca	713	20220607_laffy	19036	14541	588	14333	573	208	15	0	0	13500	17	0	0	254	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.74214553	145.5116461	20210323	2.1	North Direction Island Reef
150694	RRAP_ECT01_2021_Ahya_PAPE_230	RRAP_ECT01_2021_Ahya_PAPE_230_R1.fastq.gz	b4709c7ae8a7f80d91e6439657367c7e10dca40d855b0234e1e0cc7bc9de88ea	RRAP_ECT01_2021_Ahya_PAPE_230_R2.fastq.gz	ab5521545a2f8526f6224aafb6c32069424d05be4963e7c14f064242d62129ef	713	20220607_laffy	43156	33993	1211	29925	1009	4068	202	0	0	28326	18	0	0	301	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-18.55817534	146.503084	20210412	4.9	Pelorus East
150479	RRAP_ECT01_2021_Ahya_MART_154	RRAP_ECT01_2021_Ahya_MART_154_R1.fastq.gz	35cdbcc6b0debce1e6f4249117ba76b514b837658453217291e844a9a639f4ca	RRAP_ECT01_2021_Ahya_MART_154_R2.fastq.gz	aa9b03dd8c7b0fdbb25013c58ac244d533ce64ec955a19ecb0e89dc12838ccd6	713	20220607_laffy	14490	10133	413	8834	357	1299	56	0	0	8342	20	0	0	119	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.77910587	145.3608177	20210327	1.3	Martin Reef
150448	RRAP_ECT01_2021_Ahya_MACK_290	RRAP_ECT01_2021_Ahya_MACK_290_R1.fastq.gz	1566a1e38dfffd1f92c20bf044449e87079555b3454fd8e1065b6e2b0c2ee0ab	RRAP_ECT01_2021_Ahya_MACK_290_R2.fastq.gz	a2125cef6ec34694761d8e0c52b62edd23f16f39c7d512e468a0841b7787b47a	713	20220607_laffy	18946	13506	571	11985	503	1517	67	4	1	11152	19	0	0	56	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.03819052	145.6521654	20210416	1.2	Mackay Reef
