sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	reef
150293	RRAP_ECT01_2021_Ahya_CBLM_77	RRAP_ECT01_2021_Ahya_CBLM_77_R1.fastq.gz	15bfb4b66a316a5b6a99d5ba92afe17f2270262ed99e447834bd07958858c17a	RRAP_ECT01_2021_Ahya_CBLM_77_R2.fastq.gz	e75b6a4c12f2ecafdd9af80081cb000f6f77734a98bb9b1078b9707cf374fe15	713	20220607_laffy	13358	9918	424	9789	411	129	13	0	0	9170	20	0	0	238	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-23.90719078	152.3869172	20210125	3.2	Lady Musgrave
150765	RRAP_ECT01_2021_Ahya_SYKE_125a	RRAP_ECT01_2021_Ahya_SYKE_125a_R1.fastq.gz	171aff23df11b1428f1a319874d8e43bd4217ba0987fc05c8cc7b0337076042f	RRAP_ECT01_2021_Ahya_SYKE_125a_R2.fastq.gz	e94cbdec0e6a4912dc0012f712c7c9b8b74c47b5a70a082020f98c520275108d	713	20220607_laffy	30329	23066	945	22824	935	242	10	0	0	21274	18	0	0	112	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-23.45548064	152.0317515	20210126	4.9	Sykes
150240	RRAP_ECT01_2021_Ahya_21-550_17	RRAP_ECT01_2021_Ahya_21-550_17_R1.fastq.gz	0fb746cae5725d0e2049077eaa9281a7129f5d6ca0b77a7ea10cc7b1d77fc93a	RRAP_ECT01_2021_Ahya_21-550_17_R2.fastq.gz	beb06d175d6c449907ee2c020d30562353b7896a6a5e4a5146ed59d3e243bcc1	713	20220607_laffy	14152	10726	411	10720	410	6	1	0	0	10100	20	0	0	302	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-21.96286744	152.3072024	20210119	7.8	21-550
150429	RRAP_ECT01_2021_Ahya_MACK_270	RRAP_ECT01_2021_Ahya_MACK_270_R1.fastq.gz	0aab6da07625172025f6afe35a87a56052f40b352ac31ed1eedd9c698a192621	RRAP_ECT01_2021_Ahya_MACK_270_R2.fastq.gz	31c07657ba7b9176bfde8f10248acc055b873889eb12953d7b548acaa88c001b	713	20220607_laffy	24667	19068	703	17818	655	1250	48	0	0	16394	18	0	0	90	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.03828113	145.6516184	20210416	1.5	Mackay Reef
150550	RRAP_ECT01_2021_Ahya_NDIR_58	RRAP_ECT01_2021_Ahya_NDIR_58_R1.fastq.gz	016e647d80e15d262076a575ce5022318bf4ba343d2c07b7356490985dcd217e	RRAP_ECT01_2021_Ahya_NDIR_58_R2.fastq.gz	8ae88eb8bb31ddd2f0470ad69f41dbe4796058d1026119416e2bbc367bac88a3	713	20220607_laffy	7084	4958	234	4854	226	104	8	0	0	4661	20	0	0	181	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	999	999	20210324	1.4	North Direction Island Reef
150250	RRAP_ECT01_2021_Ahya_21-550_26	RRAP_ECT01_2021_Ahya_21-550_26_R1.fastq.gz	f43097a6d5cf745495a090d488a7cee0fc0f44dfaf2f7f2ebf535c78d4515227	RRAP_ECT01_2021_Ahya_21-550_26_R2.fastq.gz	e301b94e719a2384f97cd89611f193e862348c3e8e7d5f9d19c957c5e4bce5a5	713	20220607_laffy	23061	17062	711	16959	702	103	9	0	0	15604	22	0	0	101	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-21.96296694	152.3072792	20210119	5.4	21-550
150701	RRAP_ECT01_2021_Ahya_PAPE_237	RRAP_ECT01_2021_Ahya_PAPE_237_R1.fastq.gz	be370609dde5f3f007ad934ded79e83d73bc5533c7701d283adbb4b09d6e67de	RRAP_ECT01_2021_Ahya_PAPE_237_R2.fastq.gz	ab27f47ee1470792f2a78e2c2d277bfe6631dcd497c74228f85d8d624d6e7321	713	20220607_laffy	28096	21545	821	20292	769	1253	52	0	0	19088	18	0	0	291	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-18.55795297	146.5028289	20210412	3.5	Pelorus East
150645	RRAP_ECT01_2021_Ahya_OCCH_322	RRAP_ECT01_2021_Ahya_OCCH_322_R1.fastq.gz	5a9ceb8d55721d2abc2413f999e1176f5d0805cfb057b9e9d985a4b36c41de8d	RRAP_ECT01_2021_Ahya_OCCH_322_R2.fastq.gz	e8c3a2818bae346a116723f761217eab5a5d93eae4936271322aef83adcea60e	713	20220607_laffy	18139	14016	533	13970	527	46	6	0	0	13099	21	0	0	234	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-18.67035991	147.7064092	20210420	0.9	Chicken
150259	RRAP_ECT01_2021_Ahya_21-550_35	RRAP_ECT01_2021_Ahya_21-550_35_R1.fastq.gz	264d11bf1645936197e93b216e0dc7978c0c221998026c9059d248d86a1d2240	RRAP_ECT01_2021_Ahya_21-550_35_R2.fastq.gz	48918fbadd2d88dd30e3be42e4e02c6ab64b442bc7d3ef7ae0cea040b06b66e8	713	20220607_laffy	23296	18181	649	18132	644	45	4	4	1	17039	20	0	0	102	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-21.95601197	152.2968814	20210120	1.2	21-550
150339	RRAP_ECT01_2021_Ahya_FITZ_365	RRAP_ECT01_2021_Ahya_FITZ_365_R1.fastq.gz	762c94720ff47144a088b46c0ec12e2c68f5606ab8fb6553b19363dc6a19de94	RRAP_ECT01_2021_Ahya_FITZ_365_R2.fastq.gz	b7375a9a8ef65a05bfa139f70974e69868facf5c556d7fecbbb3caefd0981f5c	713	20220607_laffy	50196	38110	1489	34868	1329	3242	160	0	0	32388	18	0	0	194	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.9405459	145.9945824	2021056	1.8	Fitzroy
150775	RRAP_ECT01_2021_Ahya_SYKE_135a	RRAP_ECT01_2021_Ahya_SYKE_135a_R1.fastq.gz	5278fcd2ff3ac1f8da3173338de6f43f2525d766e8614847b4ae85fd362d7e7b	RRAP_ECT01_2021_Ahya_SYKE_135a_R2.fastq.gz	ca7ccb3b578c7582e357434e929bf2c0127230a64c0c262b2b5433fddb6989a6	713	20220607_laffy	10869	7920	353	7823	347	97	6	0	0	7252	20	0	0	208	0	0	0	0	0	0	NoData	NoData	NoData	NoData	NoData	NoData	NoData	-23.4445845	152.0248315	20210126	2	Sykes
150641	RRAP_ECT01_2021_Ahya_OCCH_317	RRAP_ECT01_2021_Ahya_OCCH_317_R1.fastq.gz	1bf39e6a035f6d38be4ed8d2fbb64ab37be827154bf18bca11e7b0857386a03c	RRAP_ECT01_2021_Ahya_OCCH_317_R2.fastq.gz	1ed821c71c091e5fd13f8c5d9dfe6956d9591c67bfa35244f05ebaf929246233	713	20220607_laffy	7972	5919	271	5844	265	75	6	0	0	5555	21	0	0	211	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-18.67007861	147.7064041	20210420	1.2	Chicken
150257	RRAP_ECT01_2021_Ahya_21-550_33	RRAP_ECT01_2021_Ahya_21-550_33_R1.fastq.gz	4b4e1959fb6a802c7c6dd96eff6266152a1b52fa97495d32625a12e7a105aff1	RRAP_ECT01_2021_Ahya_21-550_33_R2.fastq.gz	52c9ca3cc992a28e3b3d9357b1736bf0026ab5b85b8369a88348256a488eeced	713	20220607_laffy	11281	8226	383	8159	375	67	8	0	0	7695	22	0	0	58	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-21.96296987	152.3072471	20210119	1.1	21-550
150450	RRAP_ECT01_2021_Ahya_MACK_293	RRAP_ECT01_2021_Ahya_MACK_293_R1.fastq.gz	d1083035bfe01ff2dbf3b6a2c9e3d9ca920aa21453dc083a5309294ddc828544	RRAP_ECT01_2021_Ahya_MACK_293_R2.fastq.gz	e6babff3755583b773a1f80139181519919a1592303683b0d56be56291321348	713	20220607_laffy	20666	15019	654	13172	570	1847	84	0	0	12459	21	0	0	175	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.03825456	145.6522173	20210416	1.3	Mackay Reef
150440	RRAP_ECT01_2021_Ahya_MACK_282	RRAP_ECT01_2021_Ahya_MACK_282_R1.fastq.gz	a2d2155c13617f2b316145959efe5f5f9aaf8e77a823ddd5790054b3d01bd173	RRAP_ECT01_2021_Ahya_MACK_282_R2.fastq.gz	ec34d2d948650f9c47ab067b8581322131bff27e64524cec92bc85aa20c3eaaf	713	20220607_laffy	33421	24489	983	22362	879	2127	104	0	0	20777	19	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.03819295	145.6519614	20210416	1.1	Mackay Reef
150579	RRAP_ECT01_2021_Ahya_NDIR_87	RRAP_ECT01_2021_Ahya_NDIR_87_R1.fastq.gz	e9353525015140982873f3aec6065a2db101dd14287e3ff9af5c5c6ec62aceec	RRAP_ECT01_2021_Ahya_NDIR_87_R2.fastq.gz	1208ca0a8571e7d369a29b398d549f5f286926eb1370c9dc27639ba97762cc45	713	20220607_laffy	16598	12238	513	11850	492	388	21	0	0	11229	21	0	0	455	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.74229179	145.5115843	20210323	1.2	North Direction Island Reef
150568	RRAP_ECT01_2021_Ahya_NDIR_76	RRAP_ECT01_2021_Ahya_NDIR_76_R1.fastq.gz	6b8f347bdcf9815c0c677ce3b5525faaf8146dc2695ee6031209b5818cdaaa4e	RRAP_ECT01_2021_Ahya_NDIR_76_R2.fastq.gz	eaebe4c3add62001826d5a008eb3d385ca5791cce22d84c63fd6a754395a88dc	713	20220607_laffy	20737	15428	647	14605	602	823	45	0	0	13827	23	0	0	393	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.74238383	145.5120494	20210323	1.3	North Direction Island Reef
150481	RRAP_ECT01_2021_Ahya_MART_156b	RRAP_ECT01_2021_Ahya_MART_156b_R1.fastq.gz	17842a97359f816ece4f8e50ea00778c2e790c4f48a7dae2d0236e9d5d39e3ff	RRAP_ECT01_2021_Ahya_MART_156b_R2.fastq.gz	0dc10dd4a6dbe96995aa04d50de0aebda37e4d664b3bc50987e48de830103f12	713	20220607_laffy	21459	15426	660	13795	589	1631	71	0	0	12912	35	63	0	284	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.77942522	145.3602739	20210327	1.2	Martin Reef
150255	RRAP_ECT01_2021_Ahya_21-550_31	RRAP_ECT01_2021_Ahya_21-550_31_R1.fastq.gz	db841be81b530f10842961505d2cd1cef11f756a479eadad926f57bb7a8e972a	RRAP_ECT01_2021_Ahya_21-550_31_R2.fastq.gz	66f4635efad68a4796acff68f6af38db55c4aab38b8b026c5dc1a85a299934d0	713	20220607_laffy	35788	27174	1033	26936	1016	238	17	0	0	24928	26	0	0	326	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-21.96297674	152.3072568	20210119	1.2	21-550
150386	RRAP_ECT01_2021_Ahya_HICK_5	RRAP_ECT01_2021_Ahya_HICK_5_R1.fastq.gz	075422d3a9937133b810ed6843c0b03b12769ac47c6ea6e759556e69e43dd56c	RRAP_ECT01_2021_Ahya_HICK_5_R2.fastq.gz	4305be00d97b047eff3ccfff5ec9ed3e367e0315c3f2743c8f9eb7b9b34f10fd	713	20220607_laffy	15955	11752	529	11541	518	211	11	0	0	10673	19	0	0	231	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.4289765	145.4512073	20210319	3.6	Hicks Reef
150330	RRAP_ECT01_2021_Ahya_ECAY_81	RRAP_ECT01_2021_Ahya_ECAY_81_R1.fastq.gz	b31b6505f6f2dbb7b631012a8cf96c00199f20917e5fdcc515bc76e1f5899e62	RRAP_ECT01_2021_Ahya_ECAY_81_R2.fastq.gz	c8003ce5001a2de998bd6cda748e44024f72872fbf66eb4f1e3aa8bc90f42348	713	20220607_laffy	35646	27283	1040	26173	989	1110	51	0	0	24270	21	0	0	434	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-21.46981163	152.5618594	20210122	~3	East Cay
150534	RRAP_ECT01_2021_Ahya_MOOR_424	RRAP_ECT01_2021_Ahya_MOOR_424_R1.fastq.gz	fc9499b2120ee868fd28247b7a8c702822f91e3dcab21d446905221f05e72f88	RRAP_ECT01_2021_Ahya_MOOR_424_R2.fastq.gz	be30ce97ec4f6aee688f1e5cf9c2c856a63c179a8879ce8234a95fde0c456e04	713	20220607_laffy	39924	30850	985	30242	955	605	29	3	1	28536	21	0	0	758	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.84599828	146.2321704	2021057	4.2	Moore reef
150472	RRAP_ECT01_2021_Ahya_MART_147	RRAP_ECT01_2021_Ahya_MART_147_R1.fastq.gz	11011a1248849982b5d08cb0db2276c59274b77bf8f1dd1c6b8a3f61afcc9811	RRAP_ECT01_2021_Ahya_MART_147_R2.fastq.gz	1e6a38e1caad0f212f9535edf86bc47617a93c60de7d9086f1404afd1c0bac82	713	20220607_laffy	30626	24409	795	23307	748	1102	47	0	0	21592	17	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.77981707	145.3592987	20210327	3	Martin Reef
150238	RRAP_ECT01_2021_Ahya_21-550_15	RRAP_ECT01_2021_Ahya_21-550_15_R1.fastq.gz	b12f1ad56e1d0eb103828ebc618c32faa7e7337ff24690e83901691c0c89b33d	RRAP_ECT01_2021_Ahya_21-550_15_R2.fastq.gz	ff0797fa8855a1833b414723ad1306d2bc387c653d65c18d871222f5e842a9e0	713	20220607_laffy	43990	33613	1205	32736	1165	873	39	4	1	30563	17	0	0	228	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-21.95582304	152.2968107	20210120	1	21-550
150249	RRAP_ECT01_2021_Ahya_21-550_25	RRAP_ECT01_2021_Ahya_21-550_25_R1.fastq.gz	44480a7ba977a3574a7a2b9ad6878173d198c94b02114544ae7d4686cb2eed93	RRAP_ECT01_2021_Ahya_21-550_25_R2.fastq.gz	f888a3609a30538aa301397ff96f4fc523b5ec265146895d2e442bba91e73bfa	713	20220607_laffy	8596	6032	264	5919	255	113	9	0	0	5618	23	0	0	217	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-21.96295403	152.3072329	20210119	6	21-550
150468	RRAP_ECT01_2021_Ahya_MART_143	RRAP_ECT01_2021_Ahya_MART_143_R1.fastq.gz	453cc96501335771e5bf8bec39b2a499bb67c77eb8f56f2b2561aaaf3338f0d8	RRAP_ECT01_2021_Ahya_MART_143_R2.fastq.gz	8a999260131bcb2232667c9218fda79032b4d614da2fa17d41ea0bedce3c517c	713	20220607_laffy	26812	19271	763	17671	681	1600	82	0	0	16230	21	0	0	71	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.77992696	145.3592377	20210327	3	Martin Reef
150580	RRAP_ECT01_2021_Ahya_NDIR_88	RRAP_ECT01_2021_Ahya_NDIR_88_R1.fastq.gz	07cdff6f0fc463abac8f97ca3b643940e6a355a9265959e292287b069f24150b	RRAP_ECT01_2021_Ahya_NDIR_88_R2.fastq.gz	3a0c5ba20e1275ec51c41a821499e8be4071cc3eb34e30d02baa052e8a933796	713	20220607_laffy	18993	13919	585	12600	535	1319	50	0	0	11804	23	0	0	122	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.74232163	145.5115359	20210323	1.2	North Direction Island Reef
150508	RRAP_ECT01_2021_Ahya_MOOR_396	RRAP_ECT01_2021_Ahya_MOOR_396_R1.fastq.gz	ef0f8695e9dc0edfeaf223f4b1f20648f992688306d528ec1d35203e34742d3a	RRAP_ECT01_2021_Ahya_MOOR_396_R2.fastq.gz	439b6156fb2cd819d36d12b6e31c0d8651ccd36b54548c0fb8653db6ced7b83f	713	20220607_laffy	28676	22524	734	22326	720	198	14	0	0	20886	20	0	0	422	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.84598579	146.2318663	2021057	2.8	Moore reef
150428	RRAP_ECT01_2021_Ahya_MACK_268	RRAP_ECT01_2021_Ahya_MACK_268_R1.fastq.gz	32e4d4106a8a0b9cbe4519e98f9a87bda16813f505bf1457ca95d9624a8e554c	RRAP_ECT01_2021_Ahya_MACK_268_R2.fastq.gz	2412d185083c199ddd799c63cc9bd94fcb667fe031cb1c4e7540058fa7b6e95d	713	20220607_laffy	12778	8536	368	7151	294	1385	74	0	0	6679	20	0	0	29	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.03843468	145.6515371	20210416	2	Mackay Reef
150357	RRAP_ECT01_2021_Ahya_HICK_18	RRAP_ECT01_2021_Ahya_HICK_18_R1.fastq.gz	8c43c2ff75adc842800afff899ab5d966555e0f2f84a28230712b072aafd9b47	RRAP_ECT01_2021_Ahya_HICK_18_R2.fastq.gz	45006b400bd8d5e59013e7663bce6493c7e315747f19caf9cfb6eef26145f330	713	20220607_laffy	19019	14447	533	14370	528	77	5	0	0	13414	21	0	0	441	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.47411087	145.5038803	20210319	3.2	Hicks Reef
150552	RRAP_ECT01_2021_Ahya_NDIR_60	RRAP_ECT01_2021_Ahya_NDIR_60_R1.fastq.gz	1b17db5e86d20e76d5f7c1b8c2251ec65b4049da7d408b513c2f78d4a7787ae0	RRAP_ECT01_2021_Ahya_NDIR_60_R2.fastq.gz	0a4f8ccf2efe316bf64dd1b77b0d443c3c0d84c2691d0a1876942191bc0d5d30	713	20220607_laffy	17833	12310	577	10656	496	1654	81	0	0	10021	21	0	0	112	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	999	999	20210324	1.4	North Direction Island Reef
150350	RRAP_ECT01_2021_Ahya_HICK_11	RRAP_ECT01_2021_Ahya_HICK_11_R1.fastq.gz	d2c686a639214f2d75b007b2152bd80a2a501d098c9576b344574df41d4aa8be	RRAP_ECT01_2021_Ahya_HICK_11_R2.fastq.gz	034ee65eeab881ae45216c0dc0be30aa281b2d21f8b74624752b993bcfb12f11	713	20220607_laffy	24583	18408	696	18183	681	225	15	0	0	17189	21	0	0	202	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.47375062	145.5043475	20210319	1.9	Hicks Reef
150487	RRAP_ECT01_2021_Ahya_MOOR_376	RRAP_ECT01_2021_Ahya_MOOR_376_R1.fastq.gz	c50da6e5cd5cb14b70c3a18a38102f698b44a0e3f4469731e01e2086e49bc143	RRAP_ECT01_2021_Ahya_MOOR_376_R2.fastq.gz	e719a41be0c9c008005aec499964a31adef3c7f4092e773180d0db1fda53c86a	713	20220607_laffy	20672	15706	607	14754	564	952	43	0	0	13986	21	0	0	436	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.84565856	146.2316635	2021057	3.9	Moore reef
150231	Negative_Control_P2_B	Negative_Control_P2_B_R1.fastq.gz	02fedabc4f686725c6487e04cbd24f4283226fc0a59c880ea5ef045114946401	Negative_Control_P2_B_R2.fastq.gz	c0f3469cb57c79747ceb7b8bffc8720847013d3919dd4571f550cbd6324bc3bb	713	20220607_laffy	6180	4106	191	4100	190	6	1	0	0	3898	22	0	0	59	0	0	0	0	0	0	negative control	NoData	NoData	NoData	NoData	NoData	NoData	999	999	NoData	NoData	negative control
150781	RRAP_ECT01_2021_Ahya_SYKE_145_B	RRAP_ECT01_2021_Ahya_SYKE_145_B_R1.fastq.gz	cb4267fc231af96b2c811f4def8ff50ec2f7bf5fecdc21396e6ff4a53e03a467	RRAP_ECT01_2021_Ahya_SYKE_145_B_R2.fastq.gz	8c04db43c8295991e36749c4aeac77748a84f58b2c0b8232abd7b96941e2fb94	713	20220607_laffy	82147	65729	2062	65395	2041	330	20	4	1	59754	17	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-23.44428878	152.0246376	20210126	1.1	Sykes
150341	RRAP_ECT01_2021_Ahya_FITZ_367	RRAP_ECT01_2021_Ahya_FITZ_367_R1.fastq.gz	85ad92ad6dc3dbdd642c27e1a722615b7020f73a0dd9dbaaac5db9b1e17f3ca9	RRAP_ECT01_2021_Ahya_FITZ_367_R2.fastq.gz	3761c090ff25cc56d6eacff225984cbd31b58034a5b79e64bfdcbe6bd654f3db	713	20220607_laffy	11399	8139	322	7209	282	922	39	8	1	6753	20	0	0	112	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-16.94073239	145.9945433	2021056	2.6	Fitzroy
150392	RRAP_ECT01_2021_Ahya_KELS_189	RRAP_ECT01_2021_Ahya_KELS_189_R1.fastq.gz	9d458b50f12a5a6ce6b16189f639cc63096d8525c7c78338d461cfe386e4a378	RRAP_ECT01_2021_Ahya_KELS_189_R2.fastq.gz	1246dc1dbfee92281b621d122e0c57273ec76ec3308e0a867fe263707897007a	713	20220607_laffy	35384	27531	974	27188	953	343	21	0	0	25724	23	0	0	356	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-18.42907148	146.9841366	20210411	2.8	Kelso
150597	RRAP_ECT01_2021_Ahya_NONA_108	RRAP_ECT01_2021_Ahya_NONA_108_R1.fastq.gz	8228e1c6fbf84200ffe1b48041a60f1145f3ac47a7fabfb3a49c934eeab9e917	RRAP_ECT01_2021_Ahya_NONA_108_R2.fastq.gz	bb0cc3e81c83df41079078cc93aeb6b350e592a9748887b1a1d5139de0e61691	713	20220607_laffy	21336	16312	561	16252	555	60	6	0	0	15220	21	0	0	537	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.6509723	145.6384345	20210325	1.9	No Name reef
150574	RRAP_ECT01_2021_Ahya_NDIR_82	RRAP_ECT01_2021_Ahya_NDIR_82_R1.fastq.gz	3db9212386f6c0aabc7141075a0d263543c424b2afcab04eae9010c3358dc373	RRAP_ECT01_2021_Ahya_NDIR_82_R2.fastq.gz	7a547329476276bdc85ec3f01e6ea8614aaeea1c5024623e5a95ad46e6dafede	713	20220607_laffy	32575	23074	1019	19863	849	3208	169	3	1	18668	22	0	0	108	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.74221694	145.511577	20210323	1	North Direction Island Reef
150562	RRAP_ECT01_2021_Ahya_NDIR_70	RRAP_ECT01_2021_Ahya_NDIR_70_R1.fastq.gz	3f53b37efa21dda4fde4786466cddb2f5fd91025bdd7f2de89f9075c5eed3b1b	RRAP_ECT01_2021_Ahya_NDIR_70_R2.fastq.gz	d7b0801241e85667d66b5694abc351ccd7741b1314349f3042ae78d3e3bf2a03	713	20220607_laffy	12930	8488	390	7612	349	876	41	0	0	7195	23	0	0	35	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-14.74336929	145.5132594	20210322	1.5	North Direction Island Reef
150307	RRAP_ECT01_2021_Ahya_ECAY_43	RRAP_ECT01_2021_Ahya_ECAY_43_R1.fastq.gz	f44b54c5b06d2452bd181dbe8975caf7bee18b1c8fc7621dfc50de11809a0652	RRAP_ECT01_2021_Ahya_ECAY_43_R2.fastq.gz	261089b734f38baf82a1694d9e0e51f4e73c1c274f897d6b3497597248961447	713	20220607_laffy	17067	12779	515	12600	501	179	14	0	0	12009	23	0	0	364	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-21.47306297	152.5609181	20210121	~<2	East Cay
150247	RRAP_ECT01_2021_Ahya_21-550_23	RRAP_ECT01_2021_Ahya_21-550_23_R1.fastq.gz	e2a0ebdf5b206078d65f9742232ce6366afdae52f377a8caf61918f3711533fa	RRAP_ECT01_2021_Ahya_21-550_23_R2.fastq.gz	cab6c20632626e50eebf6f84db29624f1ff902e5b8aaa9ef19260fb6cd8a4f1e	713	20220607_laffy	19286	15129	540	15084	536	45	4	0	0	13932	18	0	0	253	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-21.96292897	152.3072169	20210119	5.2	21-550
150316	RRAP_ECT01_2021_Ahya_ECAY_57	RRAP_ECT01_2021_Ahya_ECAY_57_R1.fastq.gz	4420288783ad080d22fe4684849a2ef4c4683044ffb591d04c20db5cd261051e	RRAP_ECT01_2021_Ahya_ECAY_57_R2.fastq.gz	cbfe30e409eefb6272870317d8f901860676e27ef8bc135d7af08b9801d8e3f2	713	20220607_laffy	9845	6843	325	6743	317	100	8	0	0	6374	22	0	0	264	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-21.46934174	152.5639749	20210122	~5	East Cay
150674	RRAP_ECT01_2021_Ahya_OCDA_350	RRAP_ECT01_2021_Ahya_OCDA_350_R1.fastq.gz	7cdaa48c72a0af6347861a23758f98013f4672651d3735ca0e0b15479bf3e045	RRAP_ECT01_2021_Ahya_OCDA_350_R2.fastq.gz	d7546912092b140e8f302be5edb6d05ec3dd748125e879a52db15d60b89bb484	713	20220607_laffy	64587	52291	1341	51499	1302	792	39	0	0	48445	21	0	0	713	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	hyacnthus	-18.8253822	147.6267019	20210421	1	Davies
