otu	Domain	Supergroup	Division	Class	Order	Family	Genus	Symportal type
723359_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	723359_C
2622610_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622610_C
1341860_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	1341860_C
C50ap	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	C50ap
2622561_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622561_C
C1w	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	C1w
266307_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	266307_C
2622533_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622533_C
2622635_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622635_C
2622634_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622634_C
1376515_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	1376515_C
C50as	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	C50as
2622632_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622632_C
2622631_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622631_C
1771075_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	1771075_C
2622524_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622524_C
2622522_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622522_C
2622521_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622521_C
2622568_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622568_C
2622567_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622567_C
386906_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	386906_C
2622613_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622613_C
381017_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	381017_C
2622475_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622475_C
1075955_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	1075955_C
2622529_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622529_C
2622528_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622528_C
872257_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	872257_C
2622519_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622519_C
2622514_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622514_C
2622513_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622513_C
2622512_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622512_C
2622511_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622511_C
266330_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	266330_C
2622619_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622619_C
2622618_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622618_C
1367616_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	1367616_C
1366482_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	1366482_C
C50az	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	C50az
90959_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	90959_C
2622421_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622421_C
2622623_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622623_C
2622622_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622622_C
985136_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	985136_C
2622499_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622499_C
2622497_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622497_C
2622626_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622626_C
2622625_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622625_C
37332_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	37332_C
2622617_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622617_C
2622616_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622616_C
2622615_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622615_C
2622547_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622547_C
1059563_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	1059563_C
2622488_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622488_C
21179_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	21179_C
266447_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	266447_C
1070875_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	1070875_C
2622537_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622537_C
C1br	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	C1br
265609_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	265609_C
41056_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	41056_C
40893_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	40893_C
33753_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	33753_C
1345897_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	1345897_C
C3ju	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	C3ju
2622581_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622581_C
41141_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	41141_C
2622558_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622558_C
2622557_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622557_C
C50x	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	C50x
412_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	412_C
2622400_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622400_C
2622397_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622397_C
2622392_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622392_C
2622391_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622391_C
2622478_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622478_C
2622476_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622476_C
267888_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	267888_C
2622530_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622530_C
1343944_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	1343944_C
2622621_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622621_C
2622620_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622620_C
2622573_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622573_C
2622572_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622572_C
2622571_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622571_C
2622555_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622555_C
2622553_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622553_C
2622552_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622552_C
919609_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	919609_C
2622434_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622434_C
2622432_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622432_C
2622431_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622431_C
2622544_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622544_C
2622543_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622543_C
2622541_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622541_C
2622540_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622540_C
2622538_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622538_C
2622629_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622629_C
2622628_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622628_C
2622627_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622627_C
780879_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	780879_C
2622484_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622484_C
2622549_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622549_C
2622548_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622548_C
2622600_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622600_C
2622582_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622582_C
C40	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	C40
2622585_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	2622585_C
C22ad	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	C22ad
60364_C	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Cladocopium	60364_C
D6	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	D6
D4	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	D4
D1	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	D1
D2	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	D2
10408_D	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	10408_D
D2.2	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	D2.2
102832_D	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	102832_D
18489_D	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	18489_D
214559_D	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	214559_D
2143530_D	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	2143530_D
21101_D	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	21101_D
D17s	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	D17s
37109_D	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	37109_D
21102_D	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	21102_D
37110_D	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	37110_D
D5m	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	D5m
21103_D	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	21103_D
21924_D	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	21924_D
946_D	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	946_D
D17r	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	D17r
D17i	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	D17i
67019_D	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	67019_D
D1r	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	D1r
D1jw	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	D1jw
67018_D	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	67018_D
D2v	Eukaryota	Sar	Alveolata	Dinophyceae	Suessiales	Symbiodinaceae	Durusdinium	D2v
