"Site.name","Genotype","C50b/C50p-C3-C50f-C3bm-C3dt","C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k-C3wy-C50a-C3wu-C3ba-C50q","C3k/C3bo-C3ba-C50a-C50q-C50b","C3k/C50b-C3ba-C50a-C50q-C3-C3bh","C3k-C50a-C3wy-C50b-C3ba-C3wu","C3k/C50b-C50a-C3ba-C50q-C3-C50f","C3k/C50a/C1-C3-C3ba-C3dq-C50q-C3a","A1-A1gr-A1gd","A1-A1gr-A1gd-A1mm-A1bf","dominant_type","all_typeprofs","SampleYear","Site.name_geno_year","C3k","C50b","A1","C50c","C50a","A1gr","C3bo","C50p","C3ba","C3","C3dq","C3wy","A1gd","C50q","C3a","C3wu","C3bp","C50f","C3bm","C1","C3bh","C3cz","C50bj","C3wv","C3b","C50u","C50aj","C3bd","C3ah","298_C","C3ad","C21","C50v","40872_C","48186_C","C3ss","C3jv","40786_C","C3su","37134_C","C50aq","37138_C","21216_C","C50ax","C3st","21223_C","21173_C","1079331_C","TotalAbundance","Sitecode","OTU_PC1","OTU_PC2","OTU_PC3","OTU_PC4","OTU_PC5","OTU_PC6"
"Chicken",306,0,13752,0,0,0,0,0,0,0,0,0,0,"C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","2021","Chicken_306_2021",9809,0,0,109,1395,0,82,0,876,454,306,0,0,756,153,0,0,251,0,0,0,181,95,0,0,0,131,230,108,0,0,0,0,0,0,116,183,0,0,98,0,0,0,0,116,97,182,0,15728,"OCCH",-2.71293167292389,0.576042905840173,0.92428319240067,0.674223356754934,0.102508347406333,0.726895618930754
"No Name",130,0,13752,0,0,0,0,0,0,0,0,0,0,"C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","2021","No Name_130_2021",7473,177,4,90,1651,0,0,0,1773,654,410,0,0,1172,308,0,0,362,0,0,93,0,0,0,0,0,292,189,127,104,94,0,0,0,0,129,218,150,0,114,0,145,0,0,0,0,0,0,15729,"NONA",-2.27672727820771,-1.37819674821069,-2.59399041235232,-1.06140221943586,-0.13348784649132,-1.65362056510164
"Chicken",324,0,13752,0,0,0,0,0,0,0,0,0,0,"C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","2021","Chicken_324_2021",9436,244,0,234,992,0,100,0,697,295,324,0,0,917,230,0,0,247,0,0,290,177,196,0,0,0,131,252,123,0,0,0,0,0,0,115,193,0,73,126,0,70,0,0,113,0,152,0,15727,"OCCH",-3.15597609039395,0.525310463636985,0.18010899849771,0.260816983024744,-0.32547099619448,-0.999384023216387
"Chicken",308,0,13752,0,0,0,0,0,0,0,0,0,0,"C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","2021","Chicken_308_2021",9033,245,0,190,931,0,77,0,1050,238,332,0,0,1114,270,0,0,202,0,0,331,103,179,0,0,0,214,208,84,0,0,0,0,0,0,135,178,189,99,127,0,70,0,0,129,0,0,0,15728,"OCCH",-3.40972521556568,0.208303815636243,-0.503453661020537,0.306632366204688,-0.060416314653058,-1.53387972473625
"Chicken",326,0,13752,0,0,0,0,0,0,0,0,0,0,"C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","2021","Chicken_326_2021",9080,216,0,203,1002,0,97,0,1468,228,268,0,0,923,158,0,0,184,0,0,186,172,0,0,0,0,197,270,119,0,0,0,0,0,0,118,211,223,103,95,0,79,0,0,130,0,0,0,15730,"OCCH",-3.81994938036316,0.587012068010494,-0.117521727132184,0.508275521872967,-0.0776601700445881,-1.62543820979253
"Chicken",325,0,13752,0,0,0,0,0,0,0,0,0,0,"C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","2021","Chicken_325_2021",10157,86,0,165,749,0,71,0,1283,209,243,0,0,732,116,0,0,143,0,0,101,115,0,0,0,0,156,239,139,0,0,0,0,0,0,147,216,239,94,118,0,71,0,0,139,0,0,0,15728,"OCCH",-3.81473464434997,0.894215826879158,0.35658612691076,0.216126768672234,-0.130156212645553,-1.86615908935092
"No Name",107,0,13752,0,0,0,0,0,0,0,0,0,0,"C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","2021","No Name_107_2021",6397,341,0,470,1530,0,0,0,1637,716,651,0,0,919,590,0,0,471,100,201,0,0,107,0,0,83,236,203,79,168,149,0,0,0,83,91,159,142,0,82,0,125,0,0,0,0,0,0,15730,"NONA",-0.892906403849751,-3.27309574802762,-4.44348152622239,-2.4173747991877,-0.0956883681654877,0.527931311612008
"Davies",357,0,13752,0,0,0,0,0,0,0,0,0,0,"C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","2021","Davies_357_2021",9305,0,0,209,1042,0,86,0,1450,288,315,0,0,1026,174,0,0,185,0,0,0,132,0,0,0,0,201,253,104,0,0,0,0,0,0,142,149,211,101,84,0,73,89,0,110,0,0,0,15729,"OCDA",-3.76269570150975,0.264414018166279,-0.0953933009444231,0.727588773051159,0.131069258048496,-0.752773467246247
"No Name",109,0,13752,0,0,0,0,0,0,0,0,0,0,"C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","2021","No Name_109_2021",10088,0,0,91,1246,0,0,0,920,550,303,0,0,713,160,0,0,244,0,0,0,150,118,0,0,0,136,173,120,0,0,0,0,0,0,96,144,208,0,190,0,0,0,0,79,0,0,0,15729,"NONA",-2.2594825811877,0.453358155014521,0.397964566139529,-0.0679838877071539,0.218660196743832,-0.657528991373321
"No Name",110,0,13752,0,0,0,0,0,0,0,0,0,0,"C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","2021","No Name_110_2021",7367,313,9,173,1548,0,0,0,1900,704,425,0,2,1085,358,0,0,384,0,0,158,0,0,0,0,0,281,178,119,103,0,0,0,0,0,126,214,0,0,110,0,172,0,0,0,0,0,0,15729,"NONA",-2.12593602315298,-0.970446337564541,-2.76065774450068,-1.2254181110427,-0.252653055896731,-1.67429062310719
"No Name",116,0,13752,0,0,0,0,0,0,0,0,0,0,"C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","2021","No Name_116_2021",6420,0,0,447,1228,0,0,0,1796,603,817,0,0,1275,747,0,0,404,0,186,0,0,194,0,0,81,426,227,87,206,133,0,0,0,0,106,155,0,0,78,0,115,0,0,0,0,0,0,15731,"NONA",-2.13581107516902,-4.242385725259,-5.67035682510736,-2.70525116270509,-0.372217294004624,0.852151642963105
"Reef21550",4,0,0,13752,0,0,0,0,0,0,0,0,0,"C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50c-C3-C3ba-C50q-C50f","2021","Reef21550_4_2021",9088,0,0,454,1989,0,0,0,571,471,248,0,0,1195,149,0,0,275,0,0,0,164,325,0,0,0,119,198,0,0,0,0,0,0,0,0,0,191,0,135,0,0,0,0,78,78,0,0,15728,"21-550",-1.17042250486771,-0.229949577125511,1.12906775757605,1.01087702765405,0.753378476908058,1.20640711548036
"Hicks",14,0,0,13752,0,0,0,0,0,0,0,0,0,"C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50c-C3-C3ba-C50q-C50f","2021","Hicks_14_2021",8754,0,0,734,1329,0,0,0,1005,238,310,0,0,1344,176,0,0,256,0,0,0,120,316,0,0,0,201,219,219,0,66,0,0,0,0,0,145,182,0,114,0,0,0,0,0,0,0,0,15728,"HICK",-2.11460923032212,-1.04352806006311,-0.0692370108761242,0.17793455014403,-0.0152102557021065,-0.921033642627156
"Martin",148,0,0,13752,0,0,0,0,0,0,0,0,0,"C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50c-C3-C3ba-C50q-C50f","2021","Martin_148_2021",4543,0,0,2961,3296,0,0,0,976,519,234,0,0,1281,146,0,0,400,0,0,0,95,442,0,211,130,189,137,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15729,"MART",2.2858084197246,-3.33200486793758,1.0354287611086,0.699795698049223,0.486401864108773,0.24734270339658
"Mackay",276,0,0,13752,0,0,0,0,0,0,0,0,0,"C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50c-C3-C3ba-C50q-C50f","2021","Mackay_276_2021",4356,0,0,3581,3314,0,0,0,966,491,234,0,0,1263,146,0,0,425,0,0,0,0,325,0,0,168,167,136,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15728,"MACK",2.25625909846142,-3.04441618412564,0.719734552004766,0.446616869575945,0.166387090980877,-0.0361097099197902
"Martin",157,0,0,13752,0,0,0,0,0,0,0,0,0,"C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50c-C3-C3ba-C50q-C50f","2021","Martin_157_2021",4181,0,0,2366,4647,0,0,0,855,557,222,0,0,1168,131,0,0,487,0,0,0,81,317,0,0,149,149,131,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15728,"MART",2.6642170481976,-3.45004997680563,0.958362359913508,0.439690749226338,0.460617292728287,0.398108204638456
"North Direction",64,0,0,13752,0,0,0,0,0,0,0,0,0,"C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50c-C3-C3ba-C50q-C50f","2021","North Direction_64_2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore",387,0,0,13752,0,0,0,0,0,0,0,0,0,"C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50c-C3-C3ba-C50q-C50f","2021","Moore_387_2021",8390,0,0,1103,1382,0,0,0,1556,452,278,0,0,590,228,0,0,317,0,0,0,0,79,0,0,76,164,201,210,0,79,0,0,0,118,0,198,0,0,190,0,0,0,0,0,0,118,0,15729,"MOOR",-1.1395669634724,-1.19126491614029,-0.186776128012371,-0.372302807255998,-0.576630232134791,-1.64687103642009
"No Name",125,0,0,13752,0,0,0,0,0,0,0,0,0,"C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50c-C3-C3ba-C50q-C50f","2021","No Name_125_2021",6648,0,0,990,2054,0,0,0,1259,847,319,0,0,1149,402,0,0,461,0,0,0,0,250,0,0,86,146,248,86,0,108,0,0,0,0,115,211,0,0,90,0,135,0,0,0,0,125,0,15729,"NONA",-0.962557379744717,-1.80254530168743,-1.05556123913147,-0.616440943958629,0.154408045070034,-1.14584710800294
"Mackay",295,0,0,13752,0,0,0,0,0,0,0,0,0,"C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50c-C3-C3ba-C50q-C50f","2021","Mackay_295_2021",4468,0,0,3528,3076,0,0,0,1010,411,254,0,0,1325,155,0,0,389,0,0,0,77,440,0,0,144,178,132,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15729,"MACK",1.80768520949353,-3.06122089909605,0.739616124453687,0.617635049346714,0.176169176194975,0.185112684994274
"North Direction",71,0,0,13752,0,0,0,0,0,0,0,0,0,"C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50c-C3-C3ba-C50q-C50f","2021","North Direction_71_2021",4653,0,0,1677,1901,0,0,0,1737,495,734,0,0,1379,455,0,0,315,0,182,0,0,591,0,0,187,279,130,84,221,154,0,0,0,328,0,101,0,128,0,0,0,0,0,0,0,0,0,15731,"NDIR",0.30078009408986,-6.14832385198738,-3.49707003706984,-1.46682797828991,-0.407252278261161,0.605314009123352
"St Crispin",178,0,0,13752,0,0,0,0,0,0,0,0,0,"C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50c-C3-C3ba-C50q-C50f","2021","St Crispin_178_2021",9250,0,0,529,927,0,0,0,1308,236,355,0,0,1072,165,0,0,199,0,0,0,107,167,0,0,0,235,243,96,0,0,0,0,0,0,259,149,230,0,82,0,122,0,0,0,0,0,0,15731,"STCR",-3.22657043495278,-0.315768841284658,-0.565117473391915,-0.25514848822681,-0.194430834512372,-1.76593606207522
"North Direction",72,0,0,13752,0,0,0,0,0,0,0,0,0,"C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50c-C3-C3ba-C50q-C50f","2021","North Direction_72_2021",3185,0,0,2695,2324,0,0,0,922,822,1348,0,0,1015,842,0,0,445,0,415,0,0,345,0,0,263,321,125,0,352,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15729,"NDIR",1.5908250805956,-7.60788023425702,-6.87917596931277,-4.32805839437568,-0.297069696418977,4.77974522839293
"Martin",135,0,0,13752,0,0,0,0,0,0,0,0,0,"C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50c-C3-C3ba-C50q-C50f","2021","Martin_135_2021",1407,0,0,5634,4830,0,0,0,552,862,99,0,0,456,0,0,0,559,0,0,0,0,164,0,350,336,0,0,0,0,271,0,0,0,82,0,0,0,0,0,0,0,0,127,0,0,0,0,15729,"MART",6.7785607989667,-4.79275260486989,3.60536404314758,0.417074764798063,0.892523361791306,-0.445214522489506
"Chicken",304,0,0,13752,0,0,0,0,0,0,0,0,0,"C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50c-C3-C3ba-C50q-C50f","2021","Chicken_304_2021",9436,0,0,359,1519,0,0,0,583,305,229,0,0,1225,130,0,0,241,0,0,0,132,331,0,0,0,119,179,120,0,0,0,0,0,0,110,198,185,93,140,0,0,0,0,94,0,0,0,15728,"OCCH",-2.67370158381195,-0.0355817632358114,0.969961946671977,0.374252942002001,0.358145470302563,-1.18274212001782
"North Direction",44,0,0,13752,0,0,0,0,0,0,0,0,0,"C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50c-C3-C3ba-C50q-C50f","2021","North Direction_44_2021",2095,0,0,6912,3904,0,0,0,363,645,87,0,0,587,0,0,0,401,0,0,0,0,163,0,240,210,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15727,"NDIR",4.96124469193029,-2.68457114273823,3.15046738743594,0.348375635538959,0.379658346698331,-0.195731699403438
"Chicken",307,0,0,13752,0,0,0,0,0,0,0,0,0,"C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50c-C3-C3ba-C50q-C50f","2021","Chicken_307_2021",8354,0,0,769,1491,0,77,0,1039,233,291,0,0,1406,166,0,0,224,0,0,0,115,314,0,0,0,146,180,123,0,0,0,0,70,0,99,194,171,85,78,0,0,0,0,105,0,0,0,15730,"OCCH",-2.82940935719028,-0.446276773775683,0.559685525082541,0.751515272456029,0.360630730145038,-0.666691728833963
"Davies",353,0,0,13752,0,0,0,0,0,0,0,0,0,"C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50c-C3-C3ba-C50q-C50f","2021","Davies_353_2021",9719,0,0,348,1071,0,134,0,1436,155,201,0,0,1046,113,0,0,139,0,0,0,164,0,0,0,0,153,264,99,0,0,0,0,0,0,130,207,0,108,100,0,0,0,0,144,0,0,0,15731,"OCDA",-3.47008787323844,0.514414472062682,0.728579883240755,0.514751175106731,-0.165694001292144,-1.18225461292344
"Lady Musgrave",109,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Lady Musgrave_109_2021",2761,4808,0,457,834,0,0,2051,1111,1373,137,0,0,343,91,0,0,514,184,0,226,0,0,0,211,0,84,91,0,0,0,202,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15729,"CBLM",5.90143017776828,4.70880383104911,-2.40711808061045,0.184968340538618,1.30863688913316,-0.0053893242484203
"Reef21550",5,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_5_2021",6218,417,0,1858,2053,0,0,0,1901,337,193,0,0,775,116,0,0,412,0,0,104,107,0,0,0,181,147,172,0,90,131,0,0,0,244,0,0,0,0,72,0,0,0,109,0,0,91,0,15728,"21-550",1.58009753438347,-3.10953562640858,0.151373828280902,0.553920123703964,-0.598184720523276,-0.607409772312969
"Lady Musgrave",105,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Lady Musgrave_105_2021",2648,6385,0,522,858,0,0,95,671,1788,142,0,0,482,100,0,0,527,294,0,155,0,169,0,261,0,93,0,0,0,0,181,191,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,15731,"CBLM",6.63884293966234,4.31710551364513,-2.28090891939949,0.0330845037343634,1.45514488468717,0.205652855383245
"Reef21550",37,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_37_2021",3313,6678,0,546,753,0,0,105,1689,662,115,0,0,332,0,0,0,473,256,0,150,73,0,0,0,0,141,96,0,0,0,0,114,0,122,0,0,0,0,0,110,0,0,0,0,0,0,0,15728,"21-550",3.64557922404574,2.80241511462626,-1.58758336145045,0.618320087182996,-0.146825141962905,-0.557055917214905
"East Cay",58,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_58_2021",8011,343,0,483,2388,0,0,0,950,844,175,0,0,581,134,0,0,309,0,0,89,211,0,0,139,0,0,410,0,0,0,0,0,0,0,0,94,0,0,0,0,0,183,0,80,176,0,129,15729,"ECAY",-0.945165726957492,1.06996272920546,2.43576906829899,2.31112188335411,2.15852745927307,4.75397145379771
"Lady Musgrave",100,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Lady Musgrave_100_2021",3738,3708,0,344,748,0,0,1420,1248,1532,172,0,0,477,109,0,0,594,233,0,318,75,72,0,0,0,105,104,0,0,0,228,330,0,0,0,84,88,0,0,0,0,0,0,0,0,0,0,15727,"CBLM",4.96818314772153,5.01336143812709,-3.27572395225656,0.291282896570449,1.51785987313267,0.0766133486590869
"Lady Musgrave",114,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Lady Musgrave_114_2021",3092,6056,0,313,705,0,0,131,1239,1048,450,0,0,474,282,0,0,534,381,205,202,0,0,0,0,0,160,0,0,129,119,0,130,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,15729,"CBLM",3.70542056286801,0.926395941163185,-4.39652080736429,-1.54425033713545,-0.00744339002055303,1.48197405655054
"Lady Musgrave",101,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Lady Musgrave_101_2021",1953,6342,0,420,723,0,215,1708,754,1008,0,0,0,506,0,0,0,814,634,0,258,0,0,0,0,0,0,0,0,0,0,160,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15729,"CBLM",6.79933215261135,5.85099547971854,-2.76414003838788,0.43219662465845,1.12248824483925,-0.132172497699463
"Lady Musgrave",112,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Lady Musgrave_112_2021",2736,7767,27,400,652,5,248,250,783,587,133,0,0,416,0,0,0,520,397,0,315,0,96,0,0,0,180,0,0,0,0,0,119,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,15729,"CBLM",4.43325946601939,3.72092973294343,-1.87638172497465,0.461958629310498,-0.22097295246027,-0.358709184731003
"Reef21550",6,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_6_2021",6127,435,0,866,1816,0,0,0,2184,473,419,0,0,1292,206,0,0,488,0,0,86,122,0,0,0,0,286,285,0,122,185,0,0,0,81,0,0,154,0,102,0,0,0,0,0,0,0,0,15729,"21-550",-0.560150995568006,-2.44919600269695,-2.33752717413314,0.237271862194569,-0.0833399081114779,0.177774838178472
"Lady Musgrave",113,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Lady Musgrave_113_2021",3710,5405,0,105,571,0,0,117,775,1448,197,0,0,507,121,0,0,595,468,0,377,77,0,0,246,0,71,111,0,0,0,332,159,0,0,0,69,95,0,0,172,0,0,0,0,0,0,0,15728,"CBLM",5.87038127207714,5.4743716618223,-3.21578792679358,0.282722938096664,1.56563855491752,0.12464028203506
"East Cay",59,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_59_2021",8939,1204,0,253,1731,0,94,0,777,416,110,0,0,466,0,0,0,207,0,0,137,207,67,0,0,0,0,197,117,0,0,0,0,84,0,88,169,0,85,0,0,0,0,0,160,88,0,131,15727,"ECAY",-1.79004446588823,1.87882053805355,2.69748403956402,1.34304019371314,1.10133161678369,1.57090473028713
"East Cay",43,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_43_2021",8172,1161,47,338,1715,19,0,0,1075,584,223,0,7,711,150,0,0,325,0,0,226,227,0,0,0,0,86,259,0,0,0,0,0,0,0,0,142,170,0,0,0,0,0,0,0,94,0,0,15731,"ECAY",-0.693360442675161,0.838045788629616,0.54584677981048,0.932321902347413,0.367929984125112,1.35314479476684
"East Cay",42,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_42_2021",7576,230,36,578,1290,0,452,0,1643,326,375,0,0,1195,285,0,0,320,0,0,198,162,176,0,0,0,310,304,0,0,0,0,0,0,0,0,163,0,0,0,0,0,110,0,0,0,0,0,15729,"ECAY",-1.81603078398277,-0.804862209086433,-1.12327322777729,1.24408880043835,-0.224069903538666,1.20226988600484
"Reef21550",35,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_35_2021",4064,6649,0,196,630,0,0,146,909,671,284,0,0,538,163,0,0,313,202,0,370,73,121,0,0,0,103,112,0,0,0,0,84,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,15729,"21-550",2.84081121289196,2.92154554573571,-1.65120388580204,0.19384643869752,-0.189818810205957,0.211381841686853
"Lady Musgrave",115,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Lady Musgrave_115_2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St Crispin",172,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","St Crispin_172_2021",8103,681,0,512,1044,0,0,0,2085,268,285,0,0,656,159,0,0,266,0,0,194,109,0,0,0,0,218,273,114,0,0,0,0,0,141,184,139,0,0,87,0,95,0,0,0,0,116,0,15729,"STCR",-2.29508743562023,-0.276169108172078,-0.822360332337364,0.0713257352202342,-0.858375545204089,-2.00715920918082
"Reef21550",7,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_7_2021",4416,6853,0,152,687,0,0,95,985,635,150,0,0,538,83,0,0,315,82,0,162,0,74,0,0,0,100,111,0,0,0,0,107,0,0,0,79,0,0,0,105,0,0,0,0,0,0,0,15729,"21-550",2.68348648857473,2.89449058504186,-1.05824055901665,0.16026246914345,-0.214446964505471,-0.348657951415839
"Hicks",17,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Hicks_17_2021",7469,283,0,1220,1872,0,0,0,989,398,187,0,0,1161,152,0,0,344,0,0,0,190,318,0,0,66,134,258,271,0,89,0,0,0,0,0,162,0,0,92,0,0,0,0,76,0,0,0,15731,"HICK",-1.37232662503033,-1.07654784421569,0.772068312279994,0.230714882333917,0.358761588345481,-0.573715090811457
"Reef21550",12,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_12_2021",2101,6380,0,951,1373,0,0,178,1682,730,109,0,0,486,0,0,0,795,405,0,180,0,0,0,0,0,167,0,0,0,0,0,0,0,89,0,0,0,0,0,102,0,0,0,0,0,0,0,15728,"21-550",4.56382343524856,2.06597993675476,-1.93068264314048,0.65331329458008,0.076102516431399,-0.89491657172814
"Lady Musgrave",107,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Lady Musgrave_107_2021",2283,3942,0,891,1266,0,97,980,1850,1081,143,0,0,418,123,0,0,898,339,0,372,0,0,0,224,0,136,0,0,126,80,228,143,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,15726,"CBLM",6.19635186114244,2.05683625496836,-3.57919654952854,0.105478216756977,0.979235748344596,-0.159832284965326
