"Site.name","Genotype","C50b/C50p-C3-C50f-C3bm-C3dt","C3k-C50a-C3-C3ba-C50q-C50f-C3dq-C3a","C3k/C50a/C50c-C3-C3ba-C50q-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k-C3wy-C50a-C3wu-C3ba-C50q","C3k/C3bo-C3ba-C50a-C50q-C50b","C3k/C50b-C3ba-C50a-C50q-C3-C3bh","C3k-C50a-C3wy-C50b-C3ba-C3wu","C3k/C50b-C50a-C3ba-C50q-C3-C50f","C3k/C50a/C1-C3-C3ba-C3dq-C50q-C3a","A1-A1gr-A1gd","A1-A1gr-A1gd-A1mm-A1bf","dominant_type","all_typeprofs","SampleYear","Site.name_geno_year","C3k","C50b","A1","C50c","C50a","A1gr","C3bo","C50p","C3ba","C3","C3dq","C3wy","A1gd","C50q","C3a","C3wu","C3bp","C50f","C3bm","C1","C3bh","C3cz","C50bj","C3wv","C3b","C50u","C50aj","C3bd","C3ah","298_C","C3ad","C21","C50v","40872_C","48186_C","C3ss","C3jv","40786_C","C3su","37134_C","C50aq","37138_C","21216_C","C50ax","C3st","21223_C","21173_C","1079331_C","TotalAbundance","Sitecode","OTU_PC1","OTU_PC2","OTU_PC3","OTU_PC4","OTU_PC5","OTU_PC6"
"East Cay",44,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_44_2021",6840,381,144,692,2010,64,0,0,509,856,177,1003,18,838,118,656,0,323,0,0,0,170,229,273,0,0,0,249,0,0,72,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,15728,"ECAY",0.626083206969293,0.905833858207368,3.45470013741684,-4.6944005796678,0.898221511309937,1.71888652888575
"Lady Musgrave",119,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Lady Musgrave_119_2021",2375,6352,0,899,1148,0,0,251,637,970,195,0,0,585,120,0,0,583,342,0,493,0,216,0,0,87,120,0,0,0,79,206,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,15728,"CBLM",5.1794317983537,2.51103999319976,-2.00409659163442,0.163316417140027,0.477163934492336,-0.0952359448806743
"Lady Musgrave",117,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Lady Musgrave_117_2021",1451,7563,0,625,821,0,0,2712,565,679,0,0,0,227,0,0,0,382,208,0,182,0,0,0,0,0,0,0,0,0,0,157,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15729,"CBLM",5.75188850379599,5.57564618135081,-1.33192590864214,0.201497113803002,0.440107709660539,-0.249027219967139
"St Crispin",174,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","St Crispin_174_2021",8110,1085,0,250,1065,0,0,0,2068,272,241,0,0,875,131,0,0,327,0,0,197,131,0,0,0,0,177,177,181,0,0,0,0,0,0,123,199,0,0,120,0,0,0,0,0,0,0,0,15729,"STCR",-2.02009334815591,0.325706991365154,-0.571557262089951,0.00978437066084006,-0.393084675913814,-1.73248288743844
"Hicks",2,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Hicks_2_2021",9962,985,0,162,736,0,0,0,1144,311,207,0,0,467,85,0,0,249,0,0,223,72,80,0,0,0,126,162,221,0,0,0,0,0,0,0,176,0,0,210,0,0,0,0,0,0,0,150,15728,"HICK",-1.71001865877165,1.18974592586343,0.729856332037368,-0.0908022064766644,0.0051987100030701,-0.958480771658179
"Hicks",19,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Hicks_19_2021",7762,331,0,789,1304,0,72,0,1558,309,292,0,0,1112,170,0,0,280,0,0,72,94,210,0,0,0,261,210,92,0,72,0,0,0,0,94,176,160,94,97,0,0,0,0,121,0,0,0,15732,"HICK",-2.51825845038254,-0.710520066907021,-0.313591297896735,0.62164803336826,0.0630283438642835,-1.27410119391597
"Hicks",18,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Hicks_18_2021",9499,726,0,298,1138,0,0,101,650,688,178,0,0,640,120,0,0,313,0,0,153,0,184,0,0,0,76,191,160,0,0,0,0,0,0,0,246,0,0,250,0,0,0,0,0,0,0,121,15732,"HICK",-1.1132205991017,1.01367246099108,0.85123021214161,-0.369891373868617,0.461581808682928,-0.896623083466651
"East Cay",68,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_68_2021",6702,1176,0,1024,1814,0,0,103,1808,300,257,0,0,930,118,0,0,426,74,0,68,72,205,0,0,0,208,136,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,92,0,15728,"ECAY",-0.118075367891222,-0.497522693919051,-0.552156311754803,0.711501806683763,-0.441134471955933,-0.722703320477652
"East Cay",61,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_61_2021",6085,380,0,1092,2385,0,0,0,1549,363,226,0,0,1283,125,0,0,340,0,0,0,282,254,0,0,95,138,352,0,0,102,0,0,0,117,0,109,142,0,0,0,0,154,0,75,82,0,0,15730,"ECAY",-1.27925432780256,-1.66871837502993,0.973335839360077,2.31019822805774,1.09865286310976,2.52047873687985
"East Cay",45,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_45_2021",7523,408,8,517,1682,0,0,0,1398,513,401,0,0,978,255,0,0,430,0,0,355,125,95,0,0,0,277,204,0,0,138,0,0,0,73,0,199,149,0,0,0,0,0,0,0,0,0,0,15728,"ECAY",-0.453578890521948,-1.25728627098609,-1.4320956225179,0.422781329244952,-0.12862227876076,-0.233472747683284
"Lady Musgrave",120,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Lady Musgrave_120_2021",3191,5881,0,677,983,0,0,138,460,1414,176,0,0,806,99,0,0,465,180,0,157,0,298,0,0,0,91,0,0,0,0,303,179,0,0,0,0,0,0,75,156,0,0,0,0,0,0,0,15729,"CBLM",5.38695203723672,4.38644634922983,-2.34511570551998,0.0108088651371276,1.23116905837246,-0.00946015703546309
"Hicks",20,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Hicks_20_2021",9415,627,0,83,1407,0,0,0,875,641,196,0,0,516,92,0,0,245,0,0,0,238,0,0,0,0,0,342,94,0,0,0,0,101,0,121,146,0,0,75,0,0,143,0,86,137,0,150,15730,"HICK",-2.62948033571509,1.83999097434635,2.42948144793789,1.71176539042358,1.94956051522488,3.94016921793736
"Reef21550",15,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_15_2021",1566,6876,0,766,1146,0,0,190,1471,1051,89,0,0,364,0,0,0,698,415,0,450,0,0,0,0,0,158,0,0,0,0,257,149,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,15729,"21-550",5.87565299776737,4.62296062054603,-3.03502735488978,0.541971030998779,0.67625098187264,-0.728154403430068
"Reef21550",14,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_14_2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Cay",69,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_69_2021",8118,196,0,495,2031,0,75,0,668,582,239,0,0,1020,121,0,0,299,0,0,0,463,290,0,0,0,132,199,0,0,0,0,0,0,0,0,221,0,0,0,0,0,150,0,116,203,0,112,15730,"ECAY",-2.29978114263173,0.575982844680114,2.3616692350687,2.64077306077271,2.16055123084359,5.10085794602852
"East Cay",53,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_53_2021",6023,1222,1556,233,1243,0,0,0,1591,429,269,0,186,816,192,0,0,336,94,0,563,164,0,0,0,0,188,235,0,0,0,0,0,0,0,0,70,150,0,0,0,0,104,0,67,0,0,0,15731,"ECAY",-0.590873236693569,1.0360799378693,-0.651733373527186,1.37740144173103,-2.24994456863924,1.18289930354909
"Lady Musgrave",76,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Lady Musgrave_76_2021",1734,8909,0,215,456,0,0,272,499,861,100,0,0,367,0,0,0,729,641,0,297,0,111,0,0,0,0,0,0,0,0,251,176,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,15730,"CBLM",6.83427220993504,6.06305170098866,-2.81350258303954,0.21153484606153,0.902454093819988,-0.180169993694096
"St Crispin",166,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","St Crispin_166_2021",6635,298,0,1718,1850,0,99,0,1594,359,243,0,0,690,131,0,0,367,0,0,88,110,153,0,0,132,157,167,96,0,102,0,0,0,175,93,177,0,0,78,0,90,0,0,0,0,126,0,15728,"STCR",-0.375204864424898,-1.79747225328549,0.147674667891468,0.141221766703877,-0.559058076652635,-1.54404629884898
"Reef21550",17,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_17_2021",9438,420,0,96,1051,0,0,0,1537,256,236,0,0,1000,143,0,0,239,0,0,231,196,0,0,0,0,190,214,0,0,0,0,0,0,0,0,75,184,0,146,0,0,0,0,77,0,0,0,15729,"21-550",-2.06008462468619,0.445305950119278,-0.174737132229402,0.869989131819579,-0.174818485569461,-0.320618241783767
"Reef21550",26,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_26_2021",2701,7905,47,335,606,7,0,207,982,676,151,0,0,417,78,0,0,475,328,0,375,0,69,0,0,0,124,0,0,0,0,0,128,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,15729,"21-550",4.40873868753887,3.8283551504173,-2.08155420662845,0.279287998809377,-0.164833854074393,-0.424128474621155
"East Cay",70,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_70_2021",8041,423,0,330,1273,0,86,0,1826,322,282,0,0,1023,202,0,0,268,0,0,214,108,77,0,0,0,219,209,73,0,0,0,0,0,0,98,194,163,114,80,0,0,0,0,107,0,0,0,15732,"ECAY",-2.73435253634312,0.0399114237544721,-0.546932384727902,0.706996806795157,-0.0909433555283646,-1.41567090329845
"Reef21550",33,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_33_2021",3415,6734,0,323,735,0,0,118,1128,811,157,0,0,546,70,0,0,350,176,0,281,66,120,0,0,0,122,114,0,0,0,257,106,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,15728,"21-550",3.8288134587817,3.93448816889864,-1.95951755200472,0.414762335497678,0.325510511822719,-0.0776893293931334
"East Cay",52,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_52_2021",2418,7917,3,717,889,0,0,167,1129,685,104,0,0,336,0,0,0,552,355,0,157,0,88,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,130,0,0,0,0,0,0,0,15729,"ECAY",4.70840149748558,3.00577549859613,-0.9731389403411,0.333819050367168,-0.0874040063679918,-0.472260161029832
"Lady Musgrave",77,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Lady Musgrave_77_2021",2001,9607,0,288,522,0,0,322,592,748,79,0,0,363,0,0,0,385,361,0,204,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,15730,"CBLM",4.99708515534489,4.74179698416054,-1.2839374537062,0.102000357310132,-0.0135809882229569,-0.204257979355696
"St Crispin",167,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","St Crispin_167_2021",9890,573,0,222,1004,0,0,75,775,518,210,0,0,469,135,0,0,288,0,0,0,102,128,0,0,0,0,202,93,0,0,0,0,70,0,305,206,0,0,212,0,118,0,0,0,0,0,132,15727,"STCR",-2.37890857409134,1.3621296394085,1.25684327131242,-0.706919149989494,0.715801018862484,-0.806400282674551
"St Crispin",164,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","St Crispin_164_2021",8245,1232,7,265,1192,0,0,0,1181,466,267,0,0,714,154,0,0,299,0,0,301,179,161,0,0,0,110,158,94,0,0,0,0,0,0,130,162,0,0,152,0,0,0,0,77,66,0,117,15729,"STCR",-1.77914974017636,1.00663261598072,0.712276018799233,0.520937602282265,0.652992588606565,0.40629348589279
"Reef21550",27,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_27_2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Cay",55,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_55_2021",5777,1024,0,1521,2326,0,0,0,1758,413,214,0,0,1046,131,0,0,401,0,0,0,125,187,0,0,0,135,265,0,0,118,0,0,0,123,0,92,0,0,0,0,0,0,0,72,0,0,0,15728,"ECAY",0.291535217360646,-1.59664621248961,0.206279539493416,0.871902455353186,0.0786748489660314,-0.0324252758323408
"St Crispin",161,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","St Crispin_161_2021",7772,425,14,805,1512,7,110,0,1351,398,261,0,0,989,199,0,0,284,0,0,140,85,220,0,0,0,204,204,103,0,0,0,0,0,0,158,159,159,0,68,0,99,0,0,0,0,0,0,15726,"STCR",-1.88313500249325,-0.360945719503207,-0.466017494997104,-0.0281272154729739,-0.158127846882939,-1.45901059119571
"Reef21550",23,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_23_2021",7518,764,0,87,1590,0,0,0,1797,684,300,0,0,996,313,0,0,359,0,0,272,189,0,0,0,0,204,297,0,0,0,0,0,0,0,0,0,71,0,99,0,0,0,0,73,0,115,0,15728,"21-550",-1.35433298758953,-0.0357285320721191,-1.13201185530042,0.911628890906287,-0.148602537004072,0.346560527630048
"St Crispin",179,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","St Crispin_179_2021",10606,482,0,69,448,0,0,0,922,265,313,0,0,528,173,0,0,177,0,0,187,213,0,0,0,0,198,200,103,0,0,0,0,0,0,296,178,0,0,281,0,90,0,0,0,0,0,0,15729,"STCR",-3.47260578343986,1.11014256912417,-0.0118559693632337,-0.943304652950241,-0.320442975698374,-1.79867631460877
"Reef21550",31,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_31_2021",3614,6423,23,323,799,0,176,0,1080,731,174,0,4,608,105,0,0,443,294,0,282,0,114,0,0,0,119,95,0,0,0,0,111,0,0,0,0,108,0,0,102,0,0,0,0,0,0,0,15728,"21-550",3.34959896804784,2.97342512490891,-1.83446622148277,0.486214528092333,-0.0619332075779271,-0.165881613963654
"Reef21550",2,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_2_2021",7737,775,18,307,1620,0,0,0,1507,409,357,0,3,906,208,0,0,381,0,0,303,189,113,0,0,0,204,233,0,0,0,0,0,0,0,0,0,179,0,96,0,0,105,0,77,0,0,0,15727,"21-550",-1.3080876885261,-0.00723928578763344,-0.546881932595485,1.38201194256567,0.259566188784178,1.01932620896649
"Reef21550",29,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_29_2021",7370,713,0,504,1468,0,0,0,1417,463,494,0,0,863,270,0,0,375,0,0,498,128,79,0,0,0,233,216,73,116,252,0,0,0,88,0,0,0,0,109,0,0,0,0,0,0,0,0,15729,"21-550",-0.00706141568519017,-1.82916443028287,-2.09395015485415,-0.446338277758053,-0.413961355431064,0.326028205012307
"East Cay",56,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","East Cay_56_2021",7320,615,0,530,1526,0,81,0,1631,376,364,0,0,1250,254,0,0,364,0,0,370,154,196,0,0,0,280,240,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,74,0,0,0,15731,"ECAY",-1.15541448444711,-0.622469137605764,-1.11478352640176,0.879855931079799,-0.111341531551028,0.0623641477015113
"Reef21550",24,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_24_2021",3426,6929,0,259,613,0,0,86,1018,801,211,0,0,457,123,0,0,391,189,0,339,0,0,0,0,0,117,102,0,0,0,233,158,0,0,0,72,76,0,0,129,0,0,0,0,0,0,0,15729,"21-550",3.95546050828048,4.52420097044917,-2.61896659654579,0.184624213647787,0.300899018393278,-0.390023593797302
"St Crispin",171,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","St Crispin_171_2021",8379,97,0,349,790,0,0,0,906,276,221,1473,0,459,118,967,0,173,0,114,0,156,0,423,0,0,77,191,93,0,0,0,0,0,0,146,124,0,0,199,0,0,0,0,0,0,0,0,15731,"STCR",-1.96275188028604,2.13733230634267,3.9324466109278,-8.14662827705251,0.776998333138666,0.711770162099524
"Reef21550",32,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_32_2021",4297,4821,0,652,1178,0,0,0,1577,680,216,0,0,544,128,0,0,534,184,0,118,92,67,0,0,0,103,149,0,76,0,0,0,0,109,0,0,130,0,0,74,0,0,0,0,0,0,0,15729,"21-550",2.34171386482983,0.891613794664029,-1.57909847126158,0.339465114198146,-0.0544289944686174,0.163819738606579
"Hicks",24,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Hicks_24_2021",8303,720,9,289,1210,0,0,0,1368,416,314,0,0,647,192,0,0,405,0,0,172,141,0,0,0,0,169,194,143,0,0,0,0,0,0,123,239,219,84,121,0,130,0,0,120,0,0,0,15728,"HICK",-2.94362725503804,0.620919234351795,-0.453574683551737,-0.0285750682260751,0.208387082881135,-1.95244855030578
"Reef21550",10,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Reef21550_10_2021",9195,968,0,464,1450,0,96,0,663,297,132,0,0,469,0,0,0,240,0,0,0,279,147,0,0,0,0,187,255,0,0,0,0,68,0,0,198,0,0,160,0,0,141,0,81,90,0,150,15730,"21-550",-2.5241648196915,1.69749105479009,2.98549784798962,1.5050951287144,1.43145007180702,2.53533180384044
"Fitzroy Island",368,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Fitzroy Island_368_2021",4932,264,0,2508,2901,0,0,0,1779,638,209,0,0,609,106,0,0,495,0,0,0,116,98,0,184,100,136,132,0,68,119,0,0,0,150,0,70,114,0,0,0,0,0,0,0,0,0,0,15728,"FITZ",2.2310814997428,-2.62089388225357,0.285686223570564,0.464860447706118,0.213740186467221,-0.080410209152878
"Sykes",143,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Sykes_143_2021",1722,8542,0,151,531,0,0,477,985,1199,0,366,0,335,0,128,0,379,174,0,182,0,0,0,0,0,0,0,0,0,0,272,192,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,15729,"SYKE",5.75951659450047,5.80574324351321,-1.39897697877821,-0.78767794434803,0.793016411088662,-0.0887991265731507
"Davies",337,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Davies_337_2021",8246,310,0,383,978,0,0,0,1733,270,335,0,0,1059,236,0,0,256,0,0,280,124,103,0,0,0,266,263,103,88,0,0,0,0,72,125,163,0,90,68,0,75,0,0,102,0,0,0,15728,"OCDA",-2.92893604850227,-0.602268452608836,-1.4059504695265,-0.0126895300994376,-0.329269180184792,-1.31619716737175
"Kelso",210,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Kelso_210_2021",8018,667,0,323,1232,0,0,0,1647,362,277,0,0,934,187,0,0,297,0,0,338,111,0,0,0,0,206,245,97,0,0,0,0,0,0,115,172,186,111,101,0,0,0,0,104,0,0,0,15730,"KELS",-2.71234386110184,0.464444625242967,-0.57392075520632,0.615447867631369,-0.0298638849166143,-1.57120880006257
"St Crispin",181,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","St Crispin_181_2021",7902,384,0,1187,1402,0,0,0,1287,227,287,0,0,1056,115,0,0,288,0,0,0,148,335,0,0,0,152,155,93,0,69,0,0,0,69,189,116,0,0,155,0,0,0,0,0,0,113,0,15729,"STCR",-1.57488075202776,-1.01903667456143,0.388927896127527,0.188434756399548,-0.362762007968415,-1.17362112654523
"No Name",98,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","No Name_98_2021",8857,269,0,605,1418,0,85,0,960,651,291,0,0,595,166,0,0,365,0,0,163,0,85,0,0,0,144,240,176,0,115,0,0,0,82,0,101,0,0,195,0,0,0,0,0,0,0,166,15729,"NONA",-0.605069862036415,-0.196459141881841,0.31474748953711,-0.186151122712667,0.386865351552592,-0.336633458667648
"Hicks",25,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Hicks_25_2021",9842,374,0,162,1154,0,98,0,942,361,209,0,0,572,103,0,0,275,0,0,0,137,98,0,0,0,92,256,101,0,0,0,0,0,0,140,245,0,80,99,0,133,0,0,101,0,0,153,15727,"HICK",-2.85923819163929,1.05046634051371,1.18990774736405,0.0380281797254262,0.526130873632404,-0.862630826809795
"Pelorus",238,0,0,0,13752,0,0,0,0,0,0,0,0,"C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","C3k/C50a/C50b/C50c-C3ba-C50q-C3-C50f","2021","Pelorus_238_2021",1985,583,0,4890,5320,0,0,0,471,940,85,0,0,412,0,0,0,338,0,0,0,0,164,0,293,114,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15729,"PAPE",5.11189458470704,-2.29379738755932,3.10804942427264,0.283149380119096,0.593861430993043,-0.010685279967368
