"Site_year","Collection.date","Site","Site_geno_year","Site.name","Genotype","Depth_corrected","Time","Health.Chart","Health.Chart.num","SampleYear","Tide_adjust","fvfm_ED50","fvfm_ED50CIrange","LowerCI_fvfmED50","UpperCI_fvfmED50","fvfm_ed50_std_error","ndvi_ED50","ndvi_ED50CIrange","LowerCI_ndviED50","UpperCI_ndviED50","ndvi_ed50_std_error","RelativeNDVI9C","RelativeFvFm9C","Lat","Lon","Km_to_coastline","Subregion","Shelf.pos","Region","acuteHeatStress","naturalBleaching","resampled","subproject","Trip","RelativeFvFm9C.adj","RelativeNDVI9C.adj","ndvi_ED50.adj","fvfm_ED50.adj","Sitename_geno_year"
"Martin_2021","2021-03-27","Martin","Martin_144_2021","Martin",144,0,"2021-03-27 09:50:00","C3/C4",3.5,2021,2.40639777903776,37.4082787430011,0.18939460674622,37.313581439628,37.5029760463742,0.0480992642293792,35.3591712843545,0.897112322002883,34.9106151233531,35.807727445356,0.227833534231887,0.137779508930641,0.474957870643129,-14.7801,145.3681,16.686,"Cooktown","Inshore","North","Y","N","N","ECT",2,0.42956400439506,0.281071362670805,34.8405043603447,36.4873513626654,"Martin_144_2021"
"Martin_2021","2021-03-27","Martin","Martin_145_2021","Martin",145,0,"2021-03-27 09:56:00","C2/C3",2.5,2021,2.36665564460585,37.4308802906379,0.233795660102416,37.3139824605867,37.5477781206891,0.0593754987227124,35.9200217039832,1.348184216005,35.2459295959807,36.5941138119857,0.342389205002,0.0896772393185171,0.490927497391706,-14.7801,145.3681,16.686,"Cooktown","Inshore","North","Y","N","N","ECT",2,0.445533631143637,0.232969093058681,35.4013547799734,36.5099529103022,"Martin_145_2021"
"Martin_2021","2021-03-27","Martin","Martin_146_2021","Martin",146,0.2,"2021-03-27 10:00:00","E2/E3",2.5,2021,2.33922117885233,37.4808114855417,0.167249603920496,37.3971866835814,37.5644362875019,0.0424752479990645,36.7071944921353,1.80533396653294,35.8045275088688,37.6098614754017,0.458488427787697,0.240528553777039,0.527079716487525,-14.7801,145.3681,16.686,"Cooktown","Inshore","North","Y","N","N","ECT",2,0.481685850239456,0.383820407517203,36.1885275681255,36.559884105206,"Martin_146_2021"
"Martin_2021","2021-03-27","Martin","Martin_147_2021","Martin",147,0.7,"2021-03-27 10:01:00","C4",4,2021,2.33224933713326,37.5274495475288,0.334758976597726,37.36007005923,37.6948290358277,0.0850164677081148,36.3191756466697,2.80029360035091,34.9190288464943,37.7193224468452,0.711171580422052,0.11864117825521,0.527264385811356,-14.7801,145.3681,16.686,"Cooktown","Inshore","North","Y","N","N","ECT",2,0.481870519563287,0.261933031995374,35.8005087226599,36.6065221671931,"Martin_147_2021"
"Martin_2021","2021-03-27","Martin","Martin_148_2021","Martin",148,1,"2021-03-27 10:04:00","D1/D2",1,2021,2.31106964309246,37.3454006764322,0.266214032761937,37.2122936600512,37.4785076928132,0.0676085730389526,35.6821895348369,1.19392111957418,35.0852289750498,36.279150094624,0.303212052264961,0.0822968780420073,0.432576875735218,-14.7801,145.3681,16.686,"Cooktown","Inshore","North","Y","N","N","ECT",2,0.387183009487149,0.225588731782172,35.1635226108271,36.4244732960965,"Martin_148_2021"
"Martin_2021","2021-03-27","Martin","Martin_149_2021","Martin",149,0.2,"2021-03-27 10:10:00","C1",1,2021,2.26756502375269,37.2986757183839,0.58235560429604,37.0074979162359,37.5898535205319,0.147896904604201,36.2675069705996,3.19083073980569,34.6720916006968,37.8629223405025,0.810353649989598,0.0823993931822042,0.415711433548454,-14.7801,145.3681,16.686,"Cooktown","Inshore","North","Y","N","N","ECT",2,0.370317567300385,0.225691246922369,35.7488400465898,36.3777483380482,"Martin_149_2021"
"Martin_2021","2021-03-27","Martin","Martin_150_2021","Martin",150,0.2,"2021-03-27 10:13:00","C2",2,2021,2.24526671829921,37.3450992503841,0.252362464927032,37.2189180179206,37.4712804828476,0.0640907842659333,36.2493023643605,1.7853935597693,35.3566055844759,37.1419991442452,0.453424297872686,0.10772868950017,0.430300181891689,-14.7801,145.3681,16.686,"Cooktown","Inshore","North","Y","N","N","ECT",2,0.38490631564362,0.251020543240334,35.7306354403507,36.4241718700484,"Martin_150_2021"
"Martin_2021","2021-03-27","Martin","Martin_151_2021","Martin",151,1,"2021-03-27 10:16:00","D4/D5",4.5,2021,2.22262253434066,37.3898171003755,0.25747906913189,37.2610775658095,37.5185566349414,0.0653902135466008,36.0697684570936,1.69477262130643,35.2223821464404,36.9171547677469,0.430409912517559,0.133520164820636,0.480695414131987,-14.7801,145.3681,16.686,"Cooktown","Inshore","North","Y","N","N","ECT",2,0.435301547883918,0.2768120185608,35.5511015330838,36.4688897200398,"Martin_151_2021"
"Martin_2021","2021-03-27","Martin","Martin_152_2021","Martin",152,0.9,"2021-03-27 10:19:00","E1/E2",1,2021,2.19964632752471,37.1843241273534,1.03430690251989,36.6671706760935,37.7014775786134,0.262675911702377,35.792959635907,1.29822367802416,35.1438477968949,36.442071474919,0.329701065890403,0.0932295085186232,0.361535336580381,-14.7801,145.3681,16.686,"Cooktown","Inshore","North","Y","N","N","ECT",2,0.316141470332312,0.236521362258788,35.2742927118972,36.2633967470177,"Martin_152_2021"
"Martin_2021","2021-03-27","Martin","Martin_153_2021","Martin",153,2.4,"2021-03-27 14:19:00","C3",3,2021,0.615233734686381,NA,NA,NA,NA,NA,36.306216349521,2.15339639204159,35.2295181535002,37.3829145455418,0.546883482221808,0.0907581833937902,0.412059250464449,-14.7801,145.3681,16.686,"Cooktown","Inshore","North","Y","N","N","ECT",2,0.36666538421638,0.234050037133955,35.7875494255112,NA,"Martin_153_2021"
