"Site","Site.name","Reef.name","SampleYear","Genotype","Tank","Treatment","Site_Rack","Site_Rack_Year","Site_year","Site_geno_year","Collection.date","Type","Qualityscore","PAM_date","PAM_time","F1","F2","F3","Fm.1","Fm.2","Fm.3","Y.II.1","Y.II.2","Y.II.3","Y.II.mean","Y.II.sd","F0mean","FMmean","file","Site_year_tank","meanTemp_hold","meanTemp_hold_corr","eventID"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,110,2,"+6C","LadyMusgrave_345","LadyMusgrave_345_2021","LadyMusgrave_2021","LadyMusgrave_110_2021","2021-01-25","Seasim",0,"26.01.21","21:22:39",0.1701,0.1382,0.1887,0.4279,0.3652,0.4853,0.603,0.621,0.611,0.611666666666667,0.0090184995056458,0.165666666666667,0.426133333333333,"../RawData/PAM/2021/LadyMusgrave_345.csv","LadyMusgrave_2021_2",32.557,32.557,"Ahya_110a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,119,2,"+6C","LadyMusgrave_346","LadyMusgrave_346_2021","LadyMusgrave_2021","LadyMusgrave_119_2021","2021-01-25","Seasim",0,"26.01.21","21:22:39",0.2755,0.2956,0.2912,0.649,0.7338,0.6642,0.576,0.597,0.562,0.578333333333333,0.017616280348965,0.287433333333333,0.682333333333333,"../RawData/PAM/2021/LadyMusgrave_346.csv","LadyMusgrave_2021_2",32.557,32.557,"Ahya_119a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,112,2,"+6C","LadyMusgrave_347","LadyMusgrave_347_2021","LadyMusgrave_2021","LadyMusgrave_112_2021","2021-01-25","Seasim",0,"26.01.21","21:22:39",0.1877,0.2196,0.1583,0.4809,0.5456,0.4059,0.61,0.597,0.61,0.605666666666667,0.00750555349946514,0.188533333333333,0.477466666666667,"../RawData/PAM/2021/LadyMusgrave_347.csv","LadyMusgrave_2021_2",32.557,32.557,"Ahya_112a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,113,2,"+6C","LadyMusgrave_348","LadyMusgrave_348_2021","LadyMusgrave_2021","LadyMusgrave_113_2021","2021-01-25","Seasim",0,"26.01.21","21:22:39",0.2397,0.2319,0.1926,0.5824,0.5824,0.4725,0.588,0.602,0.592,0.594,0.00721110255092799,0.2214,0.545766666666667,"../RawData/PAM/2021/LadyMusgrave_348.csv","LadyMusgrave_2021_2",32.557,32.557,"Ahya_113a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,118,11,"+6C","LadyMusgrave_361","LadyMusgrave_361_2021","LadyMusgrave_2021","LadyMusgrave_118_2021","2021-01-25","Seasim",0,"26.01.21","21:30:23",0.1539,0.2426,0.2034,0.3363,0.5377,0.4275,0.542,0.549,0.524,0.538333333333333,0.0128970280814354,0.199966666666667,0.433833333333333,"../RawData/PAM/2021/LadyMusgrave_361.csv","LadyMusgrave_2021_11",32.53136111,32.53136111,"Ahya_118a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,111,11,"+6C","LadyMusgrave_362","LadyMusgrave_362_2021","LadyMusgrave_2021","LadyMusgrave_111_2021","2021-01-25","Seasim",0,"26.01.21","21:30:23",0.1907,0.3015,0.224,0.4245,0.674,0.5059,0.551,0.553,0.557,0.553666666666667,0.0030550504633039,0.238733333333333,0.5348,"../RawData/PAM/2021/LadyMusgrave_362.csv","LadyMusgrave_2021_11",32.53136111,32.53136111,"Ahya_111a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,120,11,"+6C","LadyMusgrave_363","LadyMusgrave_363_2021","LadyMusgrave_2021","LadyMusgrave_120_2021","2021-01-25","Seasim",0,"26.01.21","21:30:23",0.1662,0.202,0.2216,0.377,0.473,0.5015,0.559,0.573,0.558,0.563333333333333,0.00838649708360603,0.1966,0.4505,"../RawData/PAM/2021/LadyMusgrave_363.csv","LadyMusgrave_2021_11",32.53136111,32.53136111,"Ahya_120a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,110,4,"+6C","LadyMusgrave_373","LadyMusgrave_373_2021","LadyMusgrave_2021","LadyMusgrave_110_2021","2021-01-25","Seasim",0,"26.01.21","21:27:13",0.1887,0.1608,0.1667,0.4176,0.3838,0.426,0.548,0.581,0.609,0.579333333333333,0.0305341339050796,0.172066666666667,0.409133333333333,"../RawData/PAM/2021/LadyMusgrave_373.csv","LadyMusgrave_2021_4",32.69182778,32.69182778,"Ahya_110a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,119,4,"+6C","LadyMusgrave_374","LadyMusgrave_374_2021","LadyMusgrave_2021","LadyMusgrave_119_2021","2021-01-25","Seasim",0,"26.01.21","21:27:13",0.3098,0.3029,0.2922,0.6995,0.7108,0.6309,0.557,0.574,0.537,0.556,0.0185202591774521,0.301633333333333,0.6804,"../RawData/PAM/2021/LadyMusgrave_374.csv","LadyMusgrave_2021_4",32.69182778,32.69182778,"Ahya_119a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,112,4,"+6C","LadyMusgrave_375","LadyMusgrave_375_2021","LadyMusgrave_2021","LadyMusgrave_112_2021","2021-01-25","Seasim",0,"26.01.21","21:27:13",0.2799,0.2176,0.2804,0.6284,0.5475,0.6319,0.555,0.603,0.556,0.571333333333333,0.0274286954362276,0.2593,0.6026,"../RawData/PAM/2021/LadyMusgrave_375.csv","LadyMusgrave_2021_4",32.69182778,32.69182778,"Ahya_112a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,113,4,"+6C","LadyMusgrave_376","LadyMusgrave_376_2021","LadyMusgrave_2021","LadyMusgrave_113_2021","2021-01-25","Seasim",0,"26.01.21","21:27:13",0.2956,0.2549,0.2745,0.6333,0.501,0.5152,0.533,0.491,0.467,0.497,0.0334065861769801,0.275,0.549833333333333,"../RawData/PAM/2021/LadyMusgrave_376.csv","LadyMusgrave_2021_4",32.69182778,32.69182778,"Ahya_113a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,110,11,"+6C","LadyMusgrave_377","LadyMusgrave_377_2021","LadyMusgrave_2021","LadyMusgrave_110_2021","2021-01-25","Seasim",0,"26.01.21","21:29:38",0.2539,0.1696,0.1554,0.6191,0.4363,0.398,0.59,0.611,0.61,0.603666666666667,0.0118462370959446,0.192966666666667,0.484466666666667,"../RawData/PAM/2021/LadyMusgrave_377.csv","LadyMusgrave_2021_11",32.53136111,32.53136111,"Ahya_110a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,119,11,"+6C","LadyMusgrave_378","LadyMusgrave_378_2021","LadyMusgrave_2021","LadyMusgrave_119_2021","2021-01-25","Seasim",0,"26.01.21","21:29:38",0.2995,0.3005,0.3064,0.6539,0.6098,0.5931,0.542,0.507,0.483,0.510666666666667,0.0296704117486316,0.302133333333333,0.618933333333333,"../RawData/PAM/2021/LadyMusgrave_378.csv","LadyMusgrave_2021_11",32.53136111,32.53136111,"Ahya_119a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,112,11,"+6C","LadyMusgrave_379","LadyMusgrave_379_2021","LadyMusgrave_2021","LadyMusgrave_112_2021","2021-01-25","Seasim",0,"26.01.21","21:29:38",0.2662,0.1966,0.174,0.523,0.499,0.4387,0.491,0.606,0.603,0.566666666666667,0.0655464212091959,0.212266666666667,0.4869,"../RawData/PAM/2021/LadyMusgrave_379.csv","LadyMusgrave_2021_11",32.53136111,32.53136111,"Ahya_112a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,113,11,"+6C","LadyMusgrave_380","LadyMusgrave_380_2021","LadyMusgrave_2021","LadyMusgrave_113_2021","2021-01-25","Seasim",0,"26.01.21","21:29:38",0.3191,0.3157,0.2623,0.5956,0.4946,0.4426,0.464,0.362,0.408,0.411333333333333,0.0510816340119747,0.299033333333333,0.510933333333333,"../RawData/PAM/2021/LadyMusgrave_380.csv","LadyMusgrave_2021_11",32.53136111,32.53136111,"Ahya_113a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,114,10,"+3C","LadyMusgrave_417","LadyMusgrave_417_2021","LadyMusgrave_2021","LadyMusgrave_114_2021","2021-01-25","Seasim",0,"26.01.21","21:39:53",0.1931,0.1373,0.2069,0.5172,0.4039,0.5784,0.627,0.66,0.642,0.643,0.0165227116418583,0.1791,0.499833333333333,"../RawData/PAM/2021/LadyMusgrave_417.csv","LadyMusgrave_2021_10",29.75627778,29.75627778,"Ahya_114a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,115,10,"+3C","LadyMusgrave_418","LadyMusgrave_418_2021","LadyMusgrave_2021","LadyMusgrave_115_2021","2021-01-25","Seasim",0,"26.01.21","21:39:53",0.2505,0.2515,0.2397,0.5711,0.6098,0.5328,0.561,0.588,0.55,0.566333333333333,0.0195533458347499,0.247233333333333,0.571233333333333,"../RawData/PAM/2021/LadyMusgrave_418.csv","LadyMusgrave_2021_10",29.75627778,29.75627778,"Ahya_115a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,116,10,"+3C","LadyMusgrave_419","LadyMusgrave_419_2021","LadyMusgrave_2021","LadyMusgrave_116_2021","2021-01-25","Seasim",0,"26.01.21","21:39:53",0.2044,0.2431,0.2569,0.4995,0.5853,0.6093,0.591,0.585,0.578,0.584666666666667,0.00650640709864772,0.2348,0.5647,"../RawData/PAM/2021/LadyMusgrave_419.csv","LadyMusgrave_2021_10",29.75627778,29.75627778,"Ahya_116a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,117,10,"+3C","LadyMusgrave_420","LadyMusgrave_420_2021","LadyMusgrave_2021","LadyMusgrave_117_2021","2021-01-25","Seasim",0,"26.01.21","21:39:53",0.2353,0.1755,0.2113,0.5495,0.4426,0.5368,0.572,0.604,0.606,0.594,0.0190787840283389,0.207366666666667,0.509633333333333,"../RawData/PAM/2021/LadyMusgrave_420.csv","LadyMusgrave_2021_10",29.75627778,29.75627778,"Ahya_117a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,102,12,"+9C","LadyMusgrave_441","LadyMusgrave_441_2021","LadyMusgrave_2021","LadyMusgrave_102_2021","2021-01-25","Seasim",0,"26.01.21","21:18:19",0.2461,0.2676,0.2662,0.3721,0.4245,0.4412,0.339,0.37,0.397,0.368666666666667,0.029022979401387,0.259966666666667,0.4126,"../RawData/PAM/2021/LadyMusgrave_441.csv","LadyMusgrave_2021_12",34.68498889,34.68498889,"Ahya_102a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,103,12,"+9C","LadyMusgrave_442","LadyMusgrave_442_2021","LadyMusgrave_2021","LadyMusgrave_103_2021","2021-01-25","Seasim",0,"26.01.21","21:18:19",0.2074,0.3049,0.2985,0.3377,0.5559,0.5848,0.386,0.451,0.49,0.442333333333333,0.0525388744962559,0.270266666666667,0.4928,"../RawData/PAM/2021/LadyMusgrave_442.csv","LadyMusgrave_2021_12",34.68498889,34.68498889,"Ahya_103a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,104,12,"+9C","LadyMusgrave_443","LadyMusgrave_443_2021","LadyMusgrave_2021","LadyMusgrave_104_2021","2021-01-25","Seasim",0,"26.01.21","21:18:19",0.2858,0.3054,0.3113,0.4172,0.4549,0.4681,0.315,0.329,0.335,0.326333333333333,0.0102632028788938,0.300833333333333,0.446733333333333,"../RawData/PAM/2021/LadyMusgrave_443.csv","LadyMusgrave_2021_12",34.68498889,34.68498889,"Ahya_104a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,105,12,"+9C","LadyMusgrave_444","LadyMusgrave_444_2021","LadyMusgrave_2021","LadyMusgrave_105_2021","2021-01-25","Seasim",0,"26.01.21","21:18:19",0.3074,0.2103,0.3142,0.526,0.3618,0.4525,0.416,0.419,0.306,0.380333333333333,0.0643920284921459,0.2773,0.446766666666667,"../RawData/PAM/2021/LadyMusgrave_444.csv","LadyMusgrave_2021_12",34.68498889,34.68498889,"Ahya_105a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,110,8,"+3C","LadyMusgrave_445","LadyMusgrave_445_2021","LadyMusgrave_2021","LadyMusgrave_110_2021","2021-01-25","Seasim",0,"26.01.21","21:35:25",0.1848,0.1696,0.2176,0.4667,0.4289,0.5441,0.604,0.605,0.6,0.603,0.00264575131106459,0.190666666666667,0.4799,"../RawData/PAM/2021/LadyMusgrave_445.csv","LadyMusgrave_2021_8",29.68312222,29.68312222,"Ahya_110a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,119,8,"+3C","LadyMusgrave_446","LadyMusgrave_446_2021","LadyMusgrave_2021","LadyMusgrave_119_2021","2021-01-25","Seasim",0,"26.01.21","21:35:25",0.3196,0.2711,0.299,0.7603,0.649,0.7407,0.58,0.582,0.596,0.586,0.00871779788708136,0.296566666666667,0.716666666666667,"../RawData/PAM/2021/LadyMusgrave_446.csv","LadyMusgrave_2021_8",29.68312222,29.68312222,"Ahya_119a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,112,8,"+3C","LadyMusgrave_447","LadyMusgrave_447_2021","LadyMusgrave_2021","LadyMusgrave_112_2021","2021-01-25","Seasim",0,"26.01.21","21:35:25",0.2358,0.2676,0.2279,0.5946,0.6833,0.5882,0.603,0.608,0.613,0.608,0.005,0.243766666666667,0.622033333333333,"../RawData/PAM/2021/LadyMusgrave_447.csv","LadyMusgrave_2021_8",29.68312222,29.68312222,"Ahya_112a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,113,8,"+3C","LadyMusgrave_448","LadyMusgrave_448_2021","LadyMusgrave_2021","LadyMusgrave_113_2021","2021-01-25","Seasim",0,"26.01.21","21:35:25",0.2074,0.2578,0.2034,0.5093,0.6417,0.5221,0.593,0.598,0.61,0.600333333333333,0.00873689494805411,0.222866666666667,0.5577,"../RawData/PAM/2021/LadyMusgrave_448.csv","LadyMusgrave_2021_8",29.68312222,29.68312222,"Ahya_113a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,102,2,"+6C","LadyMusgrave_461","LadyMusgrave_461_2021","LadyMusgrave_2021","LadyMusgrave_102_2021","2021-01-25","Seasim",0,"26.01.21","21:24:27",0.2446,0.1525,0.199,0.6319,0.4456,0.5681,0.613,0.658,0.65,0.640333333333333,0.0240069434400411,0.1987,0.548533333333333,"../RawData/PAM/2021/LadyMusgrave_461.csv","LadyMusgrave_2021_2",32.557,32.557,"Ahya_102a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,103,2,"+6C","LadyMusgrave_462","LadyMusgrave_462_2021","LadyMusgrave_2021","LadyMusgrave_103_2021","2021-01-25","Seasim",0,"26.01.21","21:24:27",0.1819,0.1735,0.2196,0.4902,0.4814,0.5907,0.629,0.64,0.628,0.632333333333333,0.0066583281184794,0.191666666666667,0.520766666666667,"../RawData/PAM/2021/LadyMusgrave_462.csv","LadyMusgrave_2021_2",32.557,32.557,"Ahya_103a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,104,2,"+6C","LadyMusgrave_463","LadyMusgrave_463_2021","LadyMusgrave_2021","LadyMusgrave_104_2021","2021-01-25","Seasim",0,"26.01.21","21:24:27",0.1529,0.2,0.177,0.4162,0.527,0.4574,0.633,0.62,0.613,0.622,0.0101488915650922,0.176633333333333,0.466866666666667,"../RawData/PAM/2021/LadyMusgrave_463.csv","LadyMusgrave_2021_2",32.557,32.557,"Ahya_104a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,105,2,"+6C","LadyMusgrave_464","LadyMusgrave_464_2021","LadyMusgrave_2021","LadyMusgrave_105_2021","2021-01-25","Seasim",0,"26.01.21","21:24:27",0.227,0.2721,0.2941,0.5985,0.6961,0.5975,0.621,0.609,0.508,0.579333333333333,0.0620671679177754,0.2644,0.6307,"../RawData/PAM/2021/LadyMusgrave_464.csv","LadyMusgrave_2021_2",32.557,32.557,"Ahya_105a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,76,8,"+3C","LadyMusgrave_469","LadyMusgrave_469_2021","LadyMusgrave_2021","LadyMusgrave_76_2021","2021-01-25","Seasim",0,"26.01.21","21:36:32",0.199,0.1848,0.152,0.5426,0.5137,0.4353,0.633,0.64,0.651,0.641333333333333,0.00907377172587747,0.1786,0.4972,"../RawData/PAM/2021/LadyMusgrave_469.csv","LadyMusgrave_2021_8",29.68312222,29.68312222,"Ahya_76a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,77,8,"+3C","LadyMusgrave_470","LadyMusgrave_470_2021","LadyMusgrave_2021","LadyMusgrave_77_2021","2021-01-25","Seasim",0,"26.01.21","21:36:32",0.2426,0.2578,0.2623,0.6275,0.6549,0.6505,0.613,0.606,0.597,0.605333333333333,0.00802080627701065,0.254233333333333,0.6443,"../RawData/PAM/2021/LadyMusgrave_470.csv","LadyMusgrave_2021_8",29.68312222,29.68312222,"Ahya_77a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,78,8,"+3C","LadyMusgrave_471","LadyMusgrave_471_2021","LadyMusgrave_2021","LadyMusgrave_78_2021","2021-01-25","Seasim",0,"26.01.21","21:36:32",0.2025,0.1941,0.2559,0.5078,0.4657,0.6029,0.601,0.583,0.576,0.586666666666667,0.0128970280814354,0.2175,0.525466666666667,"../RawData/PAM/2021/LadyMusgrave_471.csv","LadyMusgrave_2021_8",29.68312222,29.68312222,"Ahya_78a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,79,8,"+3C","LadyMusgrave_472","LadyMusgrave_472_2021","LadyMusgrave_2021","LadyMusgrave_79_2021","2021-01-25","Seasim",0,"26.01.21","21:36:32",0.2721,0.275,0.2637,0.6725,0.7025,0.6858,0.595,0.609,0.615,0.606333333333333,0.0102632028788938,0.270266666666667,0.686933333333333,"../RawData/PAM/2021/LadyMusgrave_472.csv","LadyMusgrave_2021_8",29.68312222,29.68312222,"Ahya_79a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,106,2,"+6C","LadyMusgrave_473","LadyMusgrave_473_2021","LadyMusgrave_2021","LadyMusgrave_106_2021","2021-01-25","Seasim",0,"26.01.21","21:23:04",0.1608,0.1672,0.2324,0.3696,0.4221,0.6147,0.565,0.604,0.622,0.597,0.029137604568667,0.1868,0.4688,"../RawData/PAM/2021/LadyMusgrave_473.csv","LadyMusgrave_2021_2",32.557,32.557,"Ahya_106a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,107,2,"+6C","LadyMusgrave_474","LadyMusgrave_474_2021","LadyMusgrave_2021","LadyMusgrave_107_2021","2021-01-25","Seasim",0,"26.01.21","21:23:04",0.2235,0.1809,0.2196,0.5225,0.4363,0.5505,0.572,0.585,0.601,0.586,0.014525839046334,0.208,0.5031,"../RawData/PAM/2021/LadyMusgrave_474.csv","LadyMusgrave_2021_2",32.557,32.557,"Ahya_107a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,108,2,"+6C","LadyMusgrave_475","LadyMusgrave_475_2021","LadyMusgrave_2021","LadyMusgrave_108_2021","2021-01-25","Seasim",0,"26.01.21","21:23:04",0.2181,0.2745,0.2324,0.5554,0.6549,0.5686,0.607,0.581,0.591,0.593,0.013114877048604,0.241666666666667,0.592966666666667,"../RawData/PAM/2021/LadyMusgrave_475.csv","LadyMusgrave_2021_2",32.557,32.557,"Ahya_108a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,109,2,"+6C","LadyMusgrave_476","LadyMusgrave_476_2021","LadyMusgrave_2021","LadyMusgrave_109_2021","2021-01-25","Seasim",0,"26.01.21","21:23:04",0.1824,0.2324,0.1765,0.4054,0.5441,0.4324,0.55,0.573,0.592,0.571666666666667,0.0210317220724631,0.1971,0.460633333333333,"../RawData/PAM/2021/LadyMusgrave_476.csv","LadyMusgrave_2021_2",32.557,32.557,"Ahya_109a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,80,11,"+6C","LadyMusgrave_489","LadyMusgrave_489_2021","LadyMusgrave_2021","LadyMusgrave_80_2021","2021-01-25","Seasim",0,"26.01.21","21:31:56",0.2574,0.1995,0.2627,0.5343,0.498,0.4819,0.518,0.599,0.455,0.524,0.0721872564930958,0.239866666666667,0.504733333333333,"../RawData/PAM/2021/LadyMusgrave_489.csv","LadyMusgrave_2021_11",32.53136111,32.53136111,"Ahya_80a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,95,11,"+6C","LadyMusgrave_490","LadyMusgrave_490_2021","LadyMusgrave_2021","LadyMusgrave_95_2021","2021-01-25","Seasim",0,"26.01.21","21:31:56",0.2931,0.3054,0.274,0.6265,0.6828,0.625,0.532,0.553,0.562,0.549,0.0153948043183407,0.290833333333333,0.644766666666667,"../RawData/PAM/2021/LadyMusgrave_490.csv","LadyMusgrave_2021_11",32.53136111,32.53136111,"Ahya_95a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,96,11,"+6C","LadyMusgrave_491","LadyMusgrave_491_2021","LadyMusgrave_2021","LadyMusgrave_96_2021","2021-01-25","Seasim",0,"26.01.21","21:31:56",0.25,0.1833,0.2515,0.4941,0.423,0.5833,0.494,0.567,0.569,0.543333333333333,0.0427356213636041,0.228266666666667,0.500133333333333,"../RawData/PAM/2021/LadyMusgrave_491.csv","LadyMusgrave_2021_11",32.53136111,32.53136111,"Ahya_96a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,97,11,"+6C","LadyMusgrave_492","LadyMusgrave_492_2021","LadyMusgrave_2021","LadyMusgrave_97_2021","2021-01-25","Seasim",0,"26.01.21","21:31:56",0.3402,0.2657,0.2706,0.6407,0.6142,0.5828,0.469,0.567,0.536,0.524,0.0500899191454728,0.292166666666667,0.612566666666667,"../RawData/PAM/2021/LadyMusgrave_492.csv","LadyMusgrave_2021_11",32.53136111,32.53136111,"Ahya_97a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,106,4,"+6C","LadyMusgrave_497","LadyMusgrave_497_2021","LadyMusgrave_2021","LadyMusgrave_106_2021","2021-01-25","Seasim",0,"26.01.21","21:28:14",0.2118,0.1534,0.2549,0.4814,0.3426,0.5353,0.56,0.552,0.524,0.545333333333333,0.0189032625050105,0.2067,0.4531,"../RawData/PAM/2021/LadyMusgrave_497.csv","LadyMusgrave_2021_4",32.69182778,32.69182778,"Ahya_106a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,107,4,"+6C","LadyMusgrave_498","LadyMusgrave_498_2021","LadyMusgrave_2021","LadyMusgrave_107_2021","2021-01-25","Seasim",0,"26.01.21","21:28:14",0.1858,0.2245,0.2333,0.4265,0.5137,0.5304,0.564,0.563,0.56,0.562333333333333,0.00208166599946607,0.214533333333333,0.4902,"../RawData/PAM/2021/LadyMusgrave_498.csv","LadyMusgrave_2021_4",32.69182778,32.69182778,"Ahya_107a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,108,4,"+6C","LadyMusgrave_499","LadyMusgrave_499_2021","LadyMusgrave_2021","LadyMusgrave_108_2021","2021-01-25","Seasim",0,"26.01.21","21:28:14",0.1868,0.2676,0.2162,0.4324,0.6064,0.5108,0.568,0.559,0.577,0.568,0.00899999999999995,0.223533333333333,0.516533333333333,"../RawData/PAM/2021/LadyMusgrave_499.csv","LadyMusgrave_2021_4",32.69182778,32.69182778,"Ahya_108a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,109,4,"+6C","LadyMusgrave_500","LadyMusgrave_500_2021","LadyMusgrave_2021","LadyMusgrave_109_2021","2021-01-25","Seasim",0,"26.01.21","21:28:14",0.2441,0.2412,0.2196,0.5417,0.5417,0.4843,0.549,0.555,0.547,0.550333333333333,0.00416333199893227,0.234966666666667,0.522566666666667,"../RawData/PAM/2021/LadyMusgrave_500.csv","LadyMusgrave_2021_4",32.69182778,32.69182778,"Ahya_109a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,102,4,"+6C","LadyMusgrave_517","LadyMusgrave_517_2021","LadyMusgrave_2021","LadyMusgrave_102_2021","2021-01-25","Seasim",0,"26.01.21","21:26:27",0.2279,0.1848,0.1539,0.5363,0.4603,0.3907,0.575,0.599,0.606,0.593333333333333,0.0162583311976763,0.188866666666667,0.462433333333333,"../RawData/PAM/2021/LadyMusgrave_517.csv","LadyMusgrave_2021_4",32.69182778,32.69182778,"Ahya_102a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,103,4,"+6C","LadyMusgrave_518","LadyMusgrave_518_2021","LadyMusgrave_2021","LadyMusgrave_103_2021","2021-01-25","Seasim",0,"26.01.21","21:26:27",0.2304,0.2407,0.2279,0.5662,0.6029,0.5382,0.593,0.601,0.577,0.590333333333333,0.0122202018532156,0.233,0.5691,"../RawData/PAM/2021/LadyMusgrave_518.csv","LadyMusgrave_2021_4",32.69182778,32.69182778,"Ahya_103a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,104,4,"+6C","LadyMusgrave_519","LadyMusgrave_519_2021","LadyMusgrave_2021","LadyMusgrave_104_2021","2021-01-25","Seasim",0,"26.01.21","21:26:27",0.2127,0.2069,0.2333,0.4848,0.476,0.5358,0.561,0.565,0.565,0.563666666666667,0.00230940107675844,0.217633333333333,0.498866666666667,"../RawData/PAM/2021/LadyMusgrave_519.csv","LadyMusgrave_2021_4",32.69182778,32.69182778,"Ahya_104a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,105,4,"+6C","LadyMusgrave_520","LadyMusgrave_520_2021","LadyMusgrave_2021","LadyMusgrave_105_2021","2021-01-25","Seasim",0,"26.01.21","21:26:27",0.1819,0.1814,0.2363,0.45,0.4539,0.5853,0.596,0.6,0.596,0.597333333333333,0.00230940107675851,0.199866666666667,0.4964,"../RawData/PAM/2021/LadyMusgrave_520.csv","LadyMusgrave_2021_4",32.69182778,32.69182778,"Ahya_105a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,110,10,"+3C","LadyMusgrave_521","LadyMusgrave_521_2021","LadyMusgrave_2021","LadyMusgrave_110_2021","2021-01-25","Seasim",0,"26.01.21","21:39:35",0.1784,0.1608,0.1613,0.4721,0.4049,0.4074,0.622,0.603,0.604,0.609666666666667,0.0106926766215636,0.166833333333333,0.428133333333333,"../RawData/PAM/2021/LadyMusgrave_521.csv","LadyMusgrave_2021_10",29.75627778,29.75627778,"Ahya_110a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,119,10,"+3C","LadyMusgrave_522","LadyMusgrave_522_2021","LadyMusgrave_2021","LadyMusgrave_119_2021","2021-01-25","Seasim",0,"26.01.21","21:39:35",0.2784,0.3083,0.2426,0.6608,0.6314,0.576,0.579,0.512,0.579,0.556666666666667,0.0386824680357049,0.276433333333333,0.622733333333333,"../RawData/PAM/2021/LadyMusgrave_522.csv","LadyMusgrave_2021_10",29.75627778,29.75627778,"Ahya_119a"
"LadyMusgrave","Lady Musgrave","Lady Musgrave",2021,112,10,"+3C","LadyMusgrave_523","LadyMusgrave_523_2021","LadyMusgrave_2021","LadyMusgrave_112_2021","2021-01-25","Seasim",0,"26.01.21","21:39:35",0.1691,0.2029,0.226,0.4059,0.5059,0.5392,0.583,0.599,0.581,0.587666666666667,0.0098657657246325,0.199333333333333,0.483666666666667,"../RawData/PAM/2021/LadyMusgrave_523.csv","LadyMusgrave_2021_10",29.75627778,29.75627778,"Ahya_112a"
