"Site","Site.name","Reef.name","SampleYear","Genotype","Tank","Treatment","Site_Rack","Site_Rack_Year","Site_year","Site_geno_year","Collection.date","Type","Qualityscore","PAM_date","PAM_time","F1","F2","F3","Fm.1","Fm.2","Fm.3","Y.II.1","Y.II.2","Y.II.3","Y.II.mean","Y.II.sd","F0mean","FMmean","file","Site_year_tank","meanTemp_hold","meanTemp_hold_corr","eventID"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,87,11,"+6C","NorthDirection-24March_703","NorthDirection-24March_703_2021","NorthDirection-24March_2021","NorthDirection-24March_87_2021","2021-03-23","Seasim",0,"24.03.21","21:11:19",0.1907,0.2324,0.152,0.4706,0.5382,0.3485,0.595,0.568,0.564,0.575666666666667,0.0168621864932557,0.1917,0.452433333333333,"../RawData/PAM/2021/NorthDirection-24March_703.csv","NorthDirection-24March_2021_11",34.42957542,34.42957542,"Ahya_87"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,88,11,"+6C","NorthDirection-24March_704","NorthDirection-24March_704_2021","NorthDirection-24March_2021","NorthDirection-24March_88_2021","2021-03-23","Seasim",0,"24.03.21","21:11:19",0.201,0.1819,0.2172,0.4034,0.3873,0.4696,0.502,0.53,0.538,0.523333333333333,0.0189032625050105,0.200033333333333,0.4201,"../RawData/PAM/2021/NorthDirection-24March_704.csv","NorthDirection-24March_2021_11",34.42957542,34.42957542,"Ahya_88"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,89,11,"+6C","NorthDirection-24March_945","NorthDirection-24March_945_2021","NorthDirection-24March_2021","NorthDirection-24March_89_2021","2021-03-23","Seasim",0,"24.03.21","21:10:18",0.2211,0.2309,0.1863,0.6078,0.6652,0.5137,0.636,0.653,0.637,0.642,0.00953939201416946,0.212766666666667,0.595566666666667,"../RawData/PAM/2021/NorthDirection-24March_945.csv","NorthDirection-24March_2021_11",34.42957542,34.42957542,"Ahya_89"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,90,11,"+6C","NorthDirection-24March_946","NorthDirection-24March_946_2021","NorthDirection-24March_2021","NorthDirection-24March_90_2021","2021-03-23","Seasim",0,"24.03.21","21:10:18",0.3127,0.3745,0.3657,0.6868,0.7196,0.7069,0.545,0.48,0.483,0.502666666666667,0.0366924152016917,0.350966666666667,0.704433333333333,"../RawData/PAM/2021/NorthDirection-24March_946.csv","NorthDirection-24March_2021_11",34.42957542,34.42957542,"Ahya_90"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,91,11,"+6C","NorthDirection-24March_947","NorthDirection-24March_947_2021","NorthDirection-24March_2021","NorthDirection-24March_91_2021","2021-03-23","Seasim",0,"24.03.21","21:10:18",0.2152,0.2029,0.1966,0.5363,0.5441,0.5299,0.599,0.627,0.629,0.618333333333333,0.0167729941672122,0.2049,0.536766666666667,"../RawData/PAM/2021/NorthDirection-24March_947.csv","NorthDirection-24March_2021_11",34.42957542,34.42957542,"Ahya_91"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,92,11,"+6C","NorthDirection-24March_948","NorthDirection-24March_948_2021","NorthDirection-24March_2021","NorthDirection-24March_92_2021","2021-03-23","Seasim",0,"24.03.21","21:10:18",0.2784,0.2436,0.2132,0.623,0.5887,0.5368,0.553,0.586,0.603,0.580666666666667,0.0254230866208911,0.245066666666667,0.582833333333333,"../RawData/PAM/2021/NorthDirection-24March_948.csv","NorthDirection-24March_2021_11",34.42957542,34.42957542,"Ahya_92"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,93,11,"+6C","NorthDirection-24March_329","NorthDirection-24March_329_2021","NorthDirection-24March_2021","NorthDirection-24March_93_2021","2021-03-23","Seasim",0,"24.03.21","21:10:54",0.2299,0.2191,0.2392,0.5152,0.4961,0.525,0.554,0.558,0.544,0.552,0.00721110255092799,0.2294,0.5121,"../RawData/PAM/2021/NorthDirection-24March_329.csv","NorthDirection-24March_2021_11",34.42957542,34.42957542,"Ahya_93"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,94,11,"+6C","NorthDirection-24March_330","NorthDirection-24March_330_2021","NorthDirection-24March_2021","NorthDirection-24March_94_2021","2021-03-23","Seasim",0,"24.03.21","21:10:54",0.2961,0.3289,0.2725,0.5873,0.7353,0.6716,0.496,0.553,0.594,0.547666666666667,0.0492172056636024,0.299166666666667,0.664733333333333,"../RawData/PAM/2021/NorthDirection-24March_330.csv","NorthDirection-24March_2021_11",34.42957542,34.42957542,"Ahya_94"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,95,11,"+6C","NorthDirection-24March_331","NorthDirection-24March_331_2021","NorthDirection-24March_2021","NorthDirection-24March_95_2021","2021-03-23","Seasim",0,"24.03.21","21:10:54",0.2142,0.2157,0.2186,0.5201,0.5338,0.5348,0.588,0.596,0.591,0.591666666666667,0.00404145188432738,0.216166666666667,0.529566666666667,"../RawData/PAM/2021/NorthDirection-24March_331.csv","NorthDirection-24March_2021_11",34.42957542,34.42957542,"Ahya_95b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,96,11,"+6C","NorthDirection-24March_332","NorthDirection-24March_332_2021","NorthDirection-24March_2021","NorthDirection-24March_96_2021","2021-03-23","Seasim",0,"24.03.21","21:10:54",0.2446,0.2554,0.2642,0.5186,0.598,0.6211,0.528,0.573,0.575,0.558666666666667,0.0265769323537035,0.254733333333333,0.579233333333333,"../RawData/PAM/2021/NorthDirection-24March_332.csv","NorthDirection-24March_2021_11",34.42957542,34.42957542,"Ahya_96b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,73,12,"+9C","NorthDirection-24March_897","NorthDirection-24March_897_2021","NorthDirection-24March_2021","NorthDirection-24March_73_2021","2021-03-23","Seasim",0,"24.03.21","21:00:55",0.0843,0.0716,0.0819,0.0961,0.0882,0.0961,0.122,0.189,0.148,0.153,0.0337786915081091,0.0792666666666667,0.0934666666666667,"../RawData/PAM/2021/NorthDirection-24March_897.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_73b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,74,12,"+9C","NorthDirection-24March_898","NorthDirection-24March_898_2021","NorthDirection-24March_2021","NorthDirection-24March_74_2021","2021-03-23","Seasim",0,"24.03.21","21:00:55",0.3093,0.2672,0.1814,0.349,0.3059,0.2181,0.114,0.127,0.169,0.136666666666667,0.0287460142164672,0.252633333333333,0.291,"../RawData/PAM/2021/NorthDirection-24March_898.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_74b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,75,12,"+9C","NorthDirection-24March_899","NorthDirection-24March_899_2021","NorthDirection-24March_2021","NorthDirection-24March_75_2021","2021-03-23","Seasim",0,"24.03.21","21:00:55",0.0672,0.073,0.0975,0.0755,0.0814,0.1069,0.11,0.102,0.087,0.0996666666666667,0.0116761865920913,0.0792333333333333,0.0879333333333333,"../RawData/PAM/2021/NorthDirection-24March_899.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_75b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,76,12,"+9C","NorthDirection-24March_900","NorthDirection-24March_900_2021","NorthDirection-24March_2021","NorthDirection-24March_76_2021","2021-03-23","Seasim",0,"24.03.21","21:00:55",0.1206,0.1284,0.1583,0.1426,0.1623,0.1971,0.155,0.208,0.197,0.186666666666667,0.0279702222610642,0.135766666666667,0.167333333333333,"../RawData/PAM/2021/NorthDirection-24March_900.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_76b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,77,12,"+9C","NorthDirection-24March_449","NorthDirection-24March_449_2021","NorthDirection-24March_2021","NorthDirection-24March_77_2021","2021-03-23","Seasim",0,"24.03.21","20:59:54",0.0554,0.0775,0.076,0.0647,0.0971,0.0926,0.144,0.202,0.18,0.175333333333333,0.029280255007997,0.0696333333333333,0.0848,"../RawData/PAM/2021/NorthDirection-24March_449.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_77b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,78,12,"+9C","NorthDirection-24March_450","NorthDirection-24March_450_2021","NorthDirection-24March_2021","NorthDirection-24March_78_2021","2021-03-23","Seasim",0,"24.03.21","20:59:54",0.1721,0.1652,0.1725,0.1902,0.2015,0.2054,0.095,0.18,0.16,0.145,0.0444409720865779,0.169933333333333,0.199033333333333,"../RawData/PAM/2021/NorthDirection-24March_450.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_78b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,79,12,"+9C","NorthDirection-24March_451","NorthDirection-24March_451_2021","NorthDirection-24March_2021","NorthDirection-24March_79_2021","2021-03-23","Seasim",0,"24.03.21","20:59:54",0.0936,0.0853,0.1363,0.102,0.0941,0.1549,0.082,0.094,0.12,0.0986666666666667,0.0194250697124446,0.105066666666667,0.117,"../RawData/PAM/2021/NorthDirection-24March_451.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_79b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,80,12,"+9C","NorthDirection-24March_452","NorthDirection-24March_452_2021","NorthDirection-24March_2021","NorthDirection-24March_80_2021","2021-03-23","Seasim",0,"24.03.21","20:59:54",0.1074,0.2113,0.1436,0.151,0.2941,0.1922,0.289,0.282,0.253,0.274666666666667,0.0190875177362939,0.1541,0.212433333333333,"../RawData/PAM/2021/NorthDirection-24March_452.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_80b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,82,12,"+9C","NorthDirection-24March_657","NorthDirection-24March_657_2021","NorthDirection-24March_2021","NorthDirection-24March_82_2021","2021-03-23","Seasim",0,"24.03.21","20:59:36",0.0598,0.0544,0.0583,0.0765,0.0755,0.0657,0.218,0.279,0.112,0.203,0.084504437753292,0.0575,0.0725666666666667,"../RawData/PAM/2021/NorthDirection-24March_657.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_82b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,81,12,"+9C","NorthDirection-24March_658","NorthDirection-24March_658_2021","NorthDirection-24March_2021","NorthDirection-24March_81_2021","2021-03-23","Seasim",0,"24.03.21","20:59:36",0.1784,0.1098,0.101,0.2142,0.1529,0.1397,0.167,0.282,0.277,0.242,0.065,0.129733333333333,0.168933333333333,"../RawData/PAM/2021/NorthDirection-24March_658.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_81b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,83,12,"+9C","NorthDirection-24March_659","NorthDirection-24March_659_2021","NorthDirection-24March_2021","NorthDirection-24March_83_2021","2021-03-23","Seasim",0,"24.03.21","20:59:36",0.1333,0.0775,0.0824,0.1525,0.0971,0.101,0.125,0.202,0.184,0.170333333333333,0.0402781992315115,0.0977333333333333,0.116866666666667,"../RawData/PAM/2021/NorthDirection-24March_659.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_83b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,84,12,"+9C","NorthDirection-24March_660","NorthDirection-24March_660_2021","NorthDirection-24March_2021","NorthDirection-24March_84_2021","2021-03-23","Seasim",0,"24.03.21","20:59:36",0.2461,0.1775,0.1686,0.2667,0.2078,0.1956,0.077,0.146,0.138,0.120333333333333,0.0377403409276246,0.1974,0.223366666666667,"../RawData/PAM/2021/NorthDirection-24March_660.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_84b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,85,12,"+9C","NorthDirection-24March_677","NorthDirection-24March_677_2021","NorthDirection-24March_2021","NorthDirection-24March_85_2021","2021-03-23","Seasim",0,"24.03.21","20:59:19",0.0819,0.0564,0.0985,0.0917,0.0681,0.1132,0.107,0.173,0.13,0.136666666666667,0.0335012437580059,0.0789333333333333,0.091,"../RawData/PAM/2021/NorthDirection-24March_677.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_85"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,86,12,"+9C","NorthDirection-24March_678","NorthDirection-24March_678_2021","NorthDirection-24March_2021","NorthDirection-24March_86_2021","2021-03-23","Seasim",0,"24.03.21","20:59:19",0.1132,0.1225,0.1167,0.1657,0.1765,0.1583,0.317,0.306,0.263,0.295333333333333,0.0285365263010993,0.117466666666667,0.166833333333333,"../RawData/PAM/2021/NorthDirection-24March_678.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_86"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,87,12,"+9C","NorthDirection-24March_679","NorthDirection-24March_679_2021","NorthDirection-24March_2021","NorthDirection-24March_87_2021","2021-03-23","Seasim",0,"24.03.21","20:59:19",0.0745,0.0912,0.0574,0.0956,0.1206,0.0676,0.221,0.244,0.152,0.205666666666667,0.0478783179877211,0.0743666666666667,0.0946,"../RawData/PAM/2021/NorthDirection-24March_679.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_87"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,88,12,"+9C","NorthDirection-24March_680","NorthDirection-24March_680_2021","NorthDirection-24March_2021","NorthDirection-24March_88_2021","2021-03-23","Seasim",0,"24.03.21","20:59:19",0.099,0.0623,0.0725,0.1049,0.0676,0.0779,0.056,0.08,0.069,0.0683333333333333,0.0120138808606267,0.0779333333333333,0.0834666666666667,"../RawData/PAM/2021/NorthDirection-24March_680.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_88"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,89,12,"+9C","NorthDirection-24March_853","NorthDirection-24March_853_2021","NorthDirection-24March_2021","NorthDirection-24March_89_2021","2021-03-23","Seasim",0,"24.03.21","21:00:13",0.1304,0.1083,0.0926,0.1495,0.1368,0.1078,0.128,0.208,0.141,0.159,0.0429301758673314,0.110433333333333,0.131366666666667,"../RawData/PAM/2021/NorthDirection-24March_853.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_89"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,90,12,"+9C","NorthDirection-24March_854","NorthDirection-24March_854_2021","NorthDirection-24March_2021","NorthDirection-24March_90_2021","2021-03-23","Seasim",0,"24.03.21","21:00:13",0.1461,0.1304,0.1387,0.1725,0.15,0.1647,0.153,0.131,0.158,0.147333333333333,0.0143643076176102,0.1384,0.1624,"../RawData/PAM/2021/NorthDirection-24March_854.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_90"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,91,12,"+9C","NorthDirection-24March_855","NorthDirection-24March_855_2021","NorthDirection-24March_2021","NorthDirection-24March_91_2021","2021-03-23","Seasim",0,"24.03.21","21:00:13",0.1627,0.2123,0.2108,0.1966,0.274,0.2745,0.172,0.225,0.232,0.209666666666667,0.0328075194632775,0.195266666666667,0.248366666666667,"../RawData/PAM/2021/NorthDirection-24March_855.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_91"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,92,12,"+9C","NorthDirection-24March_856","NorthDirection-24March_856_2021","NorthDirection-24March_2021","NorthDirection-24March_92_2021","2021-03-23","Seasim",0,"24.03.21","21:00:13",0.2181,0.224,0.1333,0.2525,0.2676,0.1725,0.136,0.163,0.227,0.175333333333333,0.0467368519835615,0.1918,0.230866666666667,"../RawData/PAM/2021/NorthDirection-24March_856.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_92"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,93,12,"+9C","NorthDirection-24March_613","NorthDirection-24March_613_2021","NorthDirection-24March_2021","NorthDirection-24March_93_2021","2021-03-23","Seasim",0,"24.03.21","21:00:37",0.3127,0.1358,0.1887,0.3902,0.1711,0.2765,0.198,0.206,0.317,0.240333333333333,0.0665156623159789,0.2124,0.279266666666667,"../RawData/PAM/2021/NorthDirection-24March_613.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_93"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,94,12,"+9C","NorthDirection-24March_614","NorthDirection-24March_614_2021","NorthDirection-24March_2021","NorthDirection-24March_94_2021","2021-03-23","Seasim",0,"24.03.21","21:00:37",0.0794,0.1534,0.1025,0.1044,0.227,0.1348,0.239,0.324,0.24,0.267666666666667,0.0487886598845811,0.111766666666667,0.1554,"../RawData/PAM/2021/NorthDirection-24March_614.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_94"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,95,12,"+9C","NorthDirection-24March_615","NorthDirection-24March_615_2021","NorthDirection-24March_2021","NorthDirection-24March_95_2021","2021-03-23","Seasim",0,"24.03.21","21:00:37",0.1059,0.0887,0.0657,0.1338,0.1132,0.0843,0.209,0.216,0.221,0.215333333333333,0.00602771377334171,0.0867666666666667,0.110433333333333,"../RawData/PAM/2021/NorthDirection-24March_615.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_95b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,96,12,"+9C","NorthDirection-24March_616","NorthDirection-24March_616_2021","NorthDirection-24March_2021","NorthDirection-24March_96_2021","2021-03-23","Seasim",0,"24.03.21","21:00:37",0.1078,0.0936,0.1328,0.1485,0.1294,0.1784,0.274,0.277,0.255,0.268666666666667,0.0119303534454489,0.1114,0.1521,"../RawData/PAM/2021/NorthDirection-24March_616.csv","NorthDirection-24March_2021_12",37.29422905,37.29422905,"Ahya_96b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,73,13,"MMM","NorthDirection-24March_977","NorthDirection-24March_977_2021","NorthDirection-24March_2021","NorthDirection-24March_73_2021","2021-03-23","Seasim",0,"24.03.21","21:30:18",0.2108,0.177,0.2103,0.5098,0.4314,0.526,0.587,0.59,0.6,0.592333333333333,0.00680685928555405,0.199366666666667,0.489066666666667,"../RawData/PAM/2021/NorthDirection-24March_977.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_73b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,74,13,"MMM","NorthDirection-24March_978","NorthDirection-24March_978_2021","NorthDirection-24March_2021","NorthDirection-24March_74_2021","2021-03-23","Seasim",0,"24.03.21","21:30:18",0.2225,0.2941,0.2696,0.5485,0.6868,0.6348,0.594,0.572,0.575,0.580333333333333,0.0119303534454489,0.262066666666667,0.623366666666667,"../RawData/PAM/2021/NorthDirection-24March_978.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_74b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,75,13,"MMM","NorthDirection-24March_979","NorthDirection-24March_979_2021","NorthDirection-24March_2021","NorthDirection-24March_75_2021","2021-03-23","Seasim",0,"24.03.21","21:30:18",0.1975,0.1931,0.2029,0.498,0.4064,0.5103,0.603,0.525,0.602,0.576666666666667,0.0447474394053261,0.197833333333333,0.471566666666667,"../RawData/PAM/2021/NorthDirection-24March_979.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_75b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,76,13,"MMM","NorthDirection-24March_980","NorthDirection-24March_980_2021","NorthDirection-24March_2021","NorthDirection-24March_76_2021","2021-03-23","Seasim",0,"24.03.21","21:30:18",0.2069,0.2431,0.227,0.5123,0.5799,0.5338,0.596,0.581,0.575,0.584,0.010816653826392,0.225666666666667,0.542,"../RawData/PAM/2021/NorthDirection-24March_980.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_76b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,77,13,"MMM","NorthDirection-24March_965","NorthDirection-24March_965_2021","NorthDirection-24March_2021","NorthDirection-24March_77_2021","2021-03-23","Seasim",0,"24.03.21","21:30:41",0.2123,0.1794,0.2123,0.5108,0.4172,0.4946,0.584,0.57,0.571,0.575,0.00781024967590666,0.201333333333333,0.4742,"../RawData/PAM/2021/NorthDirection-24March_965.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_77b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,78,13,"MMM","NorthDirection-24March_966","NorthDirection-24March_966_2021","NorthDirection-24March_2021","NorthDirection-24March_78_2021","2021-03-23","Seasim",0,"24.03.21","21:30:41",0.2137,0.2623,0.198,0.5235,0.6333,0.4985,0.592,0.586,0.603,0.593666666666667,0.00862167810425172,0.224666666666667,0.551766666666667,"../RawData/PAM/2021/NorthDirection-24March_966.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_78b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,79,13,"MMM","NorthDirection-24March_967","NorthDirection-24March_967_2021","NorthDirection-24March_2021","NorthDirection-24March_79_2021","2021-03-23","Seasim",0,"24.03.21","21:30:41",0.2338,0.2559,0.2196,0.5309,0.5926,0.5181,0.56,0.568,0.576,0.568,0.00799999999999995,0.236433333333333,0.5472,"../RawData/PAM/2021/NorthDirection-24March_967.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_79b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,80,13,"MMM","NorthDirection-24March_968","NorthDirection-24March_968_2021","NorthDirection-24March_2021","NorthDirection-24March_80_2021","2021-03-23","Seasim",0,"24.03.21","21:30:41",0.2824,0.2966,0.2995,0.6574,0.6794,0.7093,0.57,0.563,0.578,0.570333333333333,0.00750555349946514,0.292833333333333,0.682033333333333,"../RawData/PAM/2021/NorthDirection-24March_968.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_80b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,82,13,"MMM","NorthDirection-24March_969","NorthDirection-24March_969_2021","NorthDirection-24March_2021","NorthDirection-24March_82_2021","2021-03-23","Seasim",0,"24.03.21","21:31:37",0.2157,0.1902,0.1755,0.6034,0.5127,0.4784,0.643,0.629,0.633,0.635,0.00721110255092799,0.1938,0.5315,"../RawData/PAM/2021/NorthDirection-24March_969.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_82b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,81,13,"MMM","NorthDirection-24March_970","NorthDirection-24March_970_2021","NorthDirection-24March_2021","NorthDirection-24March_81_2021","2021-03-23","Seasim",0,"24.03.21","21:31:37",0.2005,0.2549,0.2328,0.5735,0.7304,0.6554,0.65,0.651,0.645,0.648666666666667,0.00321455025366432,0.2294,0.6531,"../RawData/PAM/2021/NorthDirection-24March_970.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_81b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,83,13,"MMM","NorthDirection-24March_971","NorthDirection-24March_971_2021","NorthDirection-24March_2021","NorthDirection-24March_83_2021","2021-03-23","Seasim",0,"24.03.21","21:31:37",0.1696,0.1784,0.2299,0.4985,0.5461,0.6471,0.66,0.673,0.645,0.659333333333333,0.0140118997046558,0.192633333333333,0.5639,"../RawData/PAM/2021/NorthDirection-24March_971.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_83b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,84,13,"MMM","NorthDirection-24March_972","NorthDirection-24March_972_2021","NorthDirection-24March_2021","NorthDirection-24March_84_2021","2021-03-23","Seasim",0,"24.03.21","21:31:37",0.2495,0.2475,0.2324,0.6926,0.6961,0.6608,0.64,0.644,0.648,0.644,0.004,0.243133333333333,0.683166666666667,"../RawData/PAM/2021/NorthDirection-24March_972.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_84b"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,85,13,"MMM","NorthDirection-24March_941","NorthDirection-24March_941_2021","NorthDirection-24March_2021","NorthDirection-24March_85_2021","2021-03-23","Seasim",0,"24.03.21","21:31:55",0.1877,0.1848,0.1819,0.4735,0.4608,0.4549,0.604,0.599,0.6,0.601,0.00264575131106459,0.1848,0.463066666666667,"../RawData/PAM/2021/NorthDirection-24March_941.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_85"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,86,13,"MMM","NorthDirection-24March_942","NorthDirection-24March_942_2021","NorthDirection-24March_2021","NorthDirection-24March_86_2021","2021-03-23","Seasim",0,"24.03.21","21:31:55",0.1975,0.25,0.2529,0.5343,0.6711,0.6657,0.63,0.627,0.62,0.625666666666667,0.00513160143944689,0.233466666666667,0.6237,"../RawData/PAM/2021/NorthDirection-24March_942.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_86"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,87,13,"MMM","NorthDirection-24March_943","NorthDirection-24March_943_2021","NorthDirection-24March_2021","NorthDirection-24March_87_2021","2021-03-23","Seasim",0,"24.03.21","21:31:55",0.1647,0.1863,0.2304,0.4201,0.4721,0.5922,0.608,0.605,0.611,0.608,0.003,0.1938,0.4948,"../RawData/PAM/2021/NorthDirection-24March_943.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_87"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,88,13,"MMM","NorthDirection-24March_944","NorthDirection-24March_944_2021","NorthDirection-24March_2021","NorthDirection-24March_88_2021","2021-03-23","Seasim",0,"24.03.21","21:31:55",0.2696,0.2642,0.2637,0.6446,0.6343,0.6279,0.582,0.583,0.58,0.581666666666667,0.00152752523165195,0.265833333333333,0.6356,"../RawData/PAM/2021/NorthDirection-24March_944.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_88"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,89,13,"MMM","NorthDirection-24March_973","NorthDirection-24March_973_2021","NorthDirection-24March_2021","NorthDirection-24March_89_2021","2021-03-23","Seasim",0,"24.03.21","21:31:17",0.2456,0.1466,0.1961,0.7029,0.3897,0.5436,0.651,0.624,0.639,0.638,0.0135277492584687,0.1961,0.5454,"../RawData/PAM/2021/NorthDirection-24March_973.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_89"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,90,13,"MMM","NorthDirection-24March_974","NorthDirection-24March_974_2021","NorthDirection-24March_2021","NorthDirection-24March_90_2021","2021-03-23","Seasim",0,"24.03.21","21:31:17",0.2431,0.3608,0.2936,0.577,0.773,0.725,0.579,0.533,0.595,0.569,0.0321869538788621,0.299166666666667,0.691666666666667,"../RawData/PAM/2021/NorthDirection-24March_974.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_90"
"NorthDirection-24March","North Direction","North Direction Island Reef",2021,91,13,"MMM","NorthDirection-24March_975","NorthDirection-24March_975_2021","NorthDirection-24March_2021","NorthDirection-24March_91_2021","2021-03-23","Seasim",0,"24.03.21","21:31:17",0.1593,0.2578,0.2015,0.4324,0.6333,0.5074,0.632,0.593,0.603,0.609333333333333,0.0202566861389847,0.2062,0.524366666666667,"../RawData/PAM/2021/NorthDirection-24March_975.csv","NorthDirection-24March_2021_13",29.7423743,29.7423743,"Ahya_91"
