"Site","Site_year","SampleYear","Tank","Site_Rack","Genotype","Rack.Pos","Treatment","MedNDVI","Label","Site_geno_year","Site_year_tank","eventID"
"Davies","Davies_2021",2021,1,"Davies_129",335,129,"+9C",0.0996530801057816,"Davies_2021_5am_129","Davies_335_2021","Davies_2021_1","Ahya_335"
"Davies","Davies_2021",2021,1,"Davies_130",336,130,"+9C",0.161005333065987,"Davies_2021_5am_130","Davies_336_2021","Davies_2021_1","Ahya_336"
"Davies","Davies_2021",2021,1,"Davies_131",337,131,"+9C",0.0953115522861481,"Davies_2021_5am_131","Davies_337_2021","Davies_2021_1","Ahya_337"
"Davies","Davies_2021",2021,1,"Davies_132",338,132,"+9C",0.173908293247223,"Davies_2021_5am_132","Davies_338_2021","Davies_2021_1","Ahya_338"
"Davies","Davies_2021",2021,1,"Davies_1105",359,1105,"+9C",0.112312883138657,"Davies_2021_5am_1105","Davies_359_2021","Davies_2021_1","Ahya_359"
"Davies","Davies_2021",2021,1,"Davies_1106",360,1106,"+9C",0.123645924031734,"Davies_2021_5am_1106","Davies_360_2021","Davies_2021_1","Ahya_360"
"Davies","Davies_2021",2021,1,"Davies_865",343,865,"+9C",0.150616928935051,"Davies_2021_5am_865","Davies_343_2021","Davies_2021_1","Ahya_343"
"Davies","Davies_2021",2021,1,"Davies_866",344,866,"+9C",0.107000097632408,"Davies_2021_5am_866","Davies_344_2021","Davies_2021_1","Ahya_344"
"Davies","Davies_2021",2021,1,"Davies_867",345,867,"+9C",0.143947243690491,"Davies_2021_5am_867","Davies_345_2021","Davies_2021_1","Ahya_345"
"Davies","Davies_2021",2021,1,"Davies_868",346,868,"+9C",0.138512060046196,"Davies_2021_5am_868","Davies_346_2021","Davies_2021_1","Ahya_346"
"Davies","Davies_2021",2021,10,"Davies_1005",355,1005,"+3C",0.62255597114563,"Davies_2021_5am_1005","Davies_355_2021","Davies_2021_10","Ahya_355"
"Davies","Davies_2021",2021,10,"Davies_1006",356,1006,"+3C",0.41177636384964,"Davies_2021_5am_1006","Davies_356_2021","Davies_2021_10","Ahya_356"
"Davies","Davies_2021",2021,10,"Davies_1007",357,1007,"+3C",0.579156875610352,"Davies_2021_5am_1007","Davies_357_2021","Davies_2021_10","Ahya_357"
"Davies","Davies_2021",2021,10,"Davies_1008",358,1008,"+3C",0.373405009508133,"Davies_2021_5am_1008","Davies_358_2021","Davies_2021_10","Ahya_358"
"Davies","Davies_2021",2021,10,"Davies_1073",347,1073,"+3C",0.539863348007202,"Davies_2021_5am_1073","Davies_347_2021","Davies_2021_10","Ahya_347"
"Davies","Davies_2021",2021,10,"Davies_1074",348,1074,"+3C",0.505112051963806,"Davies_2021_5am_1074","Davies_348_2021","Davies_2021_10","Ahya_348"
"Davies","Davies_2021",2021,10,"Davies_1075",349,1075,"+3C",0.464038670063019,"Davies_2021_5am_1075","Davies_349_2021","Davies_2021_10","Ahya_349"
"Davies","Davies_2021",2021,10,"Davies_1076",350,1076,"+3C",0.525101900100708,"Davies_2021_5am_1076","Davies_350_2021","Davies_2021_10","Ahya_350"
"Davies","Davies_2021",2021,10,"Davies_125",359,125,"+3C",0.571329176425934,"Davies_2021_5am_125","Davies_359_2021","Davies_2021_10","Ahya_359"
"Davies","Davies_2021",2021,10,"Davies_126",360,126,"+3C",0.302766293287277,"Davies_2021_5am_126","Davies_360_2021","Davies_2021_10","Ahya_360"
"Davies","Davies_2021",2021,10,"Davies_1069",351,1069,"+3C",0.708903193473816,"Davies_2021_5am_1069","Davies_351_2021","Davies_2021_10","Ahya_351"
"Davies","Davies_2021",2021,10,"Davies_1070",352,1070,"+3C",0.671911358833313,"Davies_2021_5am_1070","Davies_352_2021","Davies_2021_10","Ahya_352"
"Davies","Davies_2021",2021,10,"Davies_1071",353,1071,"+3C",0.56116259098053,"Davies_2021_5am_1071","Davies_353_2021","Davies_2021_10","Ahya_353"
"Davies","Davies_2021",2021,10,"Davies_1072",354,1072,"+3C",0.61989688873291,"Davies_2021_5am_1072","Davies_354_2021","Davies_2021_10","Ahya_354"
"Davies","Davies_2021",2021,10,"Davies_833",339,833,"+3C",0.704950332641602,"Davies_2021_5am_833","Davies_339_2021","Davies_2021_10","Ahya_339"
"Davies","Davies_2021",2021,10,"Davies_834",340,834,"+3C",0.46970546245575,"Davies_2021_5am_834","Davies_340_2021","Davies_2021_10","Ahya_340"
"Davies","Davies_2021",2021,10,"Davies_835",341,835,"+3C",0.593842506408691,"Davies_2021_5am_835","Davies_341_2021","Davies_2021_10","Ahya_341"
"Davies","Davies_2021",2021,10,"Davies_836",342,836,"+3C",0.484749376773834,"Davies_2021_5am_836","Davies_342_2021","Davies_2021_10","Ahya_342"
"Davies","Davies_2021",2021,10,"Davies_601",335,601,"+3C",0.393475651741028,"Davies_2021_5am_601","Davies_335_2021","Davies_2021_10","Ahya_335"
"Davies","Davies_2021",2021,10,"Davies_602",336,602,"+3C",0.600734710693359,"Davies_2021_5am_602","Davies_336_2021","Davies_2021_10","Ahya_336"
"Davies","Davies_2021",2021,10,"Davies_603",337,603,"+3C",0.56393563747406,"Davies_2021_5am_603","Davies_337_2021","Davies_2021_10","Ahya_337"
"Davies","Davies_2021",2021,10,"Davies_604",338,604,"+3C",0.389568030834198,"Davies_2021_5am_604","Davies_338_2021","Davies_2021_10","Ahya_338"
"Davies","Davies_2021",2021,10,"Davies_133",343,133,"+3C",0.404401481151581,"Davies_2021_5am_133","Davies_343_2021","Davies_2021_10","Ahya_343"
"Davies","Davies_2021",2021,10,"Davies_134",344,134,"+3C",0.635921776294708,"Davies_2021_5am_134","Davies_344_2021","Davies_2021_10","Ahya_344"
"Davies","Davies_2021",2021,10,"Davies_135",345,135,"+3C",0.635579288005829,"Davies_2021_5am_135","Davies_345_2021","Davies_2021_10","Ahya_345"
"Davies","Davies_2021",2021,10,"Davies_136",346,136,"+3C",0.508700668811798,"Davies_2021_5am_136","Davies_346_2021","Davies_2021_10","Ahya_346"
"Davies","Davies_2021",2021,10,"Davies_537",331,537,"+3C",0.437751889228821,"Davies_2021_5am_537","Davies_331_2021","Davies_2021_10","Ahya_331"
"Davies","Davies_2021",2021,10,"Davies_538",332,538,"+3C",0.379992246627808,"Davies_2021_5am_538","Davies_332_2021","Davies_2021_10","Ahya_332"
"Davies","Davies_2021",2021,10,"Davies_539",333,539,"+3C",0.509503245353699,"Davies_2021_5am_539","Davies_333_2021","Davies_2021_10","Ahya_333"
"Davies","Davies_2021",2021,10,"Davies_540",334,540,"+3C",0.464442133903503,"Davies_2021_5am_540","Davies_334_2021","Davies_2021_10","Ahya_334"
"Davies","Davies_2021",2021,11,"Davies_441",355,441,"+6C",0.661998450756073,"Davies_2021_5am_441","Davies_355_2021","Davies_2021_11","Ahya_355"
"Davies","Davies_2021",2021,11,"Davies_442",356,442,"+6C",0.49959921836853,"Davies_2021_5am_442","Davies_356_2021","Davies_2021_11","Ahya_356"
"Davies","Davies_2021",2021,11,"Davies_443",357,443,"+6C",0.307972252368927,"Davies_2021_5am_443","Davies_357_2021","Davies_2021_11","Ahya_357"
"Davies","Davies_2021",2021,11,"Davies_444",358,444,"+6C",0.310164868831635,"Davies_2021_5am_444","Davies_358_2021","Davies_2021_11","Ahya_358"
"Davies","Davies_2021",2021,11,"Davies_741",359,741,"+6C",0.628989815711975,"Davies_2021_5am_741","Davies_359_2021","Davies_2021_11","Ahya_359"
"Davies","Davies_2021",2021,11,"Davies_742",360,742,"+6C",0.442721456289291,"Davies_2021_5am_742","Davies_360_2021","Davies_2021_11","Ahya_360"
"Davies","Davies_2021",2021,11,"Davies_785",351,785,"+6C",0.728365898132324,"Davies_2021_5am_785","Davies_351_2021","Davies_2021_11","Ahya_351"
"Davies","Davies_2021",2021,11,"Davies_786",352,786,"+6C",0.584411978721619,"Davies_2021_5am_786","Davies_352_2021","Davies_2021_11","Ahya_352"
"Davies","Davies_2021",2021,11,"Davies_787",353,787,"+6C",0.511740744113922,"Davies_2021_5am_787","Davies_353_2021","Davies_2021_11","Ahya_353"
"Davies","Davies_2021",2021,11,"Davies_788",354,788,"+6C",0.690256893634796,"Davies_2021_5am_788","Davies_354_2021","Davies_2021_11","Ahya_354"
"Davies","Davies_2021",2021,11,"Davies_381",331,381,"+6C",0.502568066120148,"Davies_2021_5am_381","Davies_331_2021","Davies_2021_11","Ahya_331"
"Davies","Davies_2021",2021,11,"Davies_382",332,382,"+6C",0.493425995111465,"Davies_2021_5am_382","Davies_332_2021","Davies_2021_11","Ahya_332"
"Davies","Davies_2021",2021,11,"Davies_383",333,383,"+6C",0.579088091850281,"Davies_2021_5am_383","Davies_333_2021","Davies_2021_11","Ahya_333"
"Davies","Davies_2021",2021,11,"Davies_384",334,384,"+6C",0.356497019529343,"Davies_2021_5am_384","Davies_334_2021","Davies_2021_11","Ahya_334"
"Davies","Davies_2021",2021,11,"Davies_497",347,497,"+6C",0.525629758834839,"Davies_2021_5am_497","Davies_347_2021","Davies_2021_11","Ahya_347"
"Davies","Davies_2021",2021,11,"Davies_498",348,498,"+6C",0.504197001457214,"Davies_2021_5am_498","Davies_348_2021","Davies_2021_11","Ahya_348"
"Davies","Davies_2021",2021,11,"Davies_499",349,499,"+6C",0.481968194246292,"Davies_2021_5am_499","Davies_349_2021","Davies_2021_11","Ahya_349"
"Davies","Davies_2021",2021,11,"Davies_500",350,500,"+6C",0.584261894226074,"Davies_2021_5am_500","Davies_350_2021","Davies_2021_11","Ahya_350"
"Davies","Davies_2021",2021,11,"Davies_65",339,65,"+6C",0.765189290046692,"Davies_2021_5am_65","Davies_339_2021","Davies_2021_11","Ahya_339"
"Davies","Davies_2021",2021,11,"Davies_66",340,66,"+6C",0.569536507129669,"Davies_2021_5am_66","Davies_340_2021","Davies_2021_11","Ahya_340"
"Davies","Davies_2021",2021,11,"Davies_67",341,67,"+6C",0.539131164550781,"Davies_2021_5am_67","Davies_341_2021","Davies_2021_11","Ahya_341"
"Davies","Davies_2021",2021,11,"Davies_68",342,68,"+6C",0.460918009281158,"Davies_2021_5am_68","Davies_342_2021","Davies_2021_11","Ahya_342"
"Davies","Davies_2021",2021,11,"Davies_493",335,493,"+6C",0.461995512247086,"Davies_2021_5am_493","Davies_335_2021","Davies_2021_11","Ahya_335"
"Davies","Davies_2021",2021,11,"Davies_494",336,494,"+6C",0.557473301887512,"Davies_2021_5am_494","Davies_336_2021","Davies_2021_11","Ahya_336"
"Davies","Davies_2021",2021,11,"Davies_495",337,495,"+6C",0.592626929283142,"Davies_2021_5am_495","Davies_337_2021","Davies_2021_11","Ahya_337"
"Davies","Davies_2021",2021,11,"Davies_496",338,496,"+6C",0.327190339565277,"Davies_2021_5am_496","Davies_338_2021","Davies_2021_11","Ahya_338"
"Davies","Davies_2021",2021,11,"Davies_505",343,505,"+6C",0.45816171169281,"Davies_2021_5am_505","Davies_343_2021","Davies_2021_11","Ahya_343"
"Davies","Davies_2021",2021,11,"Davies_506",344,506,"+6C",0.615131616592407,"Davies_2021_5am_506","Davies_344_2021","Davies_2021_11","Ahya_344"
"Davies","Davies_2021",2021,11,"Davies_507",345,507,"+6C",0.346080660820007,"Davies_2021_5am_507","Davies_345_2021","Davies_2021_11","Ahya_345"
"Davies","Davies_2021",2021,11,"Davies_508",346,508,"+6C",0.400555461645126,"Davies_2021_5am_508","Davies_346_2021","Davies_2021_11","Ahya_346"
"Davies","Davies_2021",2021,12,"Davies_201",347,201,"+9C",0.218083664774895,"Davies_2021_5am_201","Davies_347_2021","Davies_2021_12","Ahya_347"
"Davies","Davies_2021",2021,12,"Davies_202",348,202,"+9C",0.208253785967827,"Davies_2021_5am_20","Davies_348_2021","Davies_2021_12","Ahya_348"
"Davies","Davies_2021",2021,12,"Davies_203",349,203,"+9C",0.188413813710213,"Davies_2021_5am_203","Davies_349_2021","Davies_2021_12","Ahya_349"
"Davies","Davies_2021",2021,12,"Davies_204",350,204,"+9C",0.399851620197296,"Davies_2021_5am_204","Davies_350_2021","Davies_2021_12","Ahya_350"
"Davies","Davies_2021",2021,12,"Davies_121",335,121,"+9C",0.121852800250053,"Davies_2021_5am_121","Davies_335_2021","Davies_2021_12","Ahya_335"
"Davies","Davies_2021",2021,12,"Davies_122",336,122,"+9C",0.162273615598679,"Davies_2021_5am_122","Davies_336_2021","Davies_2021_12","Ahya_336"
"Davies","Davies_2021",2021,12,"Davies_123",337,123,"+9C",0.175565510988235,"Davies_2021_5am_123","Davies_337_2021","Davies_2021_12","Ahya_337"
"Davies","Davies_2021",2021,12,"Davies_124",338,124,"+9C",0.116397053003311,"Davies_2021_5am_124","Davies_338_2021","Davies_2021_12","Ahya_338"
"Davies","Davies_2021",2021,12,"Davies_529",343,529,"+9C",0.188295900821686,"Davies_2021_5am_529","Davies_343_2021","Davies_2021_12","Ahya_343"
"Davies","Davies_2021",2021,12,"Davies_530",344,530,"+9C",0.176214799284935,"Davies_2021_5am_530","Davies_344_2021","Davies_2021_12","Ahya_344"
"Davies","Davies_2021",2021,12,"Davies_531",345,531,"+9C",0.200031369924545,"Davies_2021_5am_531","Davies_345_2021","Davies_2021_12","Ahya_345"
"Davies","Davies_2021",2021,12,"Davies_532",346,532,"+9C",0.0916687548160553,"Davies_2021_5am_532","Davies_346_2021","Davies_2021_12","Ahya_346"
"Davies","Davies_2021",2021,12,"Davies_509",339,509,"+9C",0.0774612799286842,"Davies_2021_5am_509","Davies_339_2021","Davies_2021_12","Ahya_339"
"Davies","Davies_2021",2021,12,"Davies_510",340,510,"+9C",0.076338142156601,"Davies_2021_5am_510","Davies_340_2021","Davies_2021_12","Ahya_340"
"Davies","Davies_2021",2021,12,"Davies_511",341,511,"+9C",0.111986666917801,"Davies_2021_5am_511","Davies_341_2021","Davies_2021_12","Ahya_341"
"Davies","Davies_2021",2021,12,"Davies_512",342,512,"+9C",0.112611368298531,"Davies_2021_5am_512","Davies_342_2021","Davies_2021_12","Ahya_342"
"Davies","Davies_2021",2021,12,"Davies_25",359,25,"+9C",0.4449462890625,"Davies_2021_5am_25","Davies_359_2021","Davies_2021_12","Ahya_359"
"Davies","Davies_2021",2021,12,"Davies_26",360,26,"+9C",0.132829576730728,"Davies_2021_5am_26","Davies_360_2021","Davies_2021_12","Ahya_360"
"Davies","Davies_2021",2021,12,"Davies_181",351,181,"+9C",0.279613435268402,"Davies_2021_5am_181","Davies_351_2021","Davies_2021_12","Ahya_351"
"Davies","Davies_2021",2021,12,"Davies_182",352,182,"+9C",0.248921766877174,"Davies_2021_5am_182","Davies_352_2021","Davies_2021_12","Ahya_352"
"Davies","Davies_2021",2021,12,"Davies_183",353,183,"+9C",0.502552568912506,"Davies_2021_5am_183","Davies_353_2021","Davies_2021_12","Ahya_353"
"Davies","Davies_2021",2021,12,"Davies_184",354,184,"+9C",0.243954047560692,"Davies_2021_5am_184","Davies_354_2021","Davies_2021_12","Ahya_354"
"Davies","Davies_2021",2021,12,"Davies_333",355,333,"+9C",0.404810845851898,"Davies_2021_5am_333","Davies_355_2021","Davies_2021_12","Ahya_355"
"Davies","Davies_2021",2021,12,"Davies_334",356,334,"+9C",0.19081038236618,"Davies_2021_5am_334","Davies_356_2021","Davies_2021_12","Ahya_356"
"Davies","Davies_2021",2021,12,"Davies_335",357,335,"+9C",0.117481350898743,"Davies_2021_5am_335","Davies_357_2021","Davies_2021_12","Ahya_357"
"Davies","Davies_2021",2021,12,"Davies_336",358,336,"+9C",0.0365542247891426,"Davies_2021_5am_336","Davies_358_2021","Davies_2021_12","Ahya_358"
"Davies","Davies_2021",2021,12,"Davies_1009",331,1009,"+9C",0.148946434259415,"Davies_2021_5am_1009","Davies_331_2021","Davies_2021_12","Ahya_331"
"Davies","Davies_2021",2021,12,"Davies_1010",332,1010,"+9C",0.204249873757362,"Davies_2021_5am_1010","Davies_332_2021","Davies_2021_12","Ahya_332"
"Davies","Davies_2021",2021,12,"Davies_1011",333,1011,"+9C",0.427959978580475,"Davies_2021_5am_1011","Davies_333_2021","Davies_2021_12","Ahya_333"
"Davies","Davies_2021",2021,12,"Davies_1012",334,1012,"+9C",0.105531707406044,"Davies_2021_5am_1012","Davies_334_2021","Davies_2021_12","Ahya_334"
"Davies","Davies_2021",2021,13,"Davies_745",351,745,"MMM",0.600461304187775,"Davies_2021_5am_745","Davies_351_2021","Davies_2021_13","Ahya_351"
"Davies","Davies_2021",2021,13,"Davies_746",352,746,"MMM",0.688059628009796,"Davies_2021_5am_746","Davies_352_2021","Davies_2021_13","Ahya_352"
"Davies","Davies_2021",2021,13,"Davies_747",353,747,"MMM",0.655662059783936,"Davies_2021_5am_747","Davies_353_2021","Davies_2021_13","Ahya_353"
"Davies","Davies_2021",2021,13,"Davies_748",354,748,"MMM",0.517587244510651,"Davies_2021_5am_748","Davies_354_2021","Davies_2021_13","Ahya_354"
"Davies","Davies_2021",2021,13,"Davies_49",347,49,"MMM",0.552078008651733,"Davies_2021_5am_49","Davies_347_2021","Davies_2021_13","Ahya_347"
"Davies","Davies_2021",2021,13,"Davies_50",348,50,"MMM",0.484606802463531,"Davies_2021_5am_50","Davies_348_2021","Davies_2021_13","Ahya_348"
"Davies","Davies_2021",2021,13,"Davies_51",349,51,"MMM",0.459621161222458,"Davies_2021_5am_51","Davies_349_2021","Davies_2021_13","Ahya_349"
"Davies","Davies_2021",2021,13,"Davies_52",350,52,"MMM",0.53318190574646,"Davies_2021_5am_52","Davies_350_2021","Davies_2021_13","Ahya_350"
"Davies","Davies_2021",2021,13,"Davies_965",343,965,"MMM",0.455616414546967,"Davies_2021_5am_965","Davies_343_2021","Davies_2021_13","Ahya_343"
"Davies","Davies_2021",2021,13,"Davies_966",344,966,"MMM",0.598774075508118,"Davies_2021_5am_966","Davies_344_2021","Davies_2021_13","Ahya_344"
"Davies","Davies_2021",2021,13,"Davies_967",345,967,"MMM",0.593912959098816,"Davies_2021_5am_967","Davies_345_2021","Davies_2021_13","Ahya_345"
"Davies","Davies_2021",2021,13,"Davies_968",346,968,"MMM",0.396399110555649,"Davies_2021_5am_968","Davies_346_2021","Davies_2021_13","Ahya_346"
"Davies","Davies_2021",2021,13,"Davies_149",331,149,"MMM",0.440526723861694,"Davies_2021_5am_149","Davies_331_2021","Davies_2021_13","Ahya_331"
"Davies","Davies_2021",2021,13,"Davies_150",332,150,"MMM",0.548345923423767,"Davies_2021_5am_150","Davies_332_2021","Davies_2021_13","Ahya_332"
"Davies","Davies_2021",2021,13,"Davies_151",333,151,"MMM",0.549042940139771,"Davies_2021_5am_151","Davies_333_2021","Davies_2021_13","Ahya_333"
"Davies","Davies_2021",2021,13,"Davies_152",334,152,"MMM",0.558712780475616,"Davies_2021_5am_152","Davies_334_2021","Davies_2021_13","Ahya_334"
"Davies","Davies_2021",2021,13,"Davies_569",335,569,"MMM",0.466315031051636,"Davies_2021_5am_569","Davies_335_2021","Davies_2021_13","Ahya_335"
"Davies","Davies_2021",2021,13,"Davies_570",336,570,"MMM",0.594933092594147,"Davies_2021_5am_570","Davies_336_2021","Davies_2021_13","Ahya_336"
"Davies","Davies_2021",2021,13,"Davies_571",337,571,"MMM",0.639973223209381,"Davies_2021_5am_571","Davies_337_2021","Davies_2021_13","Ahya_337"
"Davies","Davies_2021",2021,13,"Davies_572",338,572,"MMM",0.472126364707947,"Davies_2021_5am_572","Davies_338_2021","Davies_2021_13","Ahya_338"
"Davies","Davies_2021",2021,13,"Davies_449",355,449,"MMM",0.641841530799866,"Davies_2021_5am_449","Davies_355_2021","Davies_2021_13","Ahya_355"
"Davies","Davies_2021",2021,13,"Davies_450",356,450,"MMM",0.569807410240173,"Davies_2021_5am_450","Davies_356_2021","Davies_2021_13","Ahya_356"
"Davies","Davies_2021",2021,13,"Davies_451",357,451,"MMM",0.359885036945343,"Davies_2021_5am_451","Davies_357_2021","Davies_2021_13","Ahya_357"
"Davies","Davies_2021",2021,13,"Davies_452",358,452,"MMM",0.363384604454041,"Davies_2021_5am_452","Davies_358_2021","Davies_2021_13","Ahya_358"
"Davies","Davies_2021",2021,13,"Davies_549",359,549,"MMM",0.670241415500641,"Davies_2021_5am_549","Davies_359_2021","Davies_2021_13","Ahya_359"
"Davies","Davies_2021",2021,13,"Davies_550",360,550,"MMM",0.343474268913269,"Davies_2021_5am_550","Davies_360_2021","Davies_2021_13","Ahya_360"
"Davies","Davies_2021",2021,13,"Davies_473",339,473,"MMM",0.547528505325317,"Davies_2021_5am_473","Davies_339_2021","Davies_2021_13","Ahya_339"
"Davies","Davies_2021",2021,13,"Davies_474",340,474,"MMM",0.502902626991272,"Davies_2021_5am_474","Davies_340_2021","Davies_2021_13","Ahya_340"
"Davies","Davies_2021",2021,13,"Davies_475",341,475,"MMM",0.515249729156494,"Davies_2021_5am_475","Davies_341_2021","Davies_2021_13","Ahya_341"
"Davies","Davies_2021",2021,13,"Davies_476",342,476,"MMM",0.428461909294128,"Davies_2021_5am_476","Davies_342_2021","Davies_2021_13","Ahya_342"
"Davies","Davies_2021",2021,14,"Davies_373",347,373,"+3C",0.454350560903549,"Davies_2021_5am_373","Davies_347_2021","Davies_2021_14","Ahya_347"
"Davies","Davies_2021",2021,14,"Davies_374",348,374,"+3C",0.387282282114029,"Davies_2021_5am_374","Davies_348_2021","Davies_2021_14","Ahya_348"
"Davies","Davies_2021",2021,14,"Davies_375",349,375,"+3C",0.441249668598175,"Davies_2021_5am_375","Davies_349_2021","Davies_2021_14","Ahya_349"
"Davies","Davies_2021",2021,14,"Davies_376",350,376,"+3C",0.645312428474426,"Davies_2021_5am_376","Davies_350_2021","Davies_2021_14","Ahya_350"
"Davies","Davies_2021",2021,14,"Davies_713",331,713,"+3C",0.475545585155487,"Davies_2021_5am_713","Davies_331_2021","Davies_2021_14","Ahya_331"
"Davies","Davies_2021",2021,14,"Davies_714",332,714,"+3C",0.583189308643341,"Davies_2021_5am_714","Davies_332_2021","Davies_2021_14","Ahya_332"
"Davies","Davies_2021",2021,14,"Davies_715",333,715,"+3C",0.448154211044312,"Davies_2021_5am_715","Davies_333_2021","Davies_2021_14","Ahya_333"
"Davies","Davies_2021",2021,14,"Davies_716",334,716,"+3C",0.470260560512543,"Davies_2021_5am_716","Davies_334_2021","Davies_2021_14","Ahya_334"
"Davies","Davies_2021",2021,14,"Davies_89",339,89,"+3C",0.481353104114532,"Davies_2021_5am_89","Davies_339_2021","Davies_2021_14","Ahya_339"
"Davies","Davies_2021",2021,14,"Davies_90",340,90,"+3C",0.319763243198395,"Davies_2021_5am_90","Davies_340_2021","Davies_2021_14","Ahya_340"
"Davies","Davies_2021",2021,14,"Davies_91",341,91,"+3C",0.502535820007324,"Davies_2021_5am_91","Davies_341_2021","Davies_2021_14","Ahya_341"
"Davies","Davies_2021",2021,14,"Davies_92",342,92,"+3C",0.294147610664368,"Davies_2021_5am_9","Davies_342_2021","Davies_2021_14","Ahya_342"
"Davies","Davies_2021",2021,14,"Davies_657",343,657,"+3C",0.42945858836174,"Davies_2021_5am_657","Davies_343_2021","Davies_2021_14","Ahya_343"
"Davies","Davies_2021",2021,14,"Davies_658",344,658,"+3C",0.639544725418091,"Davies_2021_5am_658","Davies_344_2021","Davies_2021_14","Ahya_344"
"Davies","Davies_2021",2021,14,"Davies_659",345,659,"+3C",0.601234912872314,"Davies_2021_5am_659","Davies_345_2021","Davies_2021_14","Ahya_345"
"Davies","Davies_2021",2021,14,"Davies_660",346,660,"+3C",0.404751360416412,"Davies_2021_5am_660","Davies_346_2021","Davies_2021_14","Ahya_346"
"Davies","Davies_2021",2021,14,"Davies_265",335,265,"+3C",0.388102829456329,"Davies_2021_5am_265","Davies_335_2021","Davies_2021_14","Ahya_335"
"Davies","Davies_2021",2021,14,"Davies_266",336,266,"+3C",0.543659389019012,"Davies_2021_5am_266","Davies_336_2021","Davies_2021_14","Ahya_336"
"Davies","Davies_2021",2021,14,"Davies_267",337,267,"+3C",0.605669796466827,"Davies_2021_5am_267","Davies_337_2021","Davies_2021_14","Ahya_337"
"Davies","Davies_2021",2021,14,"Davies_268",338,268,"+3C",0.408768653869629,"Davies_2021_5am_268","Davies_338_2021","Davies_2021_14","Ahya_338"
"Davies","Davies_2021",2021,14,"Davies_1121",351,1121,"+3C",0.665424048900604,"Davies_2021_5am_1121","Davies_351_2021","Davies_2021_14","Ahya_351"
"Davies","Davies_2021",2021,14,"Davies_1122",352,1122,"+3C",0.615145087242126,"Davies_2021_5am_1122","Davies_352_2021","Davies_2021_14","Ahya_352"
"Davies","Davies_2021",2021,14,"Davies_1123",353,1123,"+3C",0.65894889831543,"Davies_2021_5am_1123","Davies_353_2021","Davies_2021_14","Ahya_353"
"Davies","Davies_2021",2021,14,"Davies_1124",354,1124,"+3C",0.670826971530914,"Davies_2021_5am_1124","Davies_354_2021","Davies_2021_14","Ahya_354"
"Davies","Davies_2021",2021,14,"Davies_869",359,869,"+3C",0.599526166915894,"Davies_2021_5am_869","Davies_359_2021","Davies_2021_14","Ahya_359"
"Davies","Davies_2021",2021,14,"Davies_870",360,870,"+3C",0.387419313192368,"Davies_2021_5am_870","Davies_360_2021","Davies_2021_14","Ahya_360"
"Davies","Davies_2021",2021,14,"Davies_585",355,585,"+3C",0.663284122943878,"Davies_2021_5am_585","Davies_355_2021","Davies_2021_14","Ahya_355"
"Davies","Davies_2021",2021,14,"Davies_586",356,586,"+3C",0.645017921924591,"Davies_2021_5am_586","Davies_356_2021","Davies_2021_14","Ahya_356"
"Davies","Davies_2021",2021,14,"Davies_587",357,587,"+3C",0.49703523516655,"Davies_2021_5am_587","Davies_357_2021","Davies_2021_14","Ahya_357"
"Davies","Davies_2021",2021,14,"Davies_588",358,588,"+3C",0.47893226146698,"Davies_2021_5am_588","Davies_358_2021","Davies_2021_14","Ahya_358"
"Davies","Davies_2021",2021,2,"Davies_245",347,245,"+6C",0.578933238983154,"Davies_2021_5am_245","Davies_347_2021","Davies_2021_2","Ahya_347"
"Davies","Davies_2021",2021,2,"Davies_246",348,246,"+6C",0.424755245447159,"Davies_2021_5am_246","Davies_348_2021","Davies_2021_2","Ahya_348"
"Davies","Davies_2021",2021,2,"Davies_247",349,247,"+6C",0.654462277889252,"Davies_2021_5am_247","Davies_349_2021","Davies_2021_2","Ahya_349"
"Davies","Davies_2021",2021,2,"Davies_248",350,248,"+6C",0.5777547955513,"Davies_2021_5am_248","Davies_350_2021","Davies_2021_2","Ahya_350"
"Davies","Davies_2021",2021,2,"Davies_1093",359,1093,"+6C",0.713367640972137,"Davies_2021_5am_1093","Davies_359_2021","Davies_2021_2","Ahya_359"
"Davies","Davies_2021",2021,2,"Davies_1094",360,1094,"+6C",0.503113389015198,"Davies_2021_5am_1094","Davies_360_2021","Davies_2021_2","Ahya_360"
"Davies","Davies_2021",2021,2,"Davies_361",335,361,"+6C",0.408391922712326,"Davies_2021_5am_361","Davies_335_2021","Davies_2021_2","Ahya_335"
"Davies","Davies_2021",2021,2,"Davies_362",336,362,"+6C",0.429496049880981,"Davies_2021_5am_362","Davies_336_2021","Davies_2021_2","Ahya_336"
"Davies","Davies_2021",2021,2,"Davies_363",337,363,"+6C",0.686244666576385,"Davies_2021_5am_363","Davies_337_2021","Davies_2021_2","Ahya_337"
"Davies","Davies_2021",2021,2,"Davies_364",338,364,"+6C",0.37092798948288,"Davies_2021_5am_364","Davies_338_2021","Davies_2021_2","Ahya_338"
"Davies","Davies_2021",2021,2,"Davies_889",339,889,"+6C",0.411163628101349,"Davies_2021_5am_889","Davies_339_2021","Davies_2021_2","Ahya_339"
"Davies","Davies_2021",2021,2,"Davies_890",340,890,"+6C",0.454566359519958,"Davies_2021_5am_890","Davies_340_2021","Davies_2021_2","Ahya_340"
"Davies","Davies_2021",2021,2,"Davies_891",341,891,"+6C",0.454905480146408,"Davies_2021_5am_891","Davies_341_2021","Davies_2021_2","Ahya_341"
