"Site","Site_year","SampleYear","Tank","Site_Rack","Genotype","Rack.Pos","Treatment","MedNDVI","Label","Site_geno_year","Site_year_tank","eventID"
"Mackay","Mackay_2022",2022,4,"Mackay_769",787,769,"+9C",0.229694902896881,"Mackay_2022_5am_769","Mackay_787_2022","Mackay_2022_4","Ahya_787"
"Mackay","Mackay_2022",2022,4,"Mackay_770",788,770,"+9C",0.0786911696195602,"Mackay_2022_5am_770","Mackay_788_2022","Mackay_2022_4","Ahya_788"
"Mackay","Mackay_2022",2022,4,"Mackay_771",789,771,"+9C",0.251441329717636,"Mackay_2022_5am_771","Mackay_789_2022","Mackay_2022_4","Ahya_789"
"Mackay","Mackay_2022",2022,4,"Mackay_772",790,772,"+9C",0.104164727032185,"Mackay_2022_5am_772","Mackay_790_2022","Mackay_2022_4","Ahya_790"
"Mackay","Mackay_2022",2022,5,"Mackay_897",791,897,"+6C",0.465938657522202,"Mackay_2022_5am_897","Mackay_791_2022","Mackay_2022_5","Ahya_791"
"Mackay","Mackay_2022",2022,5,"Mackay_898",792,898,"+6C",0.690479695796967,"Mackay_2022_5am_898","Mackay_792_2022","Mackay_2022_5","Ahya_792"
"Mackay","Mackay_2022",2022,5,"Mackay_899",793,899,"+6C",0.517259061336517,"Mackay_2022_5am_899","Mackay_793_2022","Mackay_2022_5","Ahya_793"
"Mackay","Mackay_2022",2022,5,"Mackay_900",794,900,"+6C",0.714419424533844,"Mackay_2022_5am_900","Mackay_794_2022","Mackay_2022_5","Ahya_794"
"Mackay","Mackay_2022",2022,5,"Mackay_2428",795,2428,"+6C",0.646836280822754,"Mackay_2022_5am_2428","Mackay_795_2022","Mackay_2022_5","Ahya_795"
"Mackay","Mackay_2022",2022,5,"Mackay_2429",796,2429,"+6C",0.684097647666931,"Mackay_2022_5am_2429","Mackay_796_2022","Mackay_2022_5","Ahya_796"
"Mackay","Mackay_2022",2022,5,"Mackay_613",787,613,"+6C",0.740938246250153,"Mackay_2022_5am_613","Mackay_787_2022","Mackay_2022_5","Ahya_787"
"Mackay","Mackay_2022",2022,5,"Mackay_614",788,614,"+6C",0.587632358074188,"Mackay_2022_5am_614","Mackay_788_2022","Mackay_2022_5","Ahya_788"
"Mackay","Mackay_2022",2022,5,"Mackay_615",789,615,"+6C",0.709142327308655,"Mackay_2022_5am_615","Mackay_789_2022","Mackay_2022_5","Ahya_789"
"Mackay","Mackay_2022",2022,5,"Mackay_616",790,616,"+6C",0.67526251077652,"Mackay_2022_5am_616","Mackay_790_2022","Mackay_2022_5","Ahya_790"
"Mackay","Mackay_2022",2022,6,"Mackay_693",795,693,"MMM",0.690557241439819,"Mackay_2022_5am_693","Mackay_795_2022","Mackay_2022_6","Ahya_795"
"Mackay","Mackay_2022",2022,6,"Mackay_694",796,694,"MMM",0.66153347492218,"Mackay_2022_5am_694","Mackay_796_2022","Mackay_2022_6","Ahya_796"
"Mackay","Mackay_2022",2022,6,"Mackay_229",791,229,"MMM",0.681936264038086,"Mackay_2022_5am_249","Mackay_791_2022","Mackay_2022_6","Ahya_791"
"Mackay","Mackay_2022",2022,6,"Mackay_230",792,230,"MMM",0.625398874282837,"Mackay_2022_5am_250","Mackay_792_2022","Mackay_2022_6","Ahya_792"
"Mackay","Mackay_2022",2022,6,"Mackay_231",793,231,"MMM",0.632923066616058,"Mackay_2022_5am_251","Mackay_793_2022","Mackay_2022_6","Ahya_793"
"Mackay","Mackay_2022",2022,6,"Mackay_232",794,232,"MMM",0.760796308517456,"Mackay_2022_5am_252","Mackay_794_2022","Mackay_2022_6","Ahya_794"
"Mackay","Mackay_2022",2022,6,"Mackay_3000",787,3000,"MMM",0.746541380882263,"Mackay_2022_5am_3000","Mackay_787_2022","Mackay_2022_6","Ahya_787"
"Mackay","Mackay_2022",2022,6,"Mackay_3001",788,3001,"MMM",0.594071745872498,"Mackay_2022_5am_3001","Mackay_788_2022","Mackay_2022_6","Ahya_788"
"Mackay","Mackay_2022",2022,6,"Mackay_3002",789,3002,"MMM",0.755139946937561,"Mackay_2022_5am_3002","Mackay_789_2022","Mackay_2022_6","Ahya_789"
"Mackay","Mackay_2022",2022,6,"Mackay_3003",790,3003,"MMM",0.637477517127991,"Mackay_2022_5am_3003","Mackay_790_2022","Mackay_2022_6","Ahya_790"
"Mackay","Mackay_2022",2022,7,"Mackay_173",787,173,"+6C",0.761220514774323,"Mackay_2022_5am_173","Mackay_787_2022","Mackay_2022_7","Ahya_787"
"Mackay","Mackay_2022",2022,7,"Mackay_174",788,174,"+6C",0.625309109687805,"Mackay_2022_5am_174","Mackay_788_2022","Mackay_2022_7","Ahya_788"
"Mackay","Mackay_2022",2022,7,"Mackay_175",789,175,"+6C",0.715639472007751,"Mackay_2022_5am_175","Mackay_789_2022","Mackay_2022_7","Ahya_789"
"Mackay","Mackay_2022",2022,7,"Mackay_176",790,176,"+6C",0.615261971950531,"Mackay_2022_5am_176","Mackay_790_2022","Mackay_2022_7","Ahya_790"
"Mackay","Mackay_2022",2022,7,"Mackay_3164",795,3164,"+6C",0.641035914421082,"Mackay_2022_5am_3164","Mackay_795_2022","Mackay_2022_7","Ahya_795"
"Mackay","Mackay_2022",2022,7,"Mackay_3165",796,3165,"+6C",0.721947312355042,"Mackay_2022_5am_3165","Mackay_796_2022","Mackay_2022_7","Ahya_796"
"Mackay","Mackay_2022",2022,7,"Mackay_3116",795,3116,"+6C",0.625426292419434,"Mackay_2022_5am_3116","Mackay_795_2022","Mackay_2022_7","Ahya_795"
"Mackay","Mackay_2022",2022,7,"Mackay_3117",796,3117,"+6C",0.712824702262878,"Mackay_2022_5am_3117","Mackay_796_2022","Mackay_2022_7","Ahya_796"
"Mackay","Mackay_2022",2022,8,"Mackay_861",787,861,"+9C",0.367671221494675,"Mackay_2022_5am_861","Mackay_787_2022","Mackay_2022_8","Ahya_787"
"Mackay","Mackay_2022",2022,8,"Mackay_862",788,862,"+9C",0.117644891142845,"Mackay_2022_5am_862","Mackay_788_2022","Mackay_2022_8","Ahya_788"
"Mackay","Mackay_2022",2022,8,"Mackay_863",789,863,"+9C",0.36623340845108,"Mackay_2022_5am_863","Mackay_789_2022","Mackay_2022_8","Ahya_789"
"Mackay","Mackay_2022",2022,8,"Mackay_864",790,864,"+9C",0.287441968917847,"Mackay_2022_5am_864","Mackay_790_2022","Mackay_2022_8","Ahya_790"
"Mackay","Mackay_2022",2022,8,"Mackay_3084",795,3084,"+9C",0.0809834375977516,"Mackay_2022_5am_3084","Mackay_795_2022","Mackay_2022_8","Ahya_795"
"Mackay","Mackay_2022",2022,8,"Mackay_3085",796,3085,"+9C",0.123868398368359,"Mackay_2022_5am_3085","Mackay_796_2022","Mackay_2022_8","Ahya_796"
"Mackay","Mackay_2022",2022,8,"Mackay_665",791,665,"+9C",0.100194483995438,"Mackay_2022_5am_665","Mackay_791_2022","Mackay_2022_8","Ahya_791"
"Mackay","Mackay_2022",2022,8,"Mackay_666",792,666,"+9C",0.171242892742157,"Mackay_2022_5am_666","Mackay_792_2022","Mackay_2022_8","Ahya_792"
"Mackay","Mackay_2022",2022,8,"Mackay_667",793,667,"+9C",0.248922675848007,"Mackay_2022_5am_667","Mackay_793_2022","Mackay_2022_8","Ahya_793"
"Mackay","Mackay_2022",2022,8,"Mackay_668",794,668,"+9C",0.17880192399025,"Mackay_2022_5am_668","Mackay_794_2022","Mackay_2022_8","Ahya_794"
"Mackay","Mackay_2022",2022,9,"Mackay_2412",791,2412,"+6C",0.356263756752014,"Mackay_2022_5am_2412","Mackay_791_2022","Mackay_2022_9","Ahya_791"
"Mackay","Mackay_2022",2022,9,"Mackay_2413",792,2413,"+6C",0.672062158584595,"Mackay_2022_5am_2413","Mackay_792_2022","Mackay_2022_9","Ahya_792"
"Mackay","Mackay_2022",2022,9,"Mackay_2414",793,2414,"+6C",0.506925940513611,"Mackay_2022_5am_2414","Mackay_793_2022","Mackay_2022_9","Ahya_793"
"Mackay","Mackay_2022",2022,9,"Mackay_2415",794,2415,"+6C",0.691541016101837,"Mackay_2022_5am_2415","Mackay_794_2022","Mackay_2022_9","Ahya_794"
"Mackay","Mackay_2022",2022,9,"Mackay_3156",791,3156,"+6C",0.459365487098694,"Mackay_2022_5am_3156","Mackay_791_2022","Mackay_2022_9","Ahya_791"
"Mackay","Mackay_2022",2022,9,"Mackay_3157",792,3157,"+6C",0.670584321022034,"Mackay_2022_5am_3157","Mackay_792_2022","Mackay_2022_9","Ahya_792"
"Mackay","Mackay_2022",2022,9,"Mackay_3158",793,3158,"+6C",0.598990201950073,"Mackay_2022_5am_3158","Mackay_793_2022","Mackay_2022_9","Ahya_793"
"Mackay","Mackay_2022",2022,9,"Mackay_3159",794,3159,"+6C",0.613896489143372,"Mackay_2022_5am_3159","Mackay_794_2022","Mackay_2022_9","Ahya_794"
"Mackay","Mackay_2022",2022,9,"Mackay_785",787,785,"+6C",0.710102796554565,"Mackay_2022_5am_785","Mackay_787_2022","Mackay_2022_9","Ahya_787"
"Mackay","Mackay_2022",2022,9,"Mackay_786",788,786,"+6C",0.599195003509521,"Mackay_2022_5am_786","Mackay_788_2022","Mackay_2022_9","Ahya_788"
"Mackay","Mackay_2022",2022,9,"Mackay_787",789,787,"+6C",0.746957540512085,"Mackay_2022_5am_787","Mackay_789_2022","Mackay_2022_9","Ahya_789"
"Mackay","Mackay_2022",2022,9,"Mackay_788",790,788,"+6C",0.628619909286499,"Mackay_2022_5am_788","Mackay_790_2022","Mackay_2022_9","Ahya_790"
"Martin","Martin_2021",2021,1,"Martin_5",159,5,"+9C",0.0666839107871056,"Martin_2021_630am_5","Martin_159_2021","Martin_2021_1","Ahya_159b"
"Martin","Martin_2021",2021,1,"Martin_6",160,6,"+9C",0.14687317609787,"Martin_2021_630am_6","Martin_160_2021","Martin_2021_1","Ahya_160b"
"Martin","Martin_2021",2021,1,"Martin_345",131,345,"+9C",0.0750695616006851,"Martin_2021_630am_345","Martin_131_2021","Martin_2021_1","Ahya_131b"
"Martin","Martin_2021",2021,1,"Martin_346",132,346,"+9C",0.058094996958971,"Martin_2021_630am_346","Martin_132_2021","Martin_2021_1","Ahya_132b"
"Martin","Martin_2021",2021,1,"Martin_347",133,347,"+9C",0.0477587468922138,"Martin_2021_630am_347","Martin_133_2021","Martin_2021_1","Ahya_133b"
"Martin","Martin_2021",2021,1,"Martin_348",134,348,"+9C",0.0744937211275101,"Martin_2021_630am_348","Martin_134_2021","Martin_2021_1","Ahya_134b"
"Martin","Martin_2021",2021,1,"Martin_33",143,33,"+9C",0.048028826713562,"Martin_2021_630am_33","Martin_143_2021","Martin_2021_1","Ahya_143b"
"Martin","Martin_2021",2021,1,"Martin_34",144,34,"+9C",0.0396065935492516,"Martin_2021_630am_34","Martin_144_2021","Martin_2021_1","Ahya_144b"
"Martin","Martin_2021",2021,1,"Martin_35",145,35,"+9C",0.0592315495014191,"Martin_2021_630am_35","Martin_145_2021","Martin_2021_1","Ahya_145b"
"Martin","Martin_2021",2021,1,"Martin_36",146,36,"+9C",0.185307070612907,"Martin_2021_630am_36","Martin_146_2021","Martin_2021_1","Ahya_146"
"Martin","Martin_2021",2021,1,"Martin_93",151,93,"+9C",0.0403196327388287,"Martin_2021_630am_93","Martin_151_2021","Martin_2021_1","Ahya_151b"
"Martin","Martin_2021",2021,1,"Martin_94",152,94,"+9C",0.0553675889968872,"Martin_2021_630am_94","Martin_152_2021","Martin_2021_1","Ahya_152b"
"Martin","Martin_2021",2021,1,"Martin_95",153,95,"+9C",0.052583172917366,"Martin_2021_630am_95","Martin_153_2021","Martin_2021_1","Ahya_153b"
"Martin","Martin_2021",2021,1,"Martin_96",154,96,"+9C",0.0460824035108089,"Martin_2021_630am_96","Martin_154_2021","Martin_2021_1","Ahya_154b"
"Martin","Martin_2021",2021,1,"Martin_245",147,245,"+9C",0.0519621446728706,"Martin_2021_630am_245","Martin_147_2021","Martin_2021_1","Ahya_147"
"Martin","Martin_2021",2021,1,"Martin_246",148,246,"+9C",0.061978243291378,"Martin_2021_630am_246","Martin_148_2021","Martin_2021_1","Ahya_148"
"Martin","Martin_2021",2021,1,"Martin_247",149,247,"+9C",0.0562685951590538,"Martin_2021_630am_247","Martin_149_2021","Martin_2021_1","Ahya_149"
"Martin","Martin_2021",2021,1,"Martin_248",150,248,"+9C",0.0724419951438904,"Martin_2021_630am_248","Martin_150_2021","Martin_2021_1","Ahya_150b"
"Martin","Martin_2021",2021,1,"Martin_89",135,89,"+9C",0.0913602188229561,"Martin_2021_630am_89","Martin_135_2021","Martin_2021_1","Ahya_135"
"Martin","Martin_2021",2021,1,"Martin_90",136,90,"+9C",0.0523973181843758,"Martin_2021_630am_90","Martin_136_2021","Martin_2021_1","Ahya_136"
"Martin","Martin_2021",2021,1,"Martin_91",137,91,"+9C",0.0646543875336647,"Martin_2021_630am_91","Martin_137_2021","Martin_2021_1","Ahya_137"
"Martin","Martin_2021",2021,1,"Martin_92",138,92,"+9C",0.0795014053583145,"Martin_2021_630am_92","Martin_138_2021","Martin_2021_1","Ahya_138"
"Martin","Martin_2021",2021,1,"Martin_577",139,577,"+9C",0.0824259221553802,"Martin_2021_630am_577","Martin_139_2021","Martin_2021_1","Ahya_139"
"Martin","Martin_2021",2021,1,"Martin_578",140,578,"+9C",0.0422574579715729,"Martin_2021_630am_578","Martin_140_2021","Martin_2021_1","Ahya_140"
"Martin","Martin_2021",2021,1,"Martin_579",141,579,"+9C",0.0971145778894424,"Martin_2021_630am_579","Martin_141_2021","Martin_2021_1","Ahya_141b"
"Martin","Martin_2021",2021,1,"Martin_580",142,580,"+9C",0.0434306636452675,"Martin_2021_630am_580","Martin_142_2021","Martin_2021_1","Ahya_142b"
"Martin","Martin_2021",2021,1,"Martin_193",155,193,"+9C",0.224834159016609,"Martin_2021_630am_193","Martin_155_2021","Martin_2021_1","Ahya_155b"
"Martin","Martin_2021",2021,1,"Martin_194",156,194,"+9C",0.114308029413223,"Martin_2021_630am_194","Martin_156_2021","Martin_2021_1","Ahya_156b"
"Martin","Martin_2021",2021,1,"Martin_195",157,195,"+9C",0.103846520185471,"Martin_2021_630am_195","Martin_157_2021","Martin_2021_1","Ahya_157b"
"Martin","Martin_2021",2021,1,"Martin_196",158,196,"+9C",0.115062162280083,"Martin_2021_630am_196","Martin_158_2021","Martin_2021_1","Ahya_158b"
"Martin","Martin_2021",2021,10,"Martin_289",155,289,"+3C",0.761183559894562,"Martin_2021_630am_289","Martin_155_2021","Martin_2021_10","Ahya_155b"
"Martin","Martin_2021",2021,10,"Martin_290",156,290,"+3C",0.618262529373169,"Martin_2021_630am_290","Martin_156_2021","Martin_2021_10","Ahya_156b"
"Martin","Martin_2021",2021,10,"Martin_291",157,291,"+3C",0.71480268239975,"Martin_2021_630am_291","Martin_157_2021","Martin_2021_10","Ahya_157b"
"Martin","Martin_2021",2021,10,"Martin_292",158,292,"+3C",0.598650455474854,"Martin_2021_630am_292","Martin_158_2021","Martin_2021_10","Ahya_158b"
"Martin","Martin_2021",2021,10,"Martin_545",147,545,"+3C",0.692643105983734,"Martin_2021_630am_545","Martin_147_2021","Martin_2021_10","Ahya_147"
"Martin","Martin_2021",2021,10,"Martin_546",148,546,"+3C",0.700089931488037,"Martin_2021_630am_546","Martin_148_2021","Martin_2021_10","Ahya_148"
"Martin","Martin_2021",2021,10,"Martin_547",149,547,"+3C",0.752281308174133,"Martin_2021_630am_547","Martin_149_2021","Martin_2021_10","Ahya_149"
"Martin","Martin_2021",2021,10,"Martin_548",150,548,"+3C",0.633155167102814,"Martin_2021_630am_548","Martin_150_2021","Martin_2021_10","Ahya_150b"
"Martin","Martin_2021",2021,10,"Martin_645",159,645,"+3C",0.712214469909668,"Martin_2021_630am_645","Martin_159_2021","Martin_2021_10","Ahya_159b"
"Martin","Martin_2021",2021,10,"Martin_646",160,646,"+3C",0.722846508026123,"Martin_2021_630am_646","Martin_160_2021","Martin_2021_10","Ahya_160b"
"Martin","Martin_2021",2021,10,"Martin_137",131,137,"+3C",0.709400653839111,"Martin_2021_630am_137","Martin_131_2021","Martin_2021_10","Ahya_131b"
"Martin","Martin_2021",2021,10,"Martin_138",132,138,"+3C",0.707853972911835,"Martin_2021_630am_138","Martin_132_2021","Martin_2021_10","Ahya_132b"
"Martin","Martin_2021",2021,10,"Martin_139",133,139,"+3C",0.725430011749268,"Martin_2021_630am_139","Martin_133_2021","Martin_2021_10","Ahya_133b"
"Martin","Martin_2021",2021,10,"Martin_140",134,140,"+3C",0.565404117107391,"Martin_2021_630am_140","Martin_134_2021","Martin_2021_10","Ahya_134b"
"Martin","Martin_2021",2021,10,"Martin_633",143,633,"+3C",0.723548531532288,"Martin_2021_630am_633","Martin_143_2021","Martin_2021_10","Ahya_143b"
"Martin","Martin_2021",2021,10,"Martin_634",144,634,"+3C",0.707930028438568,"Martin_2021_630am_634","Martin_144_2021","Martin_2021_10","Ahya_144b"
"Martin","Martin_2021",2021,10,"Martin_635",145,635,"+3C",0.676048874855042,"Martin_2021_630am_635","Martin_145_2021","Martin_2021_10","Ahya_145b"
"Martin","Martin_2021",2021,10,"Martin_636",146,636,"+3C",0.792257905006409,"Martin_2021_630am_636","Martin_146_2021","Martin_2021_10","Ahya_146"
"Martin","Martin_2021",2021,10,"Martin_469",139,469,"+3C",0.643426716327667,"Martin_2021_630am_469","Martin_139_2021","Martin_2021_10","Ahya_139"
"Martin","Martin_2021",2021,10,"Martin_470",140,470,"+3C",0.588830292224884,"Martin_2021_630am_470","Martin_140_2021","Martin_2021_10","Ahya_140"
"Martin","Martin_2021",2021,10,"Martin_471",141,471,"+3C",0.71141904592514,"Martin_2021_630am_471","Martin_141_2021","Martin_2021_10","Ahya_141b"
"Martin","Martin_2021",2021,10,"Martin_472",142,472,"+3C",0.63715672492981,"Martin_2021_630am_472","Martin_142_2021","Martin_2021_10","Ahya_142b"
"Martin","Martin_2021",2021,10,"Martin_573",151,573,"+3C",0.570911526679993,"Martin_2021_630am_573","Martin_151_2021","Martin_2021_10","Ahya_151b"
"Martin","Martin_2021",2021,10,"Martin_574",152,574,"+3C",0.583382666110992,"Martin_2021_630am_574","Martin_152_2021","Martin_2021_10","Ahya_152b"
"Martin","Martin_2021",2021,10,"Martin_575",153,575,"+3C",0.534451305866241,"Martin_2021_630am_575","Martin_153_2021","Martin_2021_10","Ahya_153b"
"Martin","Martin_2021",2021,10,"Martin_576",154,576,"+3C",0.686123847961426,"Martin_2021_630am_576","Martin_154_2021","Martin_2021_10","Ahya_154b"
"Martin","Martin_2021",2021,10,"Martin_461",135,461,"+3C",0.697332620620728,"Martin_2021_630am_461","Martin_135_2021","Martin_2021_10","Ahya_135"
"Martin","Martin_2021",2021,10,"Martin_462",136,462,"+3C",0.671541452407837,"Martin_2021_630am_462","Martin_136_2021","Martin_2021_10","Ahya_136"
"Martin","Martin_2021",2021,10,"Martin_463",137,463,"+3C",0.687975168228149,"Martin_2021_630am_463","Martin_137_2021","Martin_2021_10","Ahya_137"
"Martin","Martin_2021",2021,10,"Martin_464",138,464,"+3C",0.593307971954346,"Martin_2021_630am_464","Martin_138_2021","Martin_2021_10","Ahya_138"
"Martin","Martin_2021",2021,11,"Martin_581",151,581,"+6C",0.580203771591187,"Martin_2021_630am_581","Martin_151_2021","Martin_2021_11","Ahya_151b"
"Martin","Martin_2021",2021,11,"Martin_582",152,582,"+6C",0.561010956764221,"Martin_2021_630am_582","Martin_152_2021","Martin_2021_11","Ahya_152b"
"Martin","Martin_2021",2021,11,"Martin_583",153,583,"+6C",0.520495653152466,"Martin_2021_630am_583","Martin_153_2021","Martin_2021_11","Ahya_153b"
"Martin","Martin_2021",2021,11,"Martin_584",154,584,"+6C",0.618509411811829,"Martin_2021_630am_584","Martin_154_2021","Martin_2021_11","Ahya_154b"
"Martin","Martin_2021",2021,11,"Martin_673",131,673,"+6C",0.702000617980957,"Martin_2021_630am_673","Martin_131_2021","Martin_2021_11","Ahya_131b"
"Martin","Martin_2021",2021,11,"Martin_674",132,674,"+6C",0.714808702468872,"Martin_2021_630am_674","Martin_132_2021","Martin_2021_11","Ahya_132b"
"Martin","Martin_2021",2021,11,"Martin_675",133,675,"+6C",0.699546992778778,"Martin_2021_630am_675","Martin_133_2021","Martin_2021_11","Ahya_133b"
"Martin","Martin_2021",2021,11,"Martin_676",134,676,"+6C",0.61276376247406,"Martin_2021_630am_676","Martin_134_2021","Martin_2021_11","Ahya_134b"
"Martin","Martin_2021",2021,11,"Martin_465",147,465,"+6C",0.684985637664795,"Martin_2021_630am_465","Martin_147_2021","Martin_2021_11","Ahya_147"
"Martin","Martin_2021",2021,11,"Martin_466",148,466,"+6C",0.645684957504272,"Martin_2021_630am_466","Martin_148_2021","Martin_2021_11","Ahya_148"
"Martin","Martin_2021",2021,11,"Martin_467",149,467,"+6C",0.754934251308441,"Martin_2021_630am_467","Martin_149_2021","Martin_2021_11","Ahya_149"
"Martin","Martin_2021",2021,11,"Martin_468",150,468,"+6C",0.675705432891846,"Martin_2021_630am_468","Martin_150_2021","Martin_2021_11","Ahya_150b"
"Martin","Martin_2021",2021,11,"Martin_929",139,929,"+6C",0.61966872215271,"Martin_2021_630am_929","Martin_139_2021","Martin_2021_11","Ahya_139"
"Martin","Martin_2021",2021,11,"Martin_930",140,930,"+6C",0.571910560131073,"Martin_2021_630am_930","Martin_140_2021","Martin_2021_11","Ahya_140"
"Martin","Martin_2021",2021,11,"Martin_931",141,931,"+6C",0.701551556587219,"Martin_2021_630am_931","Martin_141_2021","Martin_2021_11","Ahya_141b"
"Martin","Martin_2021",2021,11,"Martin_932",142,932,"+6C",0.723403930664062,"Martin_2021_630am_932","Martin_142_2021","Martin_2021_11","Ahya_142b"
"Martin","Martin_2021",2021,11,"Martin_349",143,349,"+6C",0.745996713638306,"Martin_2021_630am_349","Martin_143_2021","Martin_2021_11","Ahya_143b"
"Martin","Martin_2021",2021,11,"Martin_350",144,350,"+6C",0.522907733917236,"Martin_2021_630am_350","Martin_144_2021","Martin_2021_11","Ahya_144b"
"Martin","Martin_2021",2021,11,"Martin_351",145,351,"+6C",0.71172821521759,"Martin_2021_630am_351","Martin_145_2021","Martin_2021_11","Ahya_145b"
"Martin","Martin_2021",2021,11,"Martin_352",146,352,"+6C",0.818095922470093,"Martin_2021_630am_352","Martin_146_2021","Martin_2021_11","Ahya_146"
"Martin","Martin_2021",2021,11,"Martin_701",155,701,"+6C",0.619089961051941,"Martin_2021_630am_701","Martin_155_2021","Martin_2021_11","Ahya_155b"
"Martin","Martin_2021",2021,11,"Martin_702",156,702,"+6C",0.686435461044312,"Martin_2021_630am_702","Martin_156_2021","Martin_2021_11","Ahya_156b"
"Martin","Martin_2021",2021,11,"Martin_703",157,703,"+6C",0.752162039279938,"Martin_2021_630am_703","Martin_157_2021","Martin_2021_11","Ahya_157b"
"Martin","Martin_2021",2021,11,"Martin_704",158,704,"+6C",0.616374313831329,"Martin_2021_630am_704","Martin_158_2021","Martin_2021_11","Ahya_158b"
"Martin","Martin_2021",2021,11,"Martin_561",159,561,"+6C",0.718675196170807,"Martin_2021_630am_561","Martin_159_2021","Martin_2021_11","Ahya_159b"
"Martin","Martin_2021",2021,11,"Martin_562",160,562,"+6C",0.699840068817139,"Martin_2021_630am_562","Martin_160_2021","Martin_2021_11","Ahya_160b"
"Martin","Martin_2021",2021,11,"Martin_881",135,881,"+6C",0.69549286365509,"Martin_2021_630am_881","Martin_135_2021","Martin_2021_11","Ahya_135"
"Martin","Martin_2021",2021,11,"Martin_882",136,882,"+6C",0.633055090904236,"Martin_2021_630am_882","Martin_136_2021","Martin_2021_11","Ahya_136"
"Martin","Martin_2021",2021,11,"Martin_883",137,883,"+6C",0.61935430765152,"Martin_2021_630am_883","Martin_137_2021","Martin_2021_11","Ahya_137"
"Martin","Martin_2021",2021,11,"Martin_884",138,884,"+6C",0.642589449882507,"Martin_2021_630am_884","Martin_138_2021","Martin_2021_11","Ahya_138"
"Martin","Martin_2021",2021,12,"Martin_861",139,861,"+9C",0.056150745600462,"Martin_2021_630am_86","Martin_139_2021","Martin_2021_12","Ahya_139"
"Martin","Martin_2021",2021,12,"Martin_862",140,862,"+9C",0.062813863158226,"Martin_2021_630am_862","Martin_140_2021","Martin_2021_12","Ahya_140"
"Martin","Martin_2021",2021,12,"Martin_863",141,863,"+9C",0.0877800732851028,"Martin_2021_630am_863","Martin_141_2021","Martin_2021_12","Ahya_141b"
"Martin","Martin_2021",2021,12,"Martin_864",142,864,"+9C",0.0564821399748325,"Martin_2021_630am_864","Martin_142_2021","Martin_2021_12","Ahya_142b"
"Martin","Martin_2021",2021,12,"Martin_829",151,829,"+9C",0.101713076233864,"Martin_2021_630am_829","Martin_151_2021","Martin_2021_12","Ahya_151b"
"Martin","Martin_2021",2021,12,"Martin_830",152,830,"+9C",0.0337976291775703,"Martin_2021_630am_830","Martin_152_2021","Martin_2021_12","Ahya_152b"
"Martin","Martin_2021",2021,12,"Martin_831",153,831,"+9C",0.0561326034367085,"Martin_2021_630am_831","Martin_153_2021","Martin_2021_12","Ahya_153b"
"Martin","Martin_2021",2021,12,"Martin_832",154,832,"+9C",0.0717041194438934,"Martin_2021_630am_832","Martin_154_2021","Martin_2021_12","Ahya_154b"
"Martin","Martin_2021",2021,12,"Martin_765",135,765,"+9C",0.0931136310100555,"Martin_2021_630am_765","Martin_135_2021","Martin_2021_12","Ahya_135"
"Martin","Martin_2021",2021,12,"Martin_766",136,766,"+9C",0.054578360170126,"Martin_2021_630am_766","Martin_136_2021","Martin_2021_12","Ahya_136"
"Martin","Martin_2021",2021,12,"Martin_767",137,767,"+9C",0.0586221963167191,"Martin_2021_630am_767","Martin_137_2021","Martin_2021_12","Ahya_137"
"Martin","Martin_2021",2021,12,"Martin_768",138,768,"+9C",0.048764493316412,"Martin_2021_630am_768","Martin_138_2021","Martin_2021_12","Ahya_138"
"Martin","Martin_2021",2021,12,"Martin_873",131,873,"+9C",0.085397444665432,"Martin_2021_630am_873","Martin_131_2021","Martin_2021_12","Ahya_131b"
"Martin","Martin_2021",2021,12,"Martin_874",132,874,"+9C",0.0490587428212166,"Martin_2021_630am_874","Martin_132_2021","Martin_2021_12","Ahya_132b"
"Martin","Martin_2021",2021,12,"Martin_875",133,875,"+9C",0.0566032603383064,"Martin_2021_630am_875","Martin_133_2021","Martin_2021_12","Ahya_133b"
"Martin","Martin_2021",2021,12,"Martin_876",134,876,"+9C",0.0577398128807545,"Martin_2021_630am_876","Martin_134_2021","Martin_2021_12","Ahya_134b"
"Martin","Martin_2021",2021,12,"Martin_853",155,853,"+9C",0.0485152788460255,"Martin_2021_630am_853","Martin_155_2021","Martin_2021_12","Ahya_155b"
"Martin","Martin_2021",2021,12,"Martin_854",156,854,"+9C",0.0464389771223068,"Martin_2021_630am_854","Martin_156_2021","Martin_2021_12","Ahya_156b"
"Martin","Martin_2021",2021,12,"Martin_855",157,855,"+9C",0.103898897767067,"Martin_2021_630am_855","Martin_157_2021","Martin_2021_12","Ahya_157b"
"Martin","Martin_2021",2021,12,"Martin_856",158,856,"+9C",0.0673588812351227,"Martin_2021_630am_856","Martin_158_2021","Martin_2021_12","Ahya_158b"
"Martin","Martin_2021",2021,12,"Martin_849",143,849,"+9C",0.0633966624736786,"Martin_2021_630am_849","Martin_143_2021","Martin_2021_12","Ahya_143b"
"Martin","Martin_2021",2021,12,"Martin_850",144,850,"+9C",0.196172878146172,"Martin_2021_630am_850","Martin_144_2021","Martin_2021_12","Ahya_144b"
"Martin","Martin_2021",2021,12,"Martin_851",145,851,"+9C",0.061598151922226,"Martin_2021_630am_851","Martin_145_2021","Martin_2021_12","Ahya_145b"
