"Site.name","Variable","Metric","Value","Depth","Source","Spat_res","Time_res","Period","Multi_level","Depth.adjusted"
"Lady Musgrave","PH","PH_HM",8.148812,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.56
"Lady Musgrave","PH","PH_HM",8.1489,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.61
"Lady Musgrave","PH","PH_HM",8.148981,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.36
"Lady Musgrave","PH","PH_HM",8.149062,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.81
"Lady Musgrave","PH","PH_HM",8.149146,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.31
"Lady Musgrave","PH","PH_HM",8.149202,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.69
"Lady Musgrave","PIP","PIP_HM",0.001066156,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.56
"Lady Musgrave","PIP","PIP_HM",0.001046678,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.61
"Lady Musgrave","PIP","PIP_HM",0.001034611,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.36
"Lady Musgrave","PIP","PIP_HM",0.00102408,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.81
"Lady Musgrave","PIP","PIP_HM",0.001011981,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.31
"Lady Musgrave","PIP","PIP_HM",0.0009922148,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.69
"Lady Musgrave","Secchi","Secchi_HM",16.36831,NA,"eReefs_GBR4_BGC","4km","daily","2010-2019","No",NA
"Lady Musgrave","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",96.56132,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.56
"Lady Musgrave","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",96.47972,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.61
"Lady Musgrave","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",96.41745,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.36
"Lady Musgrave","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",96.35257,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.81
"Lady Musgrave","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",96.27908,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.31
"Lady Musgrave","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",96.14901,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.69
"Lady Musgrave","alk","alk_HM",2251.499,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.56
"Lady Musgrave","alk","alk_HM",2251.499,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.61
"Lady Musgrave","alk","alk_HM",2251.5,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.36
"Lady Musgrave","alk","alk_HM",2251.502,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.81
"Lady Musgrave","alk","alk_HM",2251.502,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.31
"Lady Musgrave","alk","alk_HM",2251.503,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.69
"Mackay","Chl_a","Chl_a_HM",0.3038422,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"Mackay","Chl_a","Chl_a_HM",0.291759,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"Mackay","Chl_a","Chl_a_HM",0.2821403,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"Mackay","Chl_a","Chl_a_HM",0.2761859,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"Mackay","Chl_a","Chl_a_HM",0.2736911,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"Mackay","Chl_a","Chl_a_HM",0.2721278,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"Mackay","Kd_490","Kd_490_HM",0.1104791,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"Mackay","Kd_490","Kd_490_HM",0.1120272,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"Mackay","Kd_490","Kd_490_HM",0.1091928,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"Mackay","Kd_490","Kd_490_HM",0.1060097,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"Mackay","Kd_490","Kd_490_HM",0.103634,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"Mackay","Kd_490","Kd_490_HM",0.1017233,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"Mackay","NO3","NO3_HM",0.8168752,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"Mackay","NO3","NO3_HM",0.7968325,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"Mackay","NO3","NO3_HM",0.7810298,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"Mackay","NO3","NO3_HM",0.7720465,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"Mackay","NO3","NO3_HM",0.7697365,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"Mackay","NO3","NO3_HM",0.7697803,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"Mackay","Oxygen","Oxygen_HM",6863,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"Mackay","Oxygen","Oxygen_HM",6863.924,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"Mackay","Oxygen","Oxygen_HM",6864.575,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"Mackay","Oxygen","Oxygen_HM",6864.581,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"Mackay","Oxygen","Oxygen_HM",6864.347,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"Mackay","Oxygen","Oxygen_HM",6860.386,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"Mackay","PH","PH_HM",8.091298,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"Mackay","PH","PH_HM",8.091752,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"Mackay","PH","PH_HM",8.091607,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"Mackay","PH","PH_HM",8.090884,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"Mackay","PH","PH_HM",8.090115,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"Mackay","PH","PH_HM",8.089907,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"Mackay","PIP","PIP_HM",0.008065426,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"Mackay","PIP","PIP_HM",0.007849955,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"Mackay","PIP","PIP_HM",0.00755402,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"Mackay","PIP","PIP_HM",0.00718484,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"Mackay","PIP","PIP_HM",0.006873112,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"Mackay","PIP","PIP_HM",0.006625361,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"Mackay","Secchi","Secchi_HM",23.76572,NA,"eReefs_GBR4_BGC","4km","daily","2010-2019","No",NA
"Mackay","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",69.1428,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"Mackay","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",69.18477,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"Mackay","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",69.16946,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"Mackay","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",69.11706,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"Mackay","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",69.07807,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"Mackay","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",69.05373,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"Mackay","alk","alk_HM",2243.913,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"Mackay","alk","alk_HM",2244.04,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"Mackay","alk","alk_HM",2244.117,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"Mackay","alk","alk_HM",2244.164,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"Mackay","alk","alk_HM",2244.183,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"Mackay","alk","alk_HM",2244.191,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"Martin","Chl_a","Chl_a_HM",0.3261519,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.29
"Martin","Chl_a","Chl_a_HM",0.3202826,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.34
"Martin","Chl_a","Chl_a_HM",0.3137124,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.09
"Martin","Chl_a","Chl_a_HM",0.3069416,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.54
"Martin","Chl_a","Chl_a_HM",0.3028439,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.04
"Martin","Chl_a","Chl_a_HM",0.2998313,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.96
"Martin","Kd_490","Kd_490_HM",0.131447,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.29
"Martin","Kd_490","Kd_490_HM",0.1398807,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.34
"Martin","Kd_490","Kd_490_HM",0.1621755,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.09
"Martin","Kd_490","Kd_490_HM",0.1697568,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.54
"Martin","Kd_490","Kd_490_HM",0.2135709,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.04
"Martin","Kd_490","Kd_490_HM",0.206652,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.96
"Martin","NO3","NO3_HM",1.006336,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.29
"Martin","NO3","NO3_HM",1.012784,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.34
"Martin","NO3","NO3_HM",1.00733,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.09
"Martin","NO3","NO3_HM",1.001791,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.54
"Martin","NO3","NO3_HM",0.9997716,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.04
"Martin","NO3","NO3_HM",1.000404,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.96
"Martin","Oxygen","Oxygen_HM",6877.652,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.29
"Martin","Oxygen","Oxygen_HM",6874.31,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.34
"Martin","Oxygen","Oxygen_HM",6873.27,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.09
"Martin","Oxygen","Oxygen_HM",6872.461,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.54
"Martin","Oxygen","Oxygen_HM",6871.711,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.04
"Martin","Oxygen","Oxygen_HM",6865.51,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.96
"Martin","PH","PH_HM",8.083013,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.29
"Martin","PH","PH_HM",8.083396,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.34
"Martin","PH","PH_HM",8.08338,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.09
"Martin","PH","PH_HM",8.082951,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.54
"Martin","PH","PH_HM",8.082132,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.04
"Martin","PH","PH_HM",8.081302,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.96
"Martin","PIP","PIP_HM",0.01559537,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.29
"Martin","PIP","PIP_HM",0.01526175,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.34
"Martin","PIP","PIP_HM",0.01492983,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.09
"Martin","PIP","PIP_HM",0.01449274,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.54
"Martin","PIP","PIP_HM",0.014021,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.04
"Martin","PIP","PIP_HM",0.01354229,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.96
"Martin","Secchi","Secchi_HM",18.48187,NA,"eReefs_GBR4_BGC","4km","daily","2010-2019","No",NA
"Martin","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",78.43223,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.29
"Martin","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",78.42178,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.34
"Martin","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",78.37803,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.09
"Martin","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",78.32098,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.54
"Martin","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",78.27696,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.04
"Martin","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",78.24913,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.96
"Martin","alk","alk_HM",2234.29,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.29
"Martin","alk","alk_HM",2235.372,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.34
"Martin","alk","alk_HM",2235.756,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.09
"Martin","alk","alk_HM",2236.018,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.54
"Martin","alk","alk_HM",2236.185,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.04
"Martin","alk","alk_HM",2236.27,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.96
"Moore","Chl_a","Chl_a_HM",0.3196253,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.28
"Moore","Chl_a","Chl_a_HM",0.3052325,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.33
"Moore","Chl_a","Chl_a_HM",0.2967503,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.08
"Moore","Chl_a","Chl_a_HM",0.2911537,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.53
"Moore","Chl_a","Chl_a_HM",0.2889683,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.03
"Moore","Chl_a","Chl_a_HM",0.2876352,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.97
"Moore","Kd_490","Kd_490_HM",0.07332331,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.28
"Moore","Kd_490","Kd_490_HM",0.07199035,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.33
"Moore","Kd_490","Kd_490_HM",0.0703952,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.08
"Moore","Kd_490","Kd_490_HM",0.06870567,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.53
"Moore","Kd_490","Kd_490_HM",0.0674318,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.03
"Moore","Kd_490","Kd_490_HM",0.06653723,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.97
"Moore","NO3","NO3_HM",0.4399705,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.28
"Moore","NO3","NO3_HM",0.4260571,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.33
"Moore","NO3","NO3_HM",0.4179457,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.08
"Moore","NO3","NO3_HM",0.4148736,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.53
"Moore","NO3","NO3_HM",0.4155135,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.03
"Moore","NO3","NO3_HM",0.4166113,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.97
"Moore","Oxygen","Oxygen_HM",6894.321,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.28
"Moore","Oxygen","Oxygen_HM",6889.259,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.33
"Moore","Oxygen","Oxygen_HM",6886.371,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.08
"Moore","Oxygen","Oxygen_HM",6884.652,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.53
"Moore","Oxygen","Oxygen_HM",6883.773,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.03
"Moore","Oxygen","Oxygen_HM",6880.371,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.97
"Moore","PH","PH_HM",8.098376,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.28
"Moore","PH","PH_HM",8.098299,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.33
"Moore","PH","PH_HM",8.098103,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.08
"Moore","PH","PH_HM",8.097658,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.53
"Moore","PH","PH_HM",8.097306,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.03
"Moore","PH","PH_HM",8.097228,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.97
"Moore","PIP","PIP_HM",0.003670149,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.28
"Moore","PIP","PIP_HM",0.003567644,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.33
"Moore","PIP","PIP_HM",0.003433216,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.08
"Moore","PIP","PIP_HM",0.003259642,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.53
"Moore","PIP","PIP_HM",0.003112729,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.03
"Moore","PIP","PIP_HM",0.003004752,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.97
"Moore","Secchi","Secchi_HM",25.12886,NA,"eReefs_GBR4_BGC","4km","daily","2010-2019","No",NA
"Moore","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",62.02988,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.28
"Moore","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",61.85201,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.33
"Moore","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",61.78838,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.08
"Moore","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",61.74238,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.53
"Moore","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",61.71839,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.03
"Moore","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",61.69953,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.97
"Moore","alk","alk_HM",2250.989,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.28
"Moore","alk","alk_HM",2250.951,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.33
"Moore","alk","alk_HM",2250.929,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.08
"Moore","alk","alk_HM",2250.922,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.53
"Moore","alk","alk_HM",2250.92,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.03
"Moore","alk","alk_HM",2250.919,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.97
"No Name","Chl_a","Chl_a_HM",0.4742271,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"No Name","Chl_a","Chl_a_HM",0.4608529,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"No Name","Chl_a","Chl_a_HM",0.4492916,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"No Name","Chl_a","Chl_a_HM",0.4407673,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"No Name","Chl_a","Chl_a_HM",0.4364941,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"No Name","Chl_a","Chl_a_HM",0.433425,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"No Name","Kd_490","Kd_490_HM",0.05640878,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"No Name","Kd_490","Kd_490_HM",0.05602375,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"No Name","Kd_490","Kd_490_HM",0.05563689,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"No Name","Kd_490","Kd_490_HM",0.05527154,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"No Name","Kd_490","Kd_490_HM",0.05502165,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"No Name","Kd_490","Kd_490_HM",0.05483788,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"No Name","NO3","NO3_HM",2.791031,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"No Name","NO3","NO3_HM",2.766779,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"No Name","NO3","NO3_HM",2.75165,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"No Name","NO3","NO3_HM",2.744158,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"No Name","NO3","NO3_HM",2.742696,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"No Name","NO3","NO3_HM",2.743018,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"No Name","Oxygen","Oxygen_HM",6888.038,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"No Name","Oxygen","Oxygen_HM",6883.444,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"No Name","Oxygen","Oxygen_HM",6879.252,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"No Name","Oxygen","Oxygen_HM",6876.656,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"No Name","Oxygen","Oxygen_HM",6874.972,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"No Name","Oxygen","Oxygen_HM",6866.815,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"No Name","PH","PH_HM",8.097465,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"No Name","PH","PH_HM",8.097485,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"No Name","PH","PH_HM",8.097362,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"No Name","PH","PH_HM",8.097053,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"No Name","PH","PH_HM",8.096648,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"No Name","PH","PH_HM",8.096303,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"No Name","PIP","PIP_HM",0.0007417023,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"No Name","PIP","PIP_HM",0.0007176533,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"No Name","PIP","PIP_HM",0.0006910093,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"No Name","PIP","PIP_HM",0.0006601482,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
"No Name","PIP","PIP_HM",0.0006320515,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.15
"No Name","PIP","PIP_HM",0.0006046798,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.85
"No Name","Secchi","Secchi_HM",28.10151,NA,"eReefs_GBR4_BGC","4km","daily","2010-2019","No",NA
"No Name","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",56.97621,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.4
"No Name","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",56.87969,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.45
"No Name","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",56.80376,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.2
"No Name","TOTAL_NITROGEN","TOTAL_NITROGEN_HM",56.73605,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.65
