"Site.name","Variable","Metric","Value","Depth","Source","Spat_res","Time_res","Period","Multi_level","Depth.adjusted"
"Chicken","Oxygen","Oxygen_OM",6796.051,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.31
"Chicken","Oxygen","Oxygen_OM",6790.497,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.06
"Chicken","Oxygen","Oxygen_OM",6787.81,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.51
"Chicken","Oxygen","Oxygen_OM",6786.581,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.01
"Chicken","Oxygen","Oxygen_OM",6781.972,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.99
"Chicken","PH","PH_OM",8.078706,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.26
"Chicken","PH","PH_OM",8.077192,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.31
"Chicken","PH","PH_OM",8.075866,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.06
"Chicken","PH","PH_OM",8.074423,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.51
"Chicken","PH","PH_OM",8.07307,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.01
"Chicken","PH","PH_OM",8.072354,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.99
"Chicken","PIP","PIP_OM",0.0002237264,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.26
"Chicken","PIP","PIP_OM",0.0001954277,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.31
"Chicken","PIP","PIP_OM",0.0001734079,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.06
"Chicken","PIP","PIP_OM",0.0001528581,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.51
"Chicken","PIP","PIP_OM",0.0001389578,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.01
"Chicken","PIP","PIP_OM",0.0001302648,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.99
"Chicken","Secchi","Secchi_OM",21.57903,NA,"eReefs_GBR4_BGC","4km","daily","2010-2019","No",NA
"Chicken","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",57.08546,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.26
"Chicken","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",56.55047,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.31
"Chicken","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",56.23432,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.06
"Chicken","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",56.07758,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.51
"Chicken","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",56.01311,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.01
"Chicken","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",55.98439,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.99
"Chicken","alk","alk_OM",2251.347,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.26
"Chicken","alk","alk_OM",2251.324,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.31
"Chicken","alk","alk_OM",2251.312,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.06
"Chicken","alk","alk_OM",2251.309,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.51
"Chicken","alk","alk_OM",2251.311,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.01
"Chicken","alk","alk_OM",2251.312,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.99
"Davies","Chl_a","Chl_a_OM",0.3305535,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.25
"Davies","Chl_a","Chl_a_OM",0.2931174,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.3
"Davies","Chl_a","Chl_a_OM",0.2694802,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.05
"Davies","Chl_a","Chl_a_OM",0.2580959,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.5
"Davies","Chl_a","Chl_a_OM",0.2541224,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0
"Davies","Chl_a","Chl_a_OM",0.2523495,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1
"Davies","Kd_490","Kd_490_OM",0.05003254,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.25
"Davies","Kd_490","Kd_490_OM",0.04848396,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.3
"Davies","Kd_490","Kd_490_OM",0.04741447,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.05
"Davies","Kd_490","Kd_490_OM",0.04678003,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.5
"Davies","Kd_490","Kd_490_OM",0.0464694,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0
"Davies","Kd_490","Kd_490_OM",0.04630165,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1
"Davies","NO3","NO3_OM",0.2943744,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.25
"Davies","NO3","NO3_OM",0.2682019,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.3
"Davies","NO3","NO3_OM",0.2569943,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.05
"Davies","NO3","NO3_OM",0.2545051,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.5
"Davies","NO3","NO3_OM",0.2556361,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0
"Davies","NO3","NO3_OM",0.2569353,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1
"Davies","Oxygen","Oxygen_OM",6791.335,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.25
"Davies","Oxygen","Oxygen_OM",6784.461,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.3
"Davies","Oxygen","Oxygen_OM",6779.797,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.05
"Davies","Oxygen","Oxygen_OM",6777.632,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.5
"Davies","Oxygen","Oxygen_OM",6776.778,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0
"Davies","Oxygen","Oxygen_OM",6773.64,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1
"Davies","PH","PH_OM",8.078613,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.25
"Davies","PH","PH_OM",8.07712,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.3
"Davies","PH","PH_OM",8.075677,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.05
"Davies","PH","PH_OM",8.074185,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.5
"Davies","PH","PH_OM",8.072983,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0
"Davies","PH","PH_OM",8.072438,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1
"Davies","PIP","PIP_OM",0.0004809258,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.25
"Davies","PIP","PIP_OM",0.0004314538,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.3
"Davies","PIP","PIP_OM",0.0003923592,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.05
"Davies","PIP","PIP_OM",0.0003544036,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.5
"Davies","PIP","PIP_OM",0.0003258248,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0
"Davies","PIP","PIP_OM",0.0003069249,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1
"Davies","Secchi","Secchi_OM",21.26303,NA,"eReefs_GBR4_BGC","4km","daily","2010-2019","No",NA
"Davies","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",60.04892,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.25
"Davies","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",59.54668,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.3
"Davies","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",59.28119,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.05
"Davies","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",59.16969,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.5
"Davies","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",59.12607,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0
"Davies","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",59.10563,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1
"Davies","alk","alk_OM",2250.861,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.25
"Davies","alk","alk_OM",2250.818,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.3
"Davies","alk","alk_OM",2250.772,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.05
"Davies","alk","alk_OM",2250.745,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.5
"Davies","alk","alk_OM",2250.741,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0
"Davies","alk","alk_OM",2250.74,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1
"East Cay","Chl_a","Chl_a_OM",0.6731719,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.62
"East Cay","Chl_a","Chl_a_OM",0.6322144,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.67
"East Cay","Chl_a","Chl_a_OM",0.5998253,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.42
"East Cay","Chl_a","Chl_a_OM",0.5799866,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.87
"East Cay","Chl_a","Chl_a_OM",0.5708396,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.37
"East Cay","Chl_a","Chl_a_OM",0.564686,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.63
"East Cay","Kd_490","Kd_490_OM",0.06420655,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.62
"East Cay","Kd_490","Kd_490_OM",0.06292013,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.67
"East Cay","Kd_490","Kd_490_OM",0.06178276,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.42
"East Cay","Kd_490","Kd_490_OM",0.06096785,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.87
"East Cay","Kd_490","Kd_490_OM",0.06049836,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.37
"East Cay","Kd_490","Kd_490_OM",0.060167,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.63
"East Cay","NO3","NO3_OM",0.7383057,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.62
"East Cay","NO3","NO3_OM",0.6564654,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.67
"East Cay","NO3","NO3_OM",0.6059844,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.42
"East Cay","NO3","NO3_OM",0.5845935,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.87
"East Cay","NO3","NO3_OM",0.5810315,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.37
"East Cay","NO3","NO3_OM",0.5830947,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.63
"East Cay","Oxygen","Oxygen_OM",6912.981,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.62
"East Cay","Oxygen","Oxygen_OM",6915.932,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.67
"East Cay","Oxygen","Oxygen_OM",6917.693,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.42
"East Cay","Oxygen","Oxygen_OM",6918.275,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.87
"East Cay","Oxygen","Oxygen_OM",6918.271,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.37
"East Cay","Oxygen","Oxygen_OM",6911.416,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.63
"East Cay","PH","PH_OM",8.085625,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.62
"East Cay","PH","PH_OM",8.085529,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.67
"East Cay","PH","PH_OM",8.085183,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.42
"East Cay","PH","PH_OM",8.084609,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.87
"East Cay","PH","PH_OM",8.084086,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.37
"East Cay","PH","PH_OM",8.083588,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.63
"East Cay","PIP","PIP_OM",0.0004992073,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.62
"East Cay","PIP","PIP_OM",0.0004439739,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.67
"East Cay","PIP","PIP_OM",0.0003947094,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.42
"East Cay","PIP","PIP_OM",0.0003493282,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.87
"East Cay","PIP","PIP_OM",0.0003173275,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.37
"East Cay","PIP","PIP_OM",0.0002943827,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.63
"East Cay","Secchi","Secchi_OM",16.83753,NA,"eReefs_GBR4_BGC","4km","daily","2010-2019","No",NA
"East Cay","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",70.43966,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.62
"East Cay","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",70.01368,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.67
"East Cay","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",69.67572,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.42
"East Cay","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",69.4347,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.87
"East Cay","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",69.29446,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.37
"East Cay","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",69.19236,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.63
"East Cay","alk","alk_OM",2233.323,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.62
"East Cay","alk","alk_OM",2233.464,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.67
"East Cay","alk","alk_OM",2233.574,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.42
"East Cay","alk","alk_OM",2233.64,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.87
"East Cay","alk","alk_OM",2233.667,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",0.37
"East Cay","alk","alk_OM",2233.679,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.63
"Fitzroy Island","Chl_a","Chl_a_OM",0.3284519,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.18
"Fitzroy Island","Chl_a","Chl_a_OM",0.3091797,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.23
"Fitzroy Island","Chl_a","Chl_a_OM",0.2894276,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",3.98
"Fitzroy Island","Chl_a","Chl_a_OM",0.2742671,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.43
"Fitzroy Island","Chl_a","Chl_a_OM",0.2672113,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.07
"Fitzroy Island","Chl_a","Chl_a_OM",0.2637215,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1.07
"Fitzroy Island","Kd_490","Kd_490_OM",0.09433673,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.18
"Fitzroy Island","Kd_490","Kd_490_OM",0.09628648,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.23
"Fitzroy Island","Kd_490","Kd_490_OM",0.1001961,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",3.98
"Fitzroy Island","Kd_490","Kd_490_OM",0.1021589,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.43
"Fitzroy Island","Kd_490","Kd_490_OM",0.1033049,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.07
"Fitzroy Island","Kd_490","Kd_490_OM",0.1021497,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1.07
"Fitzroy Island","NO3","NO3_OM",1.532825,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.18
"Fitzroy Island","NO3","NO3_OM",1.443914,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.23
"Fitzroy Island","NO3","NO3_OM",1.402773,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",3.98
"Fitzroy Island","NO3","NO3_OM",1.393217,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.43
"Fitzroy Island","NO3","NO3_OM",1.399117,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.07
"Fitzroy Island","NO3","NO3_OM",1.405058,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1.07
"Fitzroy Island","Oxygen","Oxygen_OM",6749.858,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.18
"Fitzroy Island","Oxygen","Oxygen_OM",6753.349,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.23
"Fitzroy Island","Oxygen","Oxygen_OM",6756.775,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",3.98
"Fitzroy Island","Oxygen","Oxygen_OM",6759.709,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.43
"Fitzroy Island","Oxygen","Oxygen_OM",6760.921,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.07
"Fitzroy Island","Oxygen","Oxygen_OM",6760.961,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1.07
"Fitzroy Island","PH","PH_OM",8.061113,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.18
"Fitzroy Island","PH","PH_OM",8.061029,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.23
"Fitzroy Island","PH","PH_OM",8.060392,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",3.98
"Fitzroy Island","PH","PH_OM",8.059062,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.43
"Fitzroy Island","PH","PH_OM",8.057744,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.07
"Fitzroy Island","PH","PH_OM",8.057009,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1.07
"Fitzroy Island","PIP","PIP_OM",0.01291563,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.18
"Fitzroy Island","PIP","PIP_OM",0.01213826,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.23
"Fitzroy Island","PIP","PIP_OM",0.01140846,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",3.98
"Fitzroy Island","PIP","PIP_OM",0.01056798,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.43
"Fitzroy Island","PIP","PIP_OM",0.0098533,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.07
"Fitzroy Island","PIP","PIP_OM",0.009342992,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1.07
"Fitzroy Island","Secchi","Secchi_OM",13.52314,NA,"eReefs_GBR4_BGC","4km","daily","2010-2019","No",NA
"Fitzroy Island","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",74.79018,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.18
"Fitzroy Island","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",74.73043,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.23
"Fitzroy Island","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",74.78362,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",3.98
"Fitzroy Island","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",74.90295,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.43
"Fitzroy Island","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",74.98297,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.07
"Fitzroy Island","TOTAL_NITROGEN","TOTAL_NITROGEN_OM",75.01954,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1.07
"Fitzroy Island","alk","alk_OM",2224.642,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.18
"Fitzroy Island","alk","alk_OM",2224.418,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.23
"Fitzroy Island","alk","alk_OM",2223.906,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",3.98
"Fitzroy Island","alk","alk_OM",2223.338,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.43
"Fitzroy Island","alk","alk_OM",2223.035,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.07
"Fitzroy Island","alk","alk_OM",2222.919,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1.07
"Fitzroy Reef","Chl_a","Chl_a_OM",1.054838,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.24
"Fitzroy Reef","Chl_a","Chl_a_OM",1.035291,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.29
"Fitzroy Reef","Chl_a","Chl_a_OM",1.020325,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.04
"Fitzroy Reef","Chl_a","Chl_a_OM",1.010121,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.49
"Fitzroy Reef","Chl_a","Chl_a_OM",1.003794,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.01
"Fitzroy Reef","Chl_a","Chl_a_OM",0.9980716,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1.01
"Fitzroy Reef","Kd_490","Kd_490_OM",0.08098075,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.24
"Fitzroy Reef","Kd_490","Kd_490_OM",0.08070423,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.29
"Fitzroy Reef","Kd_490","Kd_490_OM",0.08048665,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.04
"Fitzroy Reef","Kd_490","Kd_490_OM",0.08030965,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.49
"Fitzroy Reef","Kd_490","Kd_490_OM",0.08015476,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.01
"Fitzroy Reef","Kd_490","Kd_490_OM",0.08000841,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1.01
"Fitzroy Reef","NO3","NO3_OM",1.85343,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.24
"Fitzroy Reef","NO3","NO3_OM",1.779733,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.29
"Fitzroy Reef","NO3","NO3_OM",1.741064,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.04
"Fitzroy Reef","NO3","NO3_OM",1.724811,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.49
"Fitzroy Reef","NO3","NO3_OM",1.718054,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.01
"Fitzroy Reef","NO3","NO3_OM",1.714975,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1.01
"Fitzroy Reef","Oxygen","Oxygen_OM",6975.277,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.24
"Fitzroy Reef","Oxygen","Oxygen_OM",6980.591,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.29
"Fitzroy Reef","Oxygen","Oxygen_OM",6984.717,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.04
"Fitzroy Reef","Oxygen","Oxygen_OM",6987.783,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.49
"Fitzroy Reef","Oxygen","Oxygen_OM",6989.57,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.01
"Fitzroy Reef","Oxygen","Oxygen_OM",6985.288,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1.01
"Fitzroy Reef","PH","PH_OM",8.107128,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.24
"Fitzroy Reef","PH","PH_OM",8.107204,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.29
"Fitzroy Reef","PH","PH_OM",8.107277,-5.55,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",4.04
"Fitzroy Reef","PH","PH_OM",8.107354,-3,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",1.49
"Fitzroy Reef","PH","PH_OM",8.107437,-1.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-0.01
"Fitzroy Reef","PH","PH_OM",8.10756,-0.5,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",-1.01
"Fitzroy Reef","PIP","PIP_OM",0.001159424,-12.75,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",11.24
"Fitzroy Reef","PIP","PIP_OM",0.001123306,-8.8,"eReefs_GBR4_BGC","4km","daily","2010-2019","Yes",7.29
