"Site","Site_geno_year","Site_year","Site.name","Genotype","SampleYear","RelativeFvFm9C","eventID"
"Fitzroy","Fitzroy_370_2021","Fitzroy_2021","Fitzroy Island",370,2021,0.00716462077865708,"Ahya_370"
"Fitzroy","Fitzroy_371_2021","Fitzroy_2021","Fitzroy Island",371,2021,0.0319064892127584,"Ahya_371"
"Fitzroy","Fitzroy_372_2021","Fitzroy_2021","Fitzroy Island",372,2021,0.0429326013319608,"Ahya_372"
"Fitzroy","Fitzroy_373_2021","Fitzroy_2021","Fitzroy Island",373,2021,0,"Ahya_373"
"Fitzroy","Fitzroy_374_2021","Fitzroy_2021","Fitzroy Island",374,2021,0,"Ahya_374"
"Moore","Moore_375_2021","Moore_2021","Moore",375,2021,0.264796556193785,"Ahya_375"
"Moore","Moore_376_2021","Moore_2021","Moore",376,2021,0.199881505732725,"Ahya_376"
"Moore","Moore_377_2021","Moore_2021","Moore",377,2021,0.230510446343779,"Ahya_377"
"Moore","Moore_378_2021","Moore_2021","Moore",378,2021,0.0891077441077444,"Ahya_378"
"Moore","Moore_379_2021","Moore_2021","Moore",379,2021,0.210868812124791,"Ahya_379"
"Moore","Moore_380_2021","Moore_2021","Moore",380,2021,0.182773734284744,"Ahya_380"
"Moore","Moore_381_2021","Moore_2021","Moore",381,2021,0.223528266913809,"Ahya_381"
"Moore","Moore_382_2021","Moore_2021","Moore",382,2021,0.349349217034182,"Ahya_382"
"Moore","Moore_383_2021","Moore_2021","Moore",383,2021,0.122701519352191,"Ahya_383"
"Moore","Moore_384_2021","Moore_2021","Moore",384,2021,0.250072385640859,"Ahya_384"
"Moore","Moore_385_2021","Moore_2021","Moore",385,2021,0.136370837925391,"Ahya_385"
"Moore","Moore_386_2021","Moore_2021","Moore",386,2021,0.230170634172895,"Ahya_386"
"Moore","Moore_387_2021","Moore_2021","Moore",387,2021,0.139432132222557,"Ahya_387"
"Moore","Moore_388_2021","Moore_2021","Moore",388,2021,0.257536131626958,"Ahya_388"
"Moore","Moore_389_2021","Moore_2021","Moore",389,2021,0.151634170805938,"Ahya_389"
"Moore","Moore_390_2021","Moore_2021","Moore",390,2021,0.164153787559885,"Ahya_390"
"Moore","Moore_391_2021","Moore_2021","Moore",391,2021,0.212192328042328,"Ahya_391"
"Moore","Moore_392_2021","Moore_2021","Moore",392,2021,0.308038548061417,"Ahya_392"
"Moore","Moore_393_2021","Moore_2021","Moore",393,2021,0.154896834055646,"Ahya_393"
"Moore","Moore_394_2021","Moore_2021","Moore",394,2021,0.169528858456963,"Ahya_394"
"Moore","Moore_395_2021","Moore_2021","Moore",395,2021,0.22363647024333,"Ahya_395"
"Moore","Moore_396_2021","Moore_2021","Moore",396,2021,0.0518500300263828,"Ahya_396"
"Moore","Moore_397_2021","Moore_2021","Moore",397,2021,0.106519262072707,"Ahya_397"
"Moore","Moore_398_2021","Moore_2021","Moore",398,2021,0.205345048508146,"Ahya_398"
"Moore","Moore_399_2021","Moore_2021","Moore",399,2021,0.263774375545966,"Ahya_399"
"Moore","Moore_400_2021","Moore_2021","Moore",400,2021,0.151159818028977,"Ahya_400"
"Moore","Moore_401_2021","Moore_2021","Moore",401,2021,0.200711918685603,"Ahya_401"
"Moore","Moore_402_2021","Moore_2021","Moore",402,2021,0.0729684367669013,"Ahya_402"
"Moore","Moore_403_2021","Moore_2021","Moore",403,2021,0.163331047505466,"Ahya_403"
"Moore","Moore_404_2021","Moore_2021","Moore",404,2021,0.219934381626855,"Ahya_404"
"Moore","Moore_405_2021","Moore_2021","Moore",405,2021,0.103201471941122,"Ahya_405"
"Moore","Moore_406_2021","Moore_2021","Moore",406,2021,0.265172955658753,"Ahya_406"
"Moore","Moore_407_2021","Moore_2021","Moore",407,2021,0.168820255141234,"Ahya_407"
"Moore","Moore_408_2021","Moore_2021","Moore",408,2021,0.148048470463109,"Ahya_408"
"Moore","Moore_410_2021","Moore_2021","Moore",410,2021,0.192881456987792,"Ahya_410"
"Moore","Moore_411_2021","Moore_2021","Moore",411,2021,0.132937666620129,"Ahya_411"
"Moore","Moore_412_2021","Moore_2021","Moore",412,2021,0.0418218914375576,"Ahya_412"
"Moore","Moore_413_2021","Moore_2021","Moore",413,2021,0.156134259259259,"Ahya_413"
"Moore","Moore_414_2021","Moore_2021","Moore",414,2021,0.133339100589386,"Ahya_414"
"Moore","Moore_415_2021","Moore_2021","Moore",415,2021,0.0983751935435253,"Ahya_415"
"Moore","Moore_416_2021","Moore_2021","Moore",416,2021,0.197188096513273,"Ahya_416"
"Moore","Moore_417_2021","Moore_2021","Moore",417,2021,0.226042174320525,"Ahya_417"
"Moore","Moore_418_2021","Moore_2021","Moore",418,2021,0.231837206274816,"Ahya_418"
"Moore","Moore_419_2021","Moore_2021","Moore",419,2021,0.248452300590818,"Ahya_419"
"Moore","Moore_420_2021","Moore_2021","Moore",420,2021,0.244018243507419,"Ahya_420"
"Moore","Moore_421_2021","Moore_2021","Moore",421,2021,0.282923462607225,"Ahya_421"
"Moore","Moore_422_2021","Moore_2021","Moore",422,2021,0.187807150150509,"Ahya_422"
"Moore","Moore_423_2021","Moore_2021","Moore",423,2021,0.249011804011804,"Ahya_423"
"Moore","Moore_424_2021","Moore_2021","Moore",424,2021,0.168295338848771,"Ahya_424"
"Moore","Moore_425_2021","Moore_2021","Moore",425,2021,0.245667720013592,"Ahya_425"
"Heron","Heron_1796_2022","Heron_2022","Heron",1796,2022,0.518639132282532,"Ahya_1796"
"Heron","Heron_1797_2022","Heron_2022","Heron",1797,2022,0.408059864120539,"Ahya_1797"
"Heron","Heron_1798_2022","Heron_2022","Heron",1798,2022,0.595442135689828,"Ahya_1798"
"Heron","Heron_1799_2022","Heron_2022","Heron",1799,2022,0.555371027142067,"Ahya_1799"
"Heron","Heron_1800_2022","Heron_2022","Heron",1800,2022,0.511609217367041,"Ahya_1800"
"Heron","Heron_1801_2022","Heron_2022","Heron",1801,2022,0.448319542793212,"Ahya_1801"
"Heron","Heron_1802_2022","Heron_2022","Heron",1802,2022,0.440500923227841,"Ahya_1802"
"Heron","Heron_1803_2022","Heron_2022","Heron",1803,2022,0.445934729385606,"Ahya_1803"
"Heron","Heron_1804_2022","Heron_2022","Heron",1804,2022,0.420692191582043,"Ahya_1804"
"Heron","Heron_1805_2022","Heron_2022","Heron",1805,2022,0.47927485001646,"Ahya_1805"
"Heron","Heron_1806_2022","Heron_2022","Heron",1806,2022,0.487438684169766,"Ahya_1806"
"Heron","Heron_1808_2022","Heron_2022","Heron",1808,2022,0.588973376003817,"Ahya_1808"
"Heron","Heron_1809_2022","Heron_2022","Heron",1809,2022,0.599092813313285,"Ahya_1809"
"Heron","Heron_1807_2022","Heron_2022","Heron",1807,2022,0.513466602372227,"Ahya_1807"
"LadyMusgrave","LadyMusgrave_1781_2022","LadyMusgrave_2022","Lady Musgrave",1781,2022,0.537124364364277,"Ahya_1781"
"LadyMusgrave","LadyMusgrave_1783_2022","LadyMusgrave_2022","Lady Musgrave",1783,2022,0.499187001308603,"Ahya_1783"
"LadyMusgrave","LadyMusgrave_1784_2022","LadyMusgrave_2022","Lady Musgrave",1784,2022,0.400941045068485,"Ahya_1784"
"LadyMusgrave","LadyMusgrave_1785_2022","LadyMusgrave_2022","Lady Musgrave",1785,2022,0.480203089801128,"Ahya_1785"
"LadyMusgrave","LadyMusgrave_1786_2022","LadyMusgrave_2022","Lady Musgrave",1786,2022,0.449945310205553,"Ahya_1786"
"LadyMusgrave","LadyMusgrave_1780_2022","LadyMusgrave_2022","Lady Musgrave",1780,2022,0.576216809778387,"Ahya_1780"
"LadyMusgrave","LadyMusgrave_1787_2022","LadyMusgrave_2022","Lady Musgrave",1787,2022,0.487419925252038,"Ahya_1787"
"LadyMusgrave","LadyMusgrave_1788_2022","LadyMusgrave_2022","Lady Musgrave",1788,2022,0.6175910569836,"Ahya_1788"
"LadyMusgrave","LadyMusgrave_1789_2022","LadyMusgrave_2022","Lady Musgrave",1789,2022,0.540646172276937,"Ahya_1789"
"LadyMusgrave","LadyMusgrave_1790_2022","LadyMusgrave_2022","Lady Musgrave",1790,2022,0.553339205501448,"Ahya_1790"
"LadyMusgrave","LadyMusgrave_1791_2022","LadyMusgrave_2022","Lady Musgrave",1791,2022,0.609160293915483,"Ahya_1791"
"Mackay","Mackay_787_2022","Mackay_2022","Mackay",787,2022,0.397511101214805,"Ahya_787"
"Mackay","Mackay_788_2022","Mackay_2022","Mackay",788,2022,0.364760041911292,"Ahya_788"
"Mackay","Mackay_789_2022","Mackay_2022","Mackay",789,2022,0.488282583605504,"Ahya_789"
"Mackay","Mackay_790_2022","Mackay_2022","Mackay",790,2022,0.452487450915488,"Ahya_790"
"Mackay","Mackay_791_2022","Mackay_2022","Mackay",791,2022,0.43365611067332,"Ahya_791"
"Mackay","Mackay_792_2022","Mackay_2022","Mackay",792,2022,0.442036531765801,"Ahya_792"
"Mackay","Mackay_793_2022","Mackay_2022","Mackay",793,2022,0.252696310049678,"Ahya_793"
"Mackay","Mackay_794_2022","Mackay_2022","Mackay",794,2022,0.431781558273376,"Ahya_794"
"Mackay","Mackay_795_2022","Mackay_2022","Mackay",795,2022,0.448352104827419,"Ahya_795"
"Mackay","Mackay_796_2022","Mackay_2022","Mackay",796,2022,0.445465397153867,"Ahya_796"
